name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
"salame svizzero, maiale e manzo",,Prodotti carnei e insaccati/Insaccati crudi,,487.0,22.0,0.1,27.7,1.3,0.0,1.3,0.0,43.7,0.09,20.4,16.6,4.6,0.0,0.00073,0.00025,0.0004,2.8e-06,0.005900000000000001,3e-06,0.0006500000000000001,0.0423,0.0,1.59,0.31,2.33,0.0038,0.024,0.17,0.0014,9.000000000000001e-07,0.0026000000000000003
"nasello, crudo",,Pesce/Pesci di mare,,71.0,17.0,0.0,81.5,0.0,0.0,0.0,0.0,0.3,0.05,0.1,0.1,0.1,0.0,5e-05,8e-05,0.00017999999999999998,2.1000000000000002e-06,0.0022,1.2e-05,0.00018999999999999998,0.0015,0.0,0.077,0.32,0.24,0.025,0.025,0.19,0.0007,0.00012,0.0004
"merluzzo nero, crudo",,Pesce/Pesci di mare,,80.0,19.3,0.0,79.2,0.0,0.0,0.0,0.0,0.3,0.07100000000000001,0.1,0.1,0.1,0.0,5e-05,5e-05,0.00017999999999999998,1.3e-06,0.002,1e-05,0.00037999999999999997,0.0,8e-07,0.04,0.44,0.2,0.008,0.013999999999999999,0.17,0.0002,8.499999999999999e-05,0.0003
"sogliola, cruda",,Pesce/Pesci di mare,,85.0,18.7,0.0,78.5,0.0,0.0,0.0,0.0,1.1,0.05,0.2,0.2,0.4,0.0,7.000000000000001e-05,5e-05,0.00031,8e-07,0.0035,1e-05,0.0003,0.002,8e-06,0.12,0.35000000000000003,0.14,0.028999999999999998,0.025,0.27,0.0006,2.5e-05,0.0001
"piccata di sedano rapa, preparata",,Cibi/Altri cibi salati/saporiti,,162.0,5.3,0.0,70.3,6.8,4.7,2.0,4.3,11.6,0.08700000000000001,4.7,4.4,1.2,4.4e-05,8e-05,0.00014,0.00015,1e-06,0.00067,1.4000000000000001e-05,0.0005600000000000001,0.0045000000000000005,6e-07,0.32,0.27,0.46,0.09699999999999999,0.013999999999999999,0.12,0.0008,9.5e-06,0.0008
"fette di sedano rapa, impanate, preparate",,Verdure/Verdure cotte (incl. conserve),,138.0,5.0,0.0,68.5,13.9,11.7,2.1,5.3,5.7,0.057999999999999996,3.4,0.7,1.0,4.9e-05,8.999999999999999e-05,0.00011,0.00016,7.4e-07,0.0008,1.8e-05,0.00057,0.0051,4e-07,0.35000000000000003,0.29,0.51,0.05,0.013999999999999999,0.09699999999999999,0.001,6.7e-06,0.0007
"panino semmeli""""",,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,262.0,8.9,0.0,34.3,53.4,51.5,1.0,2.6,0.8,0.0,0.1,0.2,0.5,0.0,5e-05,5.9999999999999995e-05,0.00014,2e-08,0.0021000000000000003,1.3000000000000001e-05,0.00016999999999999999,0.0,0.0,0.66,0.11,1.02,0.013999999999999999,0.019,0.077,0.0012,8e-07,0.0008
semi di sesamo,,"Noci, semi e frutti oleosi",,589.0,17.7,0.0,4.7,11.7,0.8,0.4,11.8,49.8,0.0,22.6,9.2,18.0,,0.0006900000000000001,8.999999999999999e-05,0.0004,0.0,0.0058,0.00012,0.00029,0.0,0.0,0.0077,0.5,0.01,0.94,0.33,0.5700000000000001,0.0086,1e-05,0.0085
"sherry, 18.5 vol%",,Bevande alcoliche/Vino,1.0,118.0,0.1,14.8,80.7,3.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,1e-07,8e-05,1e-06,4e-05,0.0,0.0,0.006,0.08900000000000001,0.006999999999999999,0.009000000000000001,0.008,0.006999999999999999,0.0005,1e-05,0.0003
"insalata di bollito, preparata",,Cibi/Insalate,,227.0,16.5,0.0,63.5,1.5,0.1,1.3,0.5,17.0,0.045,8.5,4.5,2.9,0.000166,2.9999999999999997e-05,8.999999999999999e-05,0.00021,6.800000000000001e-07,0.0016,1.2e-05,0.00037999999999999997,0.0063,3e-07,0.31,0.2,0.31,0.012,0.012,0.1,0.0014,2.8e-06,0.0033
"cipolline, sott'aceto",,Verdure/Verdure cotte (incl. conserve),,28.0,0.9,0.0,90.6,4.9,0.0,3.5,1.3,0.2,0.0,0.0,0.0,0.1,,2e-05,0.0,0.0001,0.0,0.0001,1.4000000000000001e-05,0.0,0.0,0.0,0.45,0.09300000000000001,0.0,0.022000000000000002,0.0,0.023,0.0002,0.0,0.0001
sciroppo concentrato,,Bevande analcoliche/Sciroppo,1.3,371.0,0.1,0.0,36.6,91.8,0.3,91.4,0.9,0.2,0.0,0.0,0.0,0.1,0.0,1e-05,1e-05,2e-05,0.0,8.999999999999999e-05,2.6e-06,4e-05,0.005200000000000001,0.0,0.0013000000000000002,0.064,0.0026000000000000003,0.0039,0.0026000000000000003,0.005200000000000001,0.0005,9.000000000000001e-07,0.0001
sciroppo pronto (diluito di regola 1:5.5),,Bevande analcoliche/Sciroppo;Bevande analcoliche/Bevande zuccherate,1.0,54.0,0.0,0.0,86.4,13.5,0.0,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,4e-07,1e-05,0.0008,0.0,0.001,0.0094,0.0012,0.006200000000000001,0.0012,0.0008,0.0001,1e-07,0.0
"bevanda alla soia, naturale",Latte di soia,Latte e prodotti di latte/Prodotti sostituti del latte,1.08,40.0,3.9,0.0,100.0,0.8,0.0,0.8,0.6,2.2,0.0,0.4,0.3,1.1,2e-06,8.999999999999999e-05,1e-05,5e-05,0.0,0.00018999999999999998,2.8000000000000003e-05,0.0001,0.0,0.0,0.026,0.12,0.0076,0.013,0.017,0.054000000000000006,0.0004,2.2e-06,0.0003
"fagiolo di soia, cotto (senza aggiunta di grassi o sale)",,"Prodotti a base di cereali, legumi e patate/Legumi",,173.0,14.0,0.0,62.4,11.7,4.7,1.4,3.6,7.0,0.0,1.4,0.8,3.4,0.00023700000000000001,0.00025,0.0001,0.00013000000000000002,0.0,0.00099,1.3000000000000001e-05,0.00016,0.008199999999999999,0.0,0.0024,0.19,0.019,0.12,0.023,0.19,0.0026000000000000003,3.6000000000000003e-06,0.0003
"fagioli di soia, secchi",,"Prodotti a base di cereali, legumi e patate/Legumi",,387.0,38.2,0.0,8.4,6.3,0.6,5.7,22.0,18.3,0.0,3.7,2.4,10.7,0.00038,0.001,0.00045999999999999996,0.001,0.0,0.0027,0.00025,0.0017,0.034,0.0,0.0047,1.8,0.006999999999999999,0.2,0.22,0.55,0.0066,6.3e-06,0.004200000000000001
"farina di soia, sgrassata",,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,249.0,45.2,0.0,7.0,0.6,0.0,0.6,27.5,1.2,0.0,0.2,0.2,0.7,,0.0013000000000000002,0.0003,0.0004,0.0,0.0026000000000000003,0.0003,0.002,0.0,0.0,0.035,2.2,0.13,0.22,0.3,0.67,0.012,8e-07,0.0024
farina di soia integrale (intera),,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,398.0,40.8,0.0,12.5,3.1,0.0,3.1,18.5,20.6,0.0,3.5,2.7,12.1,,0.0007700000000000001,0.00028000000000000003,0.0005099999999999999,0.0,0.0022,0.00019,0.0018000000000000004,0.0,0.0,0.04,1.87,0.11,0.2,0.25,0.55,0.012,5e-07,0.004900000000000001
olio di soia,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,18.5,12.7,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0002
"germogli di soia, crudi",,Verdure/Germogli e piantine,,55.0,5.5,0.0,85.6,4.7,0.0,4.6,2.4,1.0,0.0,0.1,0.1,0.7,,0.00016,0.00016,0.00016,0.0,0.0015,0.00016,0.0014,0.02,0.0,0.03,0.24,0.047,0.032,0.019,0.075,0.0009000000000000002,2e-06,0.001
semi di girasole,,"Noci, semi e frutti oleosi",,626.0,21.3,0.0,4.5,12.0,9.4,2.1,8.0,53.0,0.0,20.3,5.1,25.4,3e-05,0.0015,0.00036,0.0013000000000000002,0.0,0.0083,0.00023,0.0011,0.001,0.0,0.0036000000000000008,0.75,0.05,0.092,0.33,0.67,0.005,5e-06,0.0058
olio di semi di girasole,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,21.6,9.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0,0.0,0.0
"olio di girasole ho, raffinato",,Grassi e oli/Oli,0.9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,67.5,6.3,11.7,,,,,,,,,,,,,,,,,,,
"sorbetto, alla frutta",,Dolciumi/Gelati a base di acqua,0.7,136.0,0.2,0.9,65.8,32.1,0.0,32.1,0.4,0.0,0.0,0.0,0.0,0.0,1.6e-05,2e-05,1e-05,1e-05,0.0,7.000000000000001e-05,5e-06,5e-05,0.01,0.0,0.001,0.040999999999999995,0.003,0.012,0.004,0.006,0.0002,2.6e-06,0.0001
"asparago, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,27.0,2.2,0.0,92.0,3.3,0.1,3.2,1.7,0.2,0.0,0.0,0.0,0.0,0.000523,0.00011999999999999999,0.00011999999999999999,7.000000000000001e-05,0.0,0.00088,7.8e-05,0.00016999999999999999,0.0105,0.0,0.0026000000000000003,0.23,0.05,0.021,0.016,0.053,0.0007,6.6e-06,0.0004
"asparago, crudo",,Verdure/Verdure fresche,,27.0,2.2,0.0,92.0,3.3,0.1,3.2,1.7,0.2,0.0,0.0,0.0,0.0,0.0005809999999999999,0.00015,0.00013000000000000002,8e-05,0.0,0.0011,0.00013000000000000002,0.0002,0.013999999999999999,0.0,0.003,0.27,0.053,0.022000000000000002,0.018000000000000002,0.055999999999999994,0.0009000000000000002,7.000000000000001e-06,0.0004
"spinaci, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,30.0,3.6,0.0,89.1,1.0,0.1,0.9,3.4,0.5,0.0,0.0,0.1,0.3,0.005699999999999999,0.00011,0.00026000000000000003,0.00022,0.0,0.00074,0.00015,0.00022,0.0289,0.0,0.073,0.59,0.068,0.12,0.069,0.065,0.0028,1.5e-05,0.0007
"spinaci, crudi",,Verdure/Verdure fresche,,23.0,2.7,0.0,91.7,0.8,0.1,0.7,2.6,0.4,0.0,0.0,0.1,0.2,0.00481,0.0001,0.00022,0.0002,0.0,0.0007,0.00019,0.0002,0.04,0.0,0.065,0.53,0.054000000000000006,0.1,0.057999999999999996,0.052000000000000005,0.0027,1.2e-05,0.0006
"torta ai spinaci, cotta nel forno (pasta sfoglia)",,Cibi/Torte dolci e salate e gratin,,178.0,5.8,0.0,69.7,10.2,8.6,1.5,2.1,12.2,0.051,3.4,6.5,0.9,0.00247,0.0001,0.00018999999999999998,0.00015,3.1e-07,0.00097,6.1e-05,0.00027,0.0101,4e-07,0.45,0.4,0.7000000000000001,0.085,0.042,0.083,0.002,1.1e-05,0.0008
"torta ai spinaci, cotta nel forno (pasta per torta)",,Cibi/Torte dolci e salate e gratin,,169.0,6.1,0.0,69.3,12.3,10.8,1.5,2.2,10.1,0.045,2.9,5.2,0.8,0.00246,0.0001,0.00018999999999999998,0.00016,3.1e-07,0.0011,6.1e-05,0.00028000000000000003,0.0101,3e-07,0.46,0.4,0.71,0.085,0.043,0.085,0.0021000000000000003,1.1e-05,0.0009000000000000002
"acquavite 40 vol% (brandy, gin, rum, whisky)",,Bevande alcoliche/Spiritosi,0.9,221.0,0.0,31.6,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discoletto (frollini alla marmellata),,Dolciumi/Altre pasticcerie dolci,,499.0,5.8,0.0,5.8,60.3,29.1,30.9,1.9,25.6,0.067,5.9,15.0,1.4,0.000109,5e-05,5e-05,8e-05,0.0,0.0013000000000000002,3.6000000000000003e-06,0.00011999999999999999,0.001,4e-07,0.033,0.092,0.063,0.016,0.012,0.055,0.001,9.000000000000001e-07,0.0006
bürli di san gallo (farina semi-bianca),,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,231.0,9.1,0.0,41.8,44.6,43.9,0.3,3.5,1.0,0.0,0.1,0.1,0.5,0.0,0.00011,7.000000000000001e-05,0.00015,0.0,0.0021000000000000003,2.1e-05,0.00028000000000000003,0.0,0.0,0.84,0.11,1.29,0.016,0.02,0.096,0.0012,1.1e-06,0.0009000000000000002
schüblig di san gallo,,Prodotti carnei e insaccati/Salsicce scottate,,292.0,13.6,0.0,56.6,0.2,0.0,0.2,0.0,26.3,0.042,12.4,9.7,2.8,0.0,8.999999999999999e-05,0.00011,5e-05,1.2e-06,0.002,9.000000000000001e-07,0.00016999999999999999,0.0522,0.0,0.85,0.075,1.28,0.005,0.008400000000000001,0.14,0.0009000000000000002,4e-07,0.0017
formaggio st. paulin,,Latte e prodotti di latte/Formaggio a pasta dura,,279.0,18.0,0.0,55.0,0.0,0.0,0.0,0.0,23.0,0.069,5.4,13.8,1.1,,4e-05,0.00032,5.9999999999999995e-05,2e-06,0.0001,1.8e-05,0.0008,0.0,5e-07,0.8,0.08,1.1,0.7000000000000001,0.035,0.5,0.0004,3.5e-05,0.004
"uva spina, cruda",,Frutta/Frutta fresca,,34.0,0.6,0.0,88.8,6.2,0.0,6.2,3.2,0.1,0.0,0.0,0.0,0.0,7e-05,4e-05,2.9999999999999997e-05,2e-05,0.0,0.0003,1.9e-05,0.0002,0.04,0.0,0.001,0.21,0.0009000000000000002,0.02,0.009000000000000001,0.034,0.0006,9.000000000000001e-07,0.0002
"sedano verde, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,16.0,1.0,0.0,94.0,1.6,0.0,1.6,2.1,0.1,0.0,0.0,0.0,0.0,0.0005459999999999999,4e-05,4e-05,5.9999999999999995e-05,0.0,0.00033999999999999997,1.1e-05,0.00036,0.0064,0.0,0.1,0.27,0.13,0.053,0.013,0.032,0.0004,1e-06,0.0001
"sedano, crudo",,Verdure/Verdure fresche,,14.0,0.9,0.0,94.4,1.5,0.0,1.5,2.0,0.1,0.0,0.0,0.0,0.0,0.00057,5e-05,4e-05,7.000000000000001e-05,0.0,0.0004,1.8e-05,0.0004,0.008,0.0,0.11,0.3,0.13,0.052000000000000005,0.013999999999999999,0.032,0.0005,1e-06,0.0001
"fungo porcino, stufato (senza aggiunta di grasso e sale)",Boleto,Verdure/Funghi,,39.0,4.4,0.0,86.1,0.6,0.0,0.1,7.3,0.5,0.0,0.0,0.1,0.2,7.000000000000001e-06,2.9999999999999997e-05,0.00037,2.9999999999999997e-05,0.0,0.0048,1.8e-05,0.0027,0.0022,3.8e-06,0.0064,0.32,0.035,0.005,0.012,0.098,0.001,4.2000000000000004e-06,0.0016
"fungo porcino, crudo",Boleto,Verdure/Funghi,,32.0,3.6,0.0,88.6,0.5,0.0,0.1,6.0,0.4,0.0,0.0,0.1,0.2,6e-06,2.9999999999999997e-05,0.00037,2.9999999999999997e-05,0.0,0.004900000000000001,2.5e-05,0.0027,0.0025,3.1e-06,0.006,0.34,0.03,0.004200000000000001,0.012,0.085,0.001,3.6000000000000003e-06,0.0015
surimi,,Pesce/Prodotti della pesca,,81.0,12.6,0.0,76.3,6.1,6.1,0.0,0.0,0.7,0.035,0.0,0.0,0.0,0.0,2e-05,4e-05,2e-05,1e-06,0.0002,0.0,0.0,0.0,0.0,0.7000000000000001,0.064,0.0,0.013,0.013999999999999999,0.06,0.0003,0.0,0.0
"taboulé, preparato (con bulgur)",,Cibi/Insalate,,114.0,2.4,0.0,76.1,12.1,10.8,1.3,2.9,5.5,0.0,3.4,0.7,0.6,0.000202,7.000000000000001e-05,2.9999999999999997e-05,5.9999999999999995e-05,0.0,0.0009400000000000001,2.1e-05,0.0003,0.0073,0.0,0.15,0.14,0.25,0.019,0.023,0.07100000000000001,0.0008,2.1000000000000002e-06,0.0005
"taboulé, preparato (con couscous)",,Cibi/Insalate,,134.0,3.0,0.0,72.6,15.9,14.6,1.3,1.4,6.1,0.0,3.9,0.8,0.6,0.000226,5e-05,2.9999999999999997e-05,5e-05,0.0,0.00064,1.3000000000000001e-05,0.00018999999999999998,0.008199999999999999,0.0,0.17,0.12,0.29,0.018000000000000002,0.013999999999999999,0.039,0.0005,2e-06,0.0007
"salsa tartar, fatta in casa con maionese di colza",,Diversi/Salse,,383.0,3.6,0.0,52.8,1.9,0.1,1.8,0.6,40.0,0.152,21.7,4.0,10.7,0.000175,8e-05,0.00011999999999999999,8.999999999999999e-05,1.2e-06,0.0002,1.9e-05,0.00058,0.0079,8e-07,0.14,0.1,0.12,0.027999999999999997,0.0064,0.079,0.0009000000000000002,6.7e-06,0.0006
"té, non zuccherato",,Bevande analcoliche/Tè,1.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,5e-06,0.0,0.0,0.0,0.0,0.019,0.001,0.0,0.001,0.001,0.0,1e-06,0.0
"pasta all'uovo, cotta in acqua salata (sale non iodato)",,"Prodotti a base di cereali, legumi e patate/Pasta",,137.0,5.0,0.0,65.6,26.3,24.3,1.4,1.3,1.0,0.032,0.1,0.1,0.5,0.0,5e-05,2e-05,2e-05,0.0,0.00064,5.8e-06,0.0001,0.0,0.0,0.34,0.05,0.52,0.0083,0.013,0.054000000000000006,0.0008,1.4e-06,0.0005
"pasta all'uovo, secca",,"Prodotti a base di cereali, legumi e patate/Pasta",,365.0,13.3,0.0,10.7,69.9,64.5,3.6,3.4,2.8,0.08600000000000001,0.3,0.4,1.3,0.0,0.00016999999999999999,7.000000000000001e-05,5.9999999999999995e-05,0.0,0.0019,2.2e-05,0.0003,0.0,0.0,0.017,0.22,0.031,0.023,0.042,0.15,0.003,3.3e-06,0.0013000000000000002
"pasta, cotta in acqua salata (sale non iodato)",,"Prodotti a base di cereali, legumi e patate/Pasta",,165.0,5.8,0.0,57.0,32.8,32.5,0.2,2.4,0.6,0.0,0.0,0.1,0.2,0.0,4e-05,2e-05,7.000000000000001e-05,0.0,0.00084,1e-05,0.00013000000000000002,0.0,0.0,0.42,0.055999999999999994,0.64,0.0098,0.022000000000000002,0.07100000000000001,0.0005,7e-07,0.0007
"pasta, secca",,"Prodotti a base di cereali, legumi e patate/Pasta",,353.0,12.5,0.0,10.0,70.5,69.7,0.4,5.1,1.2,0.0,0.1,0.2,0.5,0.0,8.999999999999999e-05,5.9999999999999995e-05,0.00016999999999999999,0.0,0.002,3.1e-05,0.0003,0.0,0.0,0.005,0.2,0.022000000000000002,0.022000000000000002,0.055999999999999994,0.16,0.0015,1e-06,0.0015
"pasta integrale, cotta in acqua salata (sale non iodato)",,"Prodotti a base di cereali, legumi e patate/Pasta",,159.0,6.2,0.0,57.3,28.2,27.7,0.3,5.4,1.2,0.0,0.1,0.2,0.5,0.0,0.00027,4e-05,8e-05,0.0,0.0013000000000000002,1.3000000000000001e-05,0.00033999999999999997,0.0,0.0,0.42,0.11,0.64,0.015,0.048,0.16,0.0014,1.1e-06,0.0014
"pasta integrale, secca",,"Prodotti a base di cereali, legumi e patate/Pasta",,342.0,13.4,0.0,10.5,60.6,59.5,0.7,11.5,2.5,0.0,0.3,0.4,1.1,0.0,0.00067,0.00011,0.0002,0.0,0.0031000000000000003,4e-05,0.0008,0.0,0.0,0.005,0.39,0.022000000000000002,0.034,0.12,0.37,0.0039,2e-06,0.003
"timballo di pasta con prosciutto, preparato",,Cibi/Torte dolci e salate e gratin,,167.0,10.4,0.0,66.5,15.1,13.7,1.4,1.0,7.0,0.096,1.9,3.4,0.6,1.2e-05,0.00011999999999999999,0.00015,0.0001,1.2e-06,0.0011,3.3e-06,0.00045,0.0085,6e-07,0.47,0.14,0.72,0.13,0.019,0.18,0.0006,1.1e-05,0.0012
insalata di pasta con salsa francese,,Cibi/Insalate,,131.0,5.5,0.0,74.1,13.3,12.1,1.0,1.3,5.8,0.052000000000000005,2.2,0.9,2.1,0.000167,0.00011,8e-05,0.0001,4.9e-07,0.00099,1.3000000000000001e-05,0.00035,0.0101,3e-07,0.3,0.14,0.41,0.017,0.015,0.084,0.0005,4.599999999999998e-06,0.0006
insalata di pasta con salsa italiana,,Cibi/Insalate,,133.0,5.4,0.0,73.9,13.3,12.1,1.0,1.3,6.1,0.048,3.5,1.0,0.7,0.000168,0.00011,7.000000000000001e-05,0.00011,4.7e-07,0.00099,1.2e-05,0.00033999999999999997,0.0102,3e-07,0.28,0.14,0.4,0.016,0.015,0.083,0.0005,4.4e-06,0.0006
"latte parzialmente scremato, pastorizzato",,Latte e prodotti di latte/Latte,1.0,57.0,3.2,0.0,88.4,4.7,0.0,4.7,0.0,2.8,0.011000000000000001,0.6,1.6,0.1,1.5e-05,2e-05,0.00015,2e-05,8e-08,8.999999999999999e-05,5e-06,0.00037,0.0007,1e-07,0.039,0.16,0.096,0.12,0.01,0.09,0.0,6.3e-06,0.0004
"latte parzialmente scremato, uht",,Latte e prodotti di latte/Latte,1.0,57.0,3.4,0.0,88.4,4.6,0.0,4.6,0.0,2.8,0.011000000000000001,0.6,1.7,0.1,1.5e-05,2e-05,0.00015,2e-05,1.2e-07,8e-05,4.5e-06,0.00035,0.0005,1e-07,0.038,0.16,0.096,0.12,0.01,0.094,0.0,8.5e-06,0.0004
pane ticinese,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,323.0,10.3,0.0,24.4,57.2,55.7,0.6,2.9,5.2,0.0,1.2,0.7,2.9,0.0,0.00011,8e-05,0.00016999999999999999,1e-08,0.0024,2.8000000000000003e-05,0.00029,0.0,0.0,0.67,0.13,1.04,0.017,0.023,0.1,0.0014,1e-06,0.001
formaggio tête de moine,,Latte e prodotti di latte/Formaggio a pasta dura,,419.0,24.7,0.0,35.2,0.0,0.0,0.0,0.0,35.5,0.107,8.3,21.3,1.6,,1e-05,0.00027,0.00027,1.6e-06,8e-05,2.4e-05,0.00032,0.0,7e-07,0.93,0.084,1.36,0.7000000000000001,0.027000000000000003,0.51,0.0001,2.8000000000000003e-05,0.0039
"tonno, sott'olio, sgocciolato",,Pesce/Pesci di mare,,186.0,27.6,0.0,62.4,0.0,0.0,0.0,0.0,8.4,0.033,2.6,1.5,3.7,0.0,2e-05,0.0001,0.0005200000000000001,5e-06,0.013999999999999999,5e-06,0.0003,0.0,2.4e-06,0.35000000000000003,0.27,0.0,0.01,0.033,0.2,0.0012,4.3e-05,0.0006
"tonno, in salamoia, sgocciolato",,Pesce/Pesci di mare,,117.0,25.6,0.0,72.0,0.0,0.0,0.0,0.0,1.6,0.054000000000000006,0.4,0.5,0.5,0.0,2e-05,7.000000000000001e-05,0.00037,3e-06,0.011000000000000001,7.000000000000001e-06,0.0003,0.0,2.2e-06,0.42,0.28,0.0,0.009000000000000001,0.027999999999999997,0.16,0.0016,0.0,0.0007
insalata al tonno (di tonno in salamoia) con salsa aceto-olio,,Cibi/Insalate,,110.0,9.0,0.0,78.3,6.8,3.6,3.2,1.1,4.8,0.016,2.8,0.7,0.7,0.00010400000000000001,2.9999999999999997e-05,5e-05,0.00016,9.1e-07,0.0039,1.7e-05,0.00029,0.0034,7e-07,0.33,0.19,0.067,0.0087,0.018000000000000002,0.077,0.0008,3e-07,0.0004
"tonno, crudo",,Pesce/Pesci di mare,,149.0,23.4,0.0,69.0,0.0,0.0,0.0,0.0,6.2,0.038,1.6,1.8,2.2,0.0,0.00022,0.00011999999999999999,0.0006,6.799999999999998e-06,0.009000000000000001,1.5e-05,0.0009000000000000002,0.0,4.2000000000000004e-06,0.039,0.33,0.14,0.027999999999999997,0.034,0.2,0.0011,5e-05,0.0008
"timo, fresco",,Verdure/Erbe aromatiche,,52.0,1.5,0.0,85.0,7.4,0.1,7.3,3.0,1.2,0.0,0.1,0.6,0.3,0.00285,8e-05,5.9999999999999995e-05,0.00015,0.0,0.0008,2e-05,0.0,0.0,0.0,0.009000000000000001,0.13,0.032,0.31,0.036000000000000004,0.032,0.02,1e-06,0.001
"formaggio tilsiter di latte pastorizzato, grasso",,Latte e prodotti di latte/Formaggio a pasta dura,,353.0,24.6,0.0,42.0,0.0,0.0,0.0,0.0,28.0,0.084,6.6,16.8,1.3,0.00015,5e-05,0.00035,5.9999999999999995e-05,2e-06,0.00021,3e-05,0.0005,0.0,5e-07,0.55,0.06,0.85,0.84,0.028999999999999998,0.51,0.0001,7.2000000000000005e-06,0.0037
"formaggio tilsiter di latte crudo, grasso",,Latte e prodotti di latte/Formaggio a pasta dura,,378.0,26.1,0.0,39.6,0.0,0.0,0.0,0.0,30.2,0.091,7.1,18.1,1.4,0.00015,5e-05,0.00035,5.9999999999999995e-05,2.2e-06,0.00022999999999999998,3.3e-05,0.0006,0.0,6e-07,0.6900000000000001,0.098,1.06,0.9,0.024,0.54,0.0003,7.9e-06,0.004200000000000001
cake alla tirolese,,"Dolciumi/Dolci, torte e cake",,411.0,8.1,0.0,24.1,41.1,20.2,20.5,2.5,23.2,0.114,9.0,10.3,1.8,5.2000000000000004e-05,0.00011,0.00014,0.00013000000000000002,1.1e-06,0.00095,7.099999999999998e-06,0.00047000000000000004,0.0003,7e-07,0.053,0.23,0.062,0.055999999999999994,0.037000000000000005,0.13,0.0017,8.2e-06,0.0012
pane per toast al burro,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,316.0,8.9,0.0,32.8,45.7,42.3,2.7,2.2,10.4,0.042,2.4,5.9,0.9,3.8e-05,7.000000000000001e-05,0.00011999999999999999,0.00013000000000000002,2.4e-07,0.0018000000000000004,2.1e-05,0.00032,0.0002,2e-07,0.54,0.15,0.85,0.052000000000000005,0.019,0.1,0.0011,4.8e-06,0.0009000000000000002
pane per toast all'olio vegetale,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,332.0,8.9,0.0,31.1,45.6,42.3,2.7,2.2,12.2,0.02,4.5,2.0,4.6,7.000000000000001e-06,7.000000000000001e-05,0.00011999999999999999,0.00013000000000000002,2.4e-07,0.0018000000000000004,2.1e-05,0.00032,0.0002,1e-07,0.54,0.15,0.85,0.051,0.019,0.1,0.0011,4.8e-06,0.0009000000000000002
tofu,,Prodotti sostituti della carne,,81.0,8.1,0.0,84.6,0.7,0.0,0.0,1.2,4.8,0.0,1.1,0.1,2.7,,8e-05,5e-05,5e-05,0.0,0.0012,1.5e-05,8.999999999999999e-05,0.0,0.0,0.006999999999999999,0.12,0.016,0.1,0.099,0.09699999999999999,0.0054,1e-05,0.0008
"pomodoro, stufato (senza aggiunta di grasso e sale)",,Verdure/Verdure cotte (incl. conserve),,28.0,1.0,0.0,91.8,4.2,0.0,4.2,1.6,0.4,0.0,0.0,0.0,0.1,0.000585,7.000000000000001e-05,5e-05,0.0001,0.0,0.00075,1.6e-05,0.00036,0.020100000000000003,0.0,0.0021000000000000003,0.29,0.04,0.011000000000000001,0.0083,0.022000000000000002,0.0003,1.4e-06,0.0001
