name,biotina | mcg,folati totali | mcg,iodio | mcg,selenio | mcg,vitamina b12 | mcg,vitamina d | mcg,vitamina k | mcg,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,acido arachidonico | g,acido aspartico | mg,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido erucico | g,acido glutammico | mg,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | mg,acido stearico | g,acqua | g,alcol | g,altri acidi grassi polinsaturi | g,arginina | mg,calcio | mg,cistina | mg,cloro | mg,colesterolo | mg,fenilalanina | mg,fibra alimentare totale | g,fosforo | mg,fruttosio | g,galattosio | g,glicina | mg,glucosio | g,lattosio (mse) | g,lipidi totali | g,magnesio | mg,maltosio (mse) | g,manganese | mg,niacina | mg,parte edibile | %,prolina | mg,proteine totali | g,saccarosio (mse) | g,serina | mg,sodio | mg,tirosina | mg,treonina | mg,vitamina b6 | mg,vitamina c | mg,zinco | mg,zolfo | mg,acido eicosenoico | g,acido arachico | g,amido (mse) | g,carboidrati solubili (mse) | g,lipidi animali | g,lipidi vegetali | g,proteine animali | g,proteine vegetali | g,ferro | mg,potassio | mg,isoleucina | mg,leucina | mg,metionina | mg,valina | mg,istidina | mg,triptofano | mg,rame | mg,lisina | mg,alanina | mg,tiamina (vit. b1) | mg,riboflavina (vit. b2) | mg,"vitamina e, aggiunta | mg",ß-carotene equivalente | mcg,"somma degli acidi butirrico, caproico, caprilico e caprico | g","calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",retinolo equivalente | mcg,Carboidrati disponibili | g
dolcificante aspartame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,366.0,0.0,97.5
"funghi gallinacci, secchi",0.0,44.0,0.0,0.0,0.0,2.1,0.0,0.03,1.21,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,60.5,581.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,4.2,100.0,0.0,16.5,0.0,0.0,32.0,0.0,0.0,0.18,2.0,0.4,0.0,0.0,0.0,0.9,0.9,0.0,2.2,0.0,16.5,17.2,5370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.12,0.0,0.0,214.0,93.0,0.0,1.8
gambero,1.0,14.0,100.0,30.0,3.0,0.0,0.0,0.13,0.19,0.09,0.01,1469.0,0.0,0.07,0.09,0.01,2124.0,0.0,0.01,0.01,0.01,0.0,0.08,0.07,0.03,0.24,0.01,80.1,0.0,0.02,1127.0,110.0,172.0,520.0,150.0,548.0,0.0,349.0,0.0,0.0,888.0,2.9,0.0,0.6,39.0,0.0,0.15,3.2,45.0,596.0,13.6,0.0,694.0,146.0,493.0,621.0,0.08,2.0,1.9,0.0,0.01,0.0,0.0,2.9,0.6,0.0,13.6,0.0,1.8,266.0,634.0,1179.0,396.0,650.0,254.0,0.0,0.7,1073.0,911.0,0.08,0.1,0.82,0.0,0.0,71.0,71.0,0.0,2.9
"bottarga, uova di cefalo muggine",13.0,50.0,140.0,66.0,20.0,5.8,0.0,6.65,10.64,5.83,0.73,2723.0,0.0,5.46,3.93,0.16,4530.0,0.0,0.12,0.03,0.3,0.0,4.55,5.11,1.49,35.0,0.42,30.5,0.0,0.37,1938.0,275.0,554.0,0.0,440.0,1697.0,0.0,356.0,0.0,0.0,1839.0,0.0,0.0,25.7,300.0,0.0,0.05,12.0,100.0,3688.0,35.5,0.0,1917.0,1500.0,1466.0,1516.0,0.32,0.0,1.0,150.0,0.45,0.0,0.0,0.0,25.7,0.0,35.5,0.0,12.0,181.0,1757.0,2822.0,824.0,1569.0,0.0,547.0,0.11,3497.0,2453.0,0.19,0.62,7.0,0.0,0.0,373.0,373.0,560.0,0.0
ortica,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.04,0.43,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.31,0.0,0.0,0.04,0.0,0.0,0.0,0.0,83.0,0.0,0.05,0.0,590.0,0.0,0.0,0.0,0.0,4.1,92.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.8,100.0,0.0,5.9,0.0,0.0,1.0,0.0,0.0,0.22,175.0,1.7,0.0,0.0,0.0,0.0,1.3,0.0,0.7,0.0,5.9,4.4,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,1.68,2150.0,0.0,43.0,35.0,0.0,1.3
parmigiano,23.0,5.0,36.0,12.0,4.2,0.5,0.0,8.81,0.79,18.54,0.0,2260.0,0.0,0.0,0.0,0.0,6030.0,1.04,0.38,0.42,3.04,0.0,8.16,8.04,0.64,0.32,3.07,30.4,0.0,0.0,810.0,1159.0,200.0,834.0,91.0,1303.0,0.0,678.0,0.0,0.0,700.0,0.0,0.0,28.1,43.0,0.0,0.02,0.05,100.0,3560.0,33.5,0.0,1860.0,556.0,1750.0,1100.0,0.11,0.0,4.0,250.0,0.0,0.0,0.0,0.0,28.1,0.0,33.5,0.0,0.7,102.0,1280.0,2880.0,1030.0,1360.0,920.0,320.0,0.83,2460.0,940.0,0.03,0.37,0.68,118.0,2.98,387.0,387.0,278.0,0.0
"kombu, secca",0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.28,0.13,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.25,0.0,0.0,0.0,0.0,12.7,0.0,0.06,0.0,900.0,0.0,0.0,0.0,0.0,58.7,210.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.1,100.0,0.0,7.1,0.0,0.0,1830.0,0.0,0.0,0.01,13.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,7.1,12.7,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.26,0.87,340.0,0.0,160.0,43.0,0.0,0.0
cicoria catalogna,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,3.1,31.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,80.0,0.0,1.8,0.0,0.0,21.0,0.0,0.0,0.11,17.0,0.3,0.0,0.0,0.0,0.2,3.0,0.0,0.5,0.0,1.8,0.7,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,2.26,1315.0,0.0,30.0,24.0,0.0,3.2
cioccolato fondente,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.92,1.07,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,10.92,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.4,186.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.6,100.0,0.0,5.8,0.0,0.0,11.0,0.0,0.0,0.03,0.0,1.3,0.0,0.0,0.0,0.0,56.7,22.0,12.0,4.2,1.6,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,1.44,54.0,0.0,545.0,542.0,0.0,56.7
"castagne, secche",2.6,110.0,0.0,0.0,0.0,0.0,7.8,1.27,1.36,0.59,0.0,1037.0,0.0,0.0,0.0,0.0,775.0,0.0,1.22,0.14,0.0,0.0,1.25,0.54,0.03,0.92,0.04,10.1,0.0,0.0,430.0,56.0,190.0,28.0,0.0,254.0,13.8,131.0,0.0,0.0,309.0,0.0,0.0,3.4,62.0,0.0,0.9,2.07,100.0,316.0,6.0,16.1,301.0,17.0,166.0,214.0,0.64,0.0,0.9,55.0,0.0,0.01,45.9,16.1,0.0,3.4,0.0,6.0,1.9,738.0,237.0,356.0,141.0,335.0,166.0,67.0,0.43,356.0,401.0,0.15,0.52,2.26,0.0,0.0,315.0,287.0,0.0,62.0
"succo di mela, non zuccherato",0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.0,27.0,0.0,0.0,0.0,0.0,10.0,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,88.0,0.0,0.0,2.0,7.0,0.0,3.0,0.0,3.0,0.0,6.0,6.3,0.0,3.0,2.6,0.0,0.1,5.0,0.0,0.0,0.1,100.0,2.0,0.1,1.1,4.0,2.0,0.0,2.0,0.02,14.0,0.0,5.0,0.0,0.0,0.0,9.9,0.0,0.1,0.0,0.1,0.1,110.0,2.0,5.0,0.0,4.0,2.0,0.0,0.0,5.0,4.0,0.01,0.01,0.0,0.0,0.0,38.0,38.0,0.0,9.9
bieta,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,94.5,0.0,0.01,0.0,67.0,0.0,0.0,0.0,0.0,1.2,29.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.8,82.0,0.0,1.3,0.0,0.0,158.0,0.0,0.0,0.07,24.0,0.4,0.0,0.0,0.0,0.0,2.8,0.0,0.1,0.0,1.3,1.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,1.05,1578.0,0.0,19.0,17.0,0.0,2.8
"prosciutto crudo, affumicato",2.0,4.0,7.0,6.6,0.0,0.6,0.0,8.81,2.43,6.49,0.17,2649.0,0.0,0.0,0.0,0.0,4206.0,0.0,1.96,0.18,0.28,0.0,8.02,4.09,0.57,1.07,1.87,47.0,0.0,0.12,1675.0,17.0,309.0,1980.0,69.0,1070.0,0.0,215.0,0.0,0.0,1242.0,0.0,0.0,19.7,29.0,0.0,0.01,5.69,100.0,1112.0,26.6,0.0,1072.0,2571.0,873.0,1205.0,0.43,0.0,2.92,180.0,0.17,0.0,0.0,0.0,19.7,0.0,26.6,0.0,1.2,492.0,1378.0,2211.0,668.0,1401.0,960.0,279.0,0.18,2293.0,1828.0,0.9,0.22,0.06,0.0,0.0,284.0,284.0,0.0,0.0
pomodori maturi,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,25.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,100.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.12,25.0,0.11,0.0,0.0,0.0,0.0,3.5,0.0,0.2,0.0,1.0,0.3,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,1.06,810.0,0.0,21.0,19.0,0.0,3.5
"farina di soia, intera",0.0,345.0,0.0,0.0,0.0,0.0,0.0,5.7,13.34,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,1.66,0.0,0.0,5.62,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,210.0,0.0,0.0,0.0,0.0,10.7,600.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,2.0,100.0,0.0,36.8,0.0,0.0,9.0,0.0,0.0,0.46,0.0,3.9,0.0,0.0,0.0,12.3,11.2,0.0,23.5,0.0,36.8,6.9,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.28,1.5,72.0,0.0,468.0,447.0,0.0,23.5
edam stagionato,1.8,40.0,5.0,4.0,2.1,0.19,0.0,7.31,0.6,15.8,0.0,2027.0,0.0,0.0,0.0,0.0,7134.0,0.45,0.38,0.22,2.65,0.0,6.22,7.25,0.73,0.38,2.68,42.0,0.0,0.0,1118.0,750.0,296.0,1570.0,102.0,1663.0,0.0,430.0,0.0,0.0,564.0,0.0,1.0,25.0,39.0,0.0,0.0,0.1,100.0,3771.0,29.0,0.0,1795.0,1250.0,1690.0,1081.0,0.09,1.0,2.2,230.0,0.0,0.0,0.0,1.0,25.0,0.0,29.0,0.0,0.5,100.0,1517.0,2981.0,836.0,2100.0,1199.0,408.0,0.05,3086.0,886.0,0.03,0.2,0.48,160.0,2.11,345.0,345.0,290.0,1.0
torta al cioccolato,0.0,10.0,0.0,0.0,0.0,0.23,0.0,6.87,2.64,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.19,0.0,0.0,6.15,0.0,0.0,0.0,0.0,28.0,0.0,0.01,0.0,29.0,0.0,0.0,58.0,0.0,3.6,125.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,1.1,100.0,0.0,4.9,0.0,0.0,103.0,0.0,0.0,0.04,0.0,0.9,0.0,0.0,0.0,9.2,27.6,5.9,11.6,2.7,2.2,2.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,1.59,15.0,0.0,322.0,315.0,38.0,36.8
pepe nero,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.01,1.13,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.16,0.0,0.0,1.01,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,26.5,173.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.1,100.0,0.0,10.9,0.0,0.0,44.0,0.0,0.0,0.34,21.0,1.4,0.0,0.0,0.0,0.0,38.3,0.0,3.3,0.0,10.9,28.9,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.24,1.03,114.0,0.0,270.0,217.0,0.0,38.3
funghi ovuli,0.0,44.0,0.0,0.0,0.0,2.1,0.0,0.0,0.17,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.7,89.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.0,87.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.18,3.0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.0,2.0,1.1,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.31,0.12,0.0,0.0,21.0,18.0,0.0,1.9
"pesche, disidratate",0.2,7.0,23.0,8.0,0.0,0.0,15.7,0.33,0.44,0.1,0.0,802.0,0.0,0.0,0.0,0.0,729.0,0.0,0.42,0.01,0.0,0.0,0.32,0.08,0.01,0.52,0.01,3.0,0.0,0.0,122.0,62.0,39.0,11.0,0.0,151.0,3.5,151.0,13.1,0.0,168.0,13.1,0.0,0.9,57.0,0.0,0.8,7.8,100.0,202.0,4.8,61.6,222.0,21.0,126.0,188.0,0.16,14.0,0.78,240.0,0.0,0.0,0.0,88.0,0.0,0.9,0.0,4.8,3.5,1229.0,138.0,272.0,116.0,262.0,89.0,14.0,0.49,154.0,287.0,0.0,0.1,0.19,3000.0,0.0,364.0,357.0,0.0,88.0
frumento tenero,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.29,1.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.08,0.0,0.0,0.29,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.7,304.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,5.4,100.0,0.0,12.3,0.0,0.0,2.0,0.0,0.0,0.27,0.0,2.63,0.0,0.0,0.0,62.5,3.3,0.0,2.6,0.0,12.3,3.3,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.14,1.44,0.0,0.0,323.0,319.0,0.0,65.8
merendine farcite,0.0,10.0,0.0,0.0,0.0,2.61,0.0,6.53,2.2,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.02,0.0,0.0,3.4,0.0,0.0,0.0,0.0,14.2,0.0,1.43,0.0,17.0,0.0,0.0,152.0,0.0,1.0,172.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.5,100.0,0.0,6.2,0.0,0.0,350.0,0.0,0.0,0.06,0.0,0.7,0.0,0.0,0.0,21.9,45.7,14.5,0.6,4.3,1.9,1.8,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,2.83,215.0,0.0,416.0,414.0,275.0,67.6
olio di colza a zero erucico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.28,28.14,7.37,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,19.01,9.14,0.0,0.0,61.74,4.3,0.21,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.65,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21,0.0,0.0,900.0,900.0,0.0,0.0
soprassata,7.0,3.0,15.0,1.0,2.0,1.1,0.0,22.67,6.66,15.67,0.29,1645.0,0.0,0.0,0.0,0.0,2591.0,0.0,5.57,0.38,0.69,0.0,20.64,9.81,1.59,1.66,5.06,34.8,0.0,0.42,1034.0,15.0,202.0,3270.0,98.0,692.0,0.0,109.0,0.0,0.0,857.0,0.0,0.0,47.3,11.0,0.0,0.04,3.0,100.0,694.0,17.0,0.0,676.0,875.0,583.0,769.0,0.36,0.0,2.1,193.0,0.42,0.0,0.0,0.0,47.3,0.0,17.0,0.0,1.5,137.0,820.0,1397.0,424.0,898.0,580.0,0.0,0.13,1513.0,1023.0,0.2,0.16,0.23,0.0,0.0,494.0,494.0,0.0,0.0
cicoria,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,0.0,0.01,0.0,74.0,0.0,0.0,0.0,0.0,3.6,31.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,80.0,0.0,1.4,0.0,0.0,14.0,0.0,0.0,0.01,17.0,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,1.4,0.7,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,2.26,1314.0,0.0,17.0,10.0,0.0,0.7
aringa,9.0,11.0,36.0,44.0,16.0,30.0,0.0,8.63,2.61,3.33,0.1,1690.0,0.0,1.01,1.09,2.69,2463.0,0.0,0.22,0.19,1.03,0.0,2.35,2.11,1.55,1.01,0.19,60.1,0.0,0.0,988.0,63.0,177.0,212.0,85.0,644.0,0.0,113.0,0.0,0.0,792.0,0.0,0.0,16.7,40.0,0.0,0.05,3.5,70.0,583.0,16.5,0.0,673.0,150.0,557.0,723.0,0.55,0.0,1.1,150.0,2.04,0.0,0.0,0.0,16.7,0.0,16.5,0.0,0.9,320.0,761.0,1341.0,489.0,850.0,486.0,185.0,0.17,1516.0,998.0,0.12,0.18,1.2,0.0,0.0,216.0,216.0,12.0,0.0
salame ungherese,7.0,3.0,15.0,3.0,2.0,0.9,0.0,15.38,5.45,9.74,0.39,2281.0,0.0,0.0,0.0,0.0,3633.0,0.0,4.79,0.27,0.52,0.0,13.99,6.15,0.87,1.66,2.75,36.0,0.0,0.0,1478.0,45.0,259.0,3270.0,94.0,982.0,0.0,356.0,0.0,0.0,1335.0,0.7,0.0,34.0,27.0,0.0,0.04,2.5,100.0,1108.0,24.2,0.0,958.0,1504.0,837.0,1028.0,0.36,0.0,3.3,193.0,0.52,0.31,0.0,0.7,34.0,0.0,24.2,0.0,1.4,420.0,1185.0,2017.0,631.0,1363.0,893.0,230.0,0.13,2121.0,1604.0,0.17,0.25,0.23,0.0,0.0,405.0,405.0,0.0,0.7
"stoccafisso, ammollato",1.0,12.0,110.0,28.0,1.0,0.0,0.0,0.13,0.39,0.13,0.0,2265.0,0.0,0.26,0.13,0.0,3350.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.27,0.0,76.1,0.0,0.0,1397.0,9.0,248.0,76.0,50.0,1072.0,0.0,163.0,0.0,0.0,990.0,0.3,0.0,0.9,22.0,0.0,0.01,1.0,85.0,830.0,20.7,0.0,1057.0,51.0,830.0,1096.0,0.18,0.0,0.4,200.0,0.0,0.0,0.0,0.3,0.9,0.0,20.7,0.0,0.6,340.0,994.0,1807.0,716.0,1108.0,623.0,237.0,0.02,2161.0,1414.0,0.01,0.08,0.44,0.0,0.0,92.0,92.0,0.0,0.3
capitone,0.0,12.0,80.0,1.8,1.0,4.9,0.0,9.41,5.0,5.78,0.52,1332.0,0.0,0.0,0.0,0.06,1941.0,0.0,0.47,0.23,0.63,0.0,7.21,3.76,1.89,0.14,0.93,62.0,0.0,3.78,778.0,17.0,140.0,57.0,87.0,508.0,0.0,223.0,0.0,0.0,624.0,0.5,0.0,21.5,27.0,0.0,0.17,2.6,65.0,460.0,13.0,0.0,531.0,87.0,439.0,570.0,0.25,2.0,2.5,0.0,0.26,0.0,0.0,0.5,21.5,0.0,13.0,0.0,0.6,270.0,599.0,1057.0,385.0,670.0,383.0,146.0,0.07,1194.0,786.0,0.18,0.32,4.14,0.0,0.0,247.0,247.0,980.0,0.5
irish moss,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,81.3,0.0,0.07,0.0,72.0,0.0,0.0,0.0,0.0,12.3,160.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,100.0,0.0,1.5,0.0,0.0,67.0,0.0,0.0,0.07,3.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.5,8.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.87,72.0,0.0,32.0,8.0,0.0,0.0
capperi sott'aceto,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,93.7,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.5,20.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,100.0,0.0,2.6,0.0,0.0,1517.0,0.0,0.0,0.07,17.0,0.2,0.0,0.0,0.0,0.0,2.1,0.0,0.1,0.0,2.6,0.9,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,22.0,19.0,0.0,2.1
olio di semi ns,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36.28,46.72,13.23,0.0,0.0,0.48,0.0,0.0,0.21,0.0,0.01,44.49,2.23,0.18,0.0,35.58,8.12,0.26,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.0,0.0,0.0,99.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,33.59,0.0,0.0,899.0,899.0,0.0,0.0
cipolline,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,88.2,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.7,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,93.0,0.0,1.3,0.0,0.0,13.0,0.0,0.0,0.2,6.0,0.2,0.0,0.0,0.0,0.0,8.5,0.0,0.1,0.0,1.3,0.4,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.31,0.0,0.0,41.0,38.0,0.0,8.5
"zucchero di canna, grezzo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,101.3,0.0,0.0,0.0,0.1,1.7,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,380.0,0.0,101.3
"pesca, senza buccia",0.2,3.0,3.0,1.0,0.0,0.0,5.8,0.03,0.03,0.01,0.0,92.0,0.0,0.0,0.0,0.0,143.0,0.0,0.03,0.0,0.0,0.0,0.03,0.01,0.0,0.17,0.0,90.7,0.0,0.0,17.0,8.0,9.0,0.0,0.0,18.0,1.6,20.0,0.9,0.0,16.0,0.9,0.0,0.1,9.0,0.0,0.1,0.5,91.0,27.0,0.8,4.2,34.0,3.0,21.0,27.0,0.02,4.0,0.35,6.0,0.0,0.0,0.0,6.1,0.0,0.1,0.0,0.8,0.4,260.0,13.0,29.0,9.0,40.0,17.0,4.0,0.04,30.0,40.0,0.01,0.03,0.73,162.0,0.0,30.0,27.0,0.0,6.1
"piselli in scatola, sgocciolati",0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,9.7,73.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.1,67.0,0.0,5.8,0.0,0.0,306.0,0.0,0.0,0.06,8.0,1.1,0.0,0.0,0.0,4.8,2.0,0.0,0.8,0.0,5.8,1.7,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.22,300.0,0.0,75.0,56.0,0.0,6.8
