name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
semi di papavero,0.0,0.0,,5.95,6.37,0.37,19.5,0.29,0.0,41.56,0.0,2.99,0.0,0.0,,,0.0,5.864,0.0,0.078,,,0.0,0.0,,0.0,,,,,,0.273,0.0,,0.0,0.0,,,,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,5.864,0.0,28.295,0.273,0.0,0.0,5.982,4.5169999999999995,28.56900000000001,17.99,0.0,0.0,2.33,524.86,28.13,,2.754,0.8190000000000002,1.321,0.502,1.095,0.47100000000000003,0.184,0.9520000000000001,0.9520000000000001,0.8390000000000001,1.945,0.6859999999999999,0.727,2.365,0.758,0.9520000000000001,0.297,0.0,0.00177,,0.0009000000000000002,1.4380000000000002,,0.0,0.0,0.0088,0.0,0.00976,0.08900000000000001,,8.2e-05,0.87,0.0,0.0,0.34700000000000003,0.006707000000000003,0.7190000000000001,0.0016269999999999998,1.35e-05,0.026000000000000002,,0.0083,0.00023,0.00882,0.0,,,0.0,0.0079,8.2e-05,0.000324,0.0,0.0,0.00024700000000000004,0.0008959999999999998,0.001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0008540000000000003,4.2989999999999995
agnesi pasta di semola le specialità matasse - tagliatelle,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,340.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi couscous,,,,,,,,,,1.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3000001907349,,,,341.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baguette, pane francese",,,,20.61,2.31,,3.1,,,2.14,,3.59,0.0,0.0,,,0.0,,,0.008,,,,0.0,,0.0,,,,,,0.05,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.001,0.0,0.016,0.36200000000000004,0.0,0.78,0.05,0.0,0.0,0.386,0.502,0.83,13.0,,,,319.07,61.93,,1.235,0.41600000000000004,0.762,0.168,0.47600000000000003,0.234,0.134,0.328,0.403,0.361,0.406,0.316,0.20800000000000002,0.496,0.5429999999999999,0.501,0.261,0.000111,0.00019,,0.0586,0.047,,0.0,0.0,0.0175,0.0,0.00387,,,2.9e-05,0.126,0.0,1.3e-05,0.031,0.0005729999999999999,0.14,0.00015,2.97e-05,0.72,,,,,0.0,,,0.0,0.0010500000000000002,0.00014,0.000616,5e-07,0.0,9.6e-05,0.005379999999999999,0.0002,0.0,0.0,0.0,0.0,0.0,0.00037,0.00042700000000000013,3.652
ceci,,,,11.53,2.48,,17.4,,,6.04,,10.7,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.012,1.3459999999999999,0.0,2.593,0.10099999999999999,,0.0,1.358,0.626,2.694,19.3,,,,364.48,60.65,,0.797,0.8280000000000001,1.374,0.253,0.809,0.531,0.185,1.291,0.8029999999999999,0.8280000000000001,1.819,0.716,0.479,2.27,1.034,0.973,0.259,0.0,0.00082,,,0.105,,0.0,0.0,0.0952,0.0,0.006240000000000001,0.035,,0.000557,0.366,0.0,0.0,0.115,0.002204,0.875,0.0008470000000000001,8.2e-06,0.024,,,,,0.0,,,0.0,0.0034300000000000003,0.000557,0.0015880000000000002,9e-06,0.0,0.000535,0.001541,0.004,0.0,0.0,4e-05,0.0,2.01e-05,0.000212,0.0004770000000000001,3.375
pane all'uovo,,,,34.7,1.8,,2.3,,,6.0,,1.78,0.003,,,,,,,0.009000000000000001,,,,0.001,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.001,0.001,0.001,,,0.006,0.012,0.10800000000000001,2.182,0.001,0.998,0.048,,0.046,2.302,1.5930000000000002,1.1059999999999999,9.5,,,,283.22,47.8,,0.9470000000000001,0.394,0.6920000000000002,0.189,0.443,0.21,0.112,0.311,0.336,0.35600000000000004,0.385,0.306,0.292,0.522,0.475,0.501,0.20800000000000002,3.5e-05,0.00026000000000000003,,,0.093,,0.0,0.051,0.084,0.0,0.00304,0.006999999999999999,,7e-05,0.106,0.0,4.5e-05,0.019,0.0005,0.115,0.000162,3.01e-05,0.41200000000000003,,,,,0.0,,,0.0,0.00079,0.000105,0.00028199999999999997,9.000000000000002e-07,1e-07,6.4e-05,0.004848,0.0,5e-07,4.75e-07,0.0,6.3e-05,6.330000000000001e-05,0.000436,0.00043799999999999997,2.8560000000000003
nestle - motta la cremeria - mastellino vaniglia,,,,,,,2.9000000953674303,,1.39999997615814,6.599999904632571,,22.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40000009536743,,2.09999990463257,0.30000001192092896,,,167.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,
"nettare di pesca, con vitamina c",,,,85.64,0.15,,0.6,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,0.01,,,,0.008,0.002,0.011000000000000001,0.27,,,,54.02,13.92,,,,,,,,,,,,,,,,,,,0.0,,,,0.005,,,0.0,,,0.00019,,1.19e-05,1e-06,0.006,,,0.004,1.9e-05,0.04,6.900000000000001e-05,2e-07,0.006999999999999999,,,,,,,,,8e-05,1e-06,6.800000000000001e-05,,0.0,6.999999999999997e-06,0.00028800000000000017,0.0268,0.0,0.0,,0.0,7.739999999999997e-05,1.3999999999999995e-05,3e-06,
"barbabietole rosse, lesse",,,,89.13,2.64,,2.9,,,0.2,,0.6,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.038,0.0,0.065,0.006,,0.0,0.038,0.031,0.07,2.57,,,,27.49,5.46,,0.061,0.053,0.115,0.021,0.076,0.039,0.04,0.075,0.094,0.095,0.073,0.076,0.061,0.152,0.068,0.08199999999999999,0.024,0.0,0.0018100000000000002,,0.0003,0.114,,4e-06,0.0,0.0005,0.0,0.0019,,,1.4e-05,0.041,0.0,0.001819,0.068,0.0005139999999999999,0.909,0.00025100000000000003,9.000000000000002e-07,0.241,,,,,0.0,,,0.0,0.0005,1.4e-05,0.00032900000000000003,0.000484,0.0,0.000132,0.000499,0.0249,0.0,0.0,0.0045899999999999995,0.0,0.0022961999999999995,0.00028900000000000003,0.000117,0.312
antica gelateria del corso il frollino,,,,,,,,,,13.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699999809265139,,,,305.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doria doricrem vaniglia,,,,,,,1.89999997615814,,,24.0,,28.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1000003814697,,6.900000095367429,,,,501.0,64.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,
nestle mio - cremoso con frutta frullata banana,,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5999999046325697,,,,104.0,16.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005299999713897711,,,,,,,,,,
"riso, chicchi lunghi, precotto o istantaneo, preparato",,,,72.0,0.22,0.0,0.6,0.0,,0.5,,0.0,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.07400000000000001,0.0,0.017,0.0,,0.0,0.07400000000000001,0.017,0.017,2.18,0.0,0.0,0.0,116.87,25.1,26.33,0.14,0.1,0.192,0.05200000000000001,0.138,0.053,0.03,0.061,0.10400000000000001,0.127,0.191,0.08,0.065,0.234,0.115,0.106,0.045,6.9e-05,1e-05,,,0.008,,0.0,0.0,0.0021000000000000003,0.0,0.00177,,,1e-06,0.037000000000000005,0.0,0.0,0.005,0.000343,0.009000000000000001,3.700000000000001e-05,4.8e-06,0.004,,,,,0.0,,,0.0,0.00049,7e-05,5.5999999999999986e-05,0.0,0.0,5e-05,0.0017369999999999998,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,7.5e-05,0.408
"fragole, congelate, non zuccherate",,,,89.97,0.37,2.02,2.1,2.17,,0.11,,4.56,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.015,0.0,0.031,0.023,,0.0,0.015,0.006,0.054000000000000006,0.43,,,0.37,34.89,9.13,,0.013000000000000001,0.01,0.022,0.001,0.012,0.008,0.005,0.017,0.017,0.021,0.018000000000000006,0.013000000000000001,0.014,0.096,0.012,0.016,0.004,0.0,0.00029,,,0.016,,0.0,0.0,0.0057,0.0,0.00075,,,1.7e-05,0.013000000000000001,0.0,2.6e-05,0.011,0.00029,0.14800000000000002,4.900000000000001e-05,7e-07,0.002,,,,,0.0,,,0.0,0.00013000000000000002,1.7e-05,0.00010800000000000001,2.2e-06,0.0,2.8000000000000013e-05,0.000462,0.0412,0.0,0.0,2.7e-05,0.0,1.35e-05,3.700000000000001e-05,2.2000000000000006e-05,0.063
nestle cereali fibre 1,,,,,,,32.0999984741211,,,2.79999995231628,,13.8000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,10.3999996185303,,,,264.0,49.2000007629395,,,,,,,,,,,,,,,,,,,0.00013000000000000002,,,,0.35000000000000003,,,,,,0.00910000038146973,,,,,,,,,,,,0.3,,,,,6.49999976158142e-07,,,,,,0.0039000000953674304,,,0.0012999999523162801,0.13,0.041,,,,,,0.0011000000238418602,0.001,
"dessert ai frutti tropicali, per l'infanzia",,,,83.2,0.2,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,59.99,16.4,,,,,,,,,,,,,,,,,,,0.0,,,,0.01,,,,,,0.00026000000000000003,,,3e-06,0.008,,,0.005,,0.058,2.8000000000000013e-05,4e-07,0.006999999999999999,,,,,,,,,5e-05,3e-06,9.4e-05,,0.0,3.1e-05,8e-05,0.0188,,,,0.0,6e-06,3.1e-05,1.1e-05,
kraft sottilette le classiche,,,,,,,0.0,,,18.7000007629395,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,17.0,,,,255.0,3.0,,,,,,,,,,,,,,,,,,,,,,,0.532,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,
ippoglosso,,,,70.27,1.0,,0.0,,,13.84,,0.0,,,,,,,,2.237,,,,0.526,,0.08900000000000001,,,,,,,,,0.132,,,,,0.0,0.0,0.0,0.0,0.008,,,,0.39299999999999996,1.7630000000000001,2.3930000000000002,1.9680000000000002,0.12300000000000001,0.043,,0.061,8.378,2.419,1.367,14.37,,,,185.95,0.0,,0.508,0.662,1.168,0.425,0.74,0.423,0.161,1.32,0.6900000000000001,0.8690000000000001,0.86,0.63,0.485,1.471,0.561,0.586,0.154,0.0,0.00073,,,0.003,,0.0,0.046,0.0618,0.0,0.00066,,,1e-06,0.16399999999999998,0.0,0.0,0.026000000000000002,1.2e-05,0.268,3e-05,3.65e-05,0.08,,,,,0.0,,2.7399999999999995e-05,0.0,0.0004,1e-06,0.00025,1e-07,1e-06,0.00042,0.0015,0.0,2.7399999999999995e-05,2.7425e-05,0.0,1.4e-05,1.4099999999999999e-05,8e-05,6e-05,2.145
colussi - sapori - divisione salutistica - bjorg gallette quattro cereali,,,,,,,,,,2.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.60000038146973,,,,356.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia soyadrink original,,,,,,,0.200000002980232,,,1.79999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29999995231628,,,,43.0,3.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lombata di maiale cotta,0.10300000000000001,0.068,0.034,59.34,1.07,,0.0,,,12.87,0.068,0.0,0.001,0.0,,,0.006,4.62,0.068,0.065,,,,0.0,,0.0,,,1.2690000000000001,,0.034,0.057999999999999996,0.001,,0.0,0.047,,,,0.0,0.0,0.0,0.01,0.005,,0.002,0.038,0.0,0.282,4.688,0.0,1.304,0.059000000000000004,0.005,0.084,5.042,4.113,1.499,26.64,,,,229.68,0.0,,1.077,1.311,2.269,0.7340000000000001,1.392,1.151,0.28,2.471,1.2,1.564,1.7719999999999998,1.196,1.014,2.6060000000000003,1.12,1.1520000000000001,0.307,0.0,0.00011,,0.0044,0.015,,0.0,0.08900000000000001,0.0907,0.0,0.00094,,,0.0,0.228,0.0,0.0,0.025,9.000000000000004e-06,0.34,0.000116,4.44e-05,0.057,,0.0,0.0,1e-05,0.0,,7e-07,0.0,0.00252,0.0,0.001037,0.0,6.4e-07,0.00075,0.007865,0.0,7e-07,7.25e-07,0.0,2e-06,1.7999999999999997e-06,0.00036,0.0006389999999999999,4.253
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale latte di mandorla,,,,,,,,,,4.30000019073486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70000004768372,,,,117.0,15.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salmone affumicato,,,,72.0,2.62,,0.0,,,4.32,,0.0,,,,,,,,0.46799999999999997,,,,0.183,,0.073,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.267,0.305,0.9490000000000001,0.301,0.47200000000000003,0.0,,0.0,2.023,0.929,0.995,18.28,,,,117.11,0.0,,0.6459999999999999,0.8420000000000001,1.486,0.541,0.9420000000000001,0.5379999999999999,0.205,1.679,0.878,1.106,1.094,0.8009999999999999,0.617,1.872,0.7140000000000001,0.746,0.196,0.0,0.00135,,,0.011,,0.0,0.023,0.08900000000000001,0.0,0.00085,,,2e-06,0.16399999999999998,0.0,0.0,0.018000000000000002,1.7000000000000007e-05,0.17500000000000002,0.00023,3.2399999999999995e-05,0.784,,,,,0.0,,1.7100000000000002e-05,0.0,0.00031,2e-06,0.0008699999999999999,1e-07,3.26e-06,0.00027800000000000004,0.00472,0.0,1.7100000000000002e-05,1.7125e-05,0.0,2.6e-05,2.61e-05,0.000101,2.3e-05,2.7289999999999996
fagioli borlotti freschi,,,,12.39,3.31,,24.7,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,,0.287,0.24,,,0.106,0.316,0.527,23.03,,,,335.09,60.05,,0.976,1.0170000000000001,1.838,0.3460000000000001,1.205,0.6409999999999999,0.273,1.58,0.899,0.965,1.426,0.969,0.648,2.785,1.245,1.253,0.251,0.0,,,,0.127,,,0.0,,,0.005,,,0.0006039999999999999,0.3720000000000001,,,0.156,0.00092,1.332,0.0007940000000000001,1.27e-05,0.006,,,,,,,,,0.00363,0.0006039999999999999,0.0007480000000000001,,0.0,0.00030900000000000003,0.0014550000000000001,0.0,0.0,0.0,,0.0,6e-07,0.000213,0.0007469999999999999,3.511
"cappuccino istantaneo in polvere, zuccherato",,,,1.3,4.1,,1.2,,,5.56,,69.16,,0.0,,,0.0,,,0.001,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.006,0.011000000000000001,0.125,0.09300000000000001,0.722,0.0,0.003,0.009000000000000001,0.0,0.004,1.599,0.0,0.23399999999999999,0.006999999999999999,0.0,0.0,1.604,3.4219999999999997,0.24100000000000002,3.1,,,,406.07,85.94,,,,,,,,,,,,,,,,,,,0.0,0.00036,,,0.133,,0.0,0.002,0.068,0.0,0.00048,,,5e-06,0.183,0.0,0.0,0.043,0.0002,0.8310000000000001,0.00011,4.2e-06,0.18,,,,,0.0,,,0.0,0.00025,5e-06,7.3e-05,1.3e-06,3.8e-07,3.6000000000000014e-05,0.002262,0.0005,0.0,0.0,0.0,0.0,3e-07,3.700000000000001e-05,0.000111,
kellogs cereali - kellogg's special k classic cioccolato fondente,,,,,,,4.0,,,7.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,399.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008800000190734859,,,,,,,,,,,,0.35000000000000003,,,,,,,,,,,,,1.26999998092651e-06,0.0025,0.02289999961853031,,,,,,,0.002,0.0017999999523162801,
nestle - motta maxibon - power,,,,,,,,,,19.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40000009536743,,,,334.0,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tagliolini, con uova, cotti",0.028999999999999998,,,67.73,0.5,0.07,1.2,0.0,0.0,2.07,,0.4,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.045,0.537,0.0,0.522,0.027999999999999997,,0.001,0.581,0.419,0.552,4.54,0.0,0.3,0.04,138.15,25.16,,0.495,0.19,0.365,0.08600000000000001,0.22,0.121,0.043,0.13699999999999998,0.159,0.165,0.192,0.138,0.094,0.244,0.24,0.257,0.096,7.7e-05,0.00017,,0.0192,0.012,,0.0,0.029,0.0257,0.0,0.00147,,6e-06,7.000000000000003e-06,0.076,0.0,3.8e-05,0.021,0.000315,0.038,9.8e-05,2.3899999999999998e-05,0.005,,3e-05,0.0,0.0006,0.0,,,0.0,0.0006500000000000001,8.4e-05,0.000263,0.0,9e-08,4.6e-05,0.002077,0.0,1e-07,1e-07,1e-06,6e-06,6.3e-06,0.00013600000000000005,0.00028900000000000003,1.4680000000000002
"carote, surgelate",,,,90.04,0.83,0.4,3.3,0.31,0.0,0.46,,4.76,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.003,,,,0.0,0.004,0.01,0.0,0.247,0.017,,0.0,0.013999999999999999,0.047,0.263,0.78,0.0,0.0,4.05,36.33,7.9,0.26,0.03,0.043,0.045,0.006999999999999999,0.046,0.017,0.011,0.042,0.031,0.062,0.045,0.04,0.021,0.14400000000000004,0.034,0.03600000000000001,0.009000000000000003,0.0,0.00057,,0.0003,0.036000000000000004,,0.0029579999999999997,0.0,0.0075,0.0,0.00044,,,1e-05,0.033,1e-06,0.000218,0.012,0.000171,0.235,7.400000000000001e-05,7e-07,0.068,,,,,0.0,,,0.0,0.00033,1e-05,0.000187,1.76e-05,0.0,9.5e-05,0.000464,0.0025,0.0,0.0,0.007047,0.0,0.004262999999999999,3.700000000000001e-05,4.400000000000001e-05,0.212
nestle maggi - cuore di sapore al basilico,,,,,,,,,,35.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0999999046325697,,,,409.0,18.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antica gelateria del corso i tartufi - cioccolato e crema,,,,,,,,,,12.3000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3000001907348615,,,,242.0,26.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumino,,,,9.87,5.87,,38.0,,,14.59,,0.64,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.01,0.01,,,,0.0,0.09,7.035,0.0,3.122,0.15,,0.0,7.125,0.62,3.272,19.77,,,,332.94,49.9,,0.917,0.8260000000000001,1.218,0.361,1.037,0.55,0.244,1.031,1.3219999999999998,0.914,1.252,0.7559999999999999,0.642,2.084,0.867,0.946,0.329,0.0,0.0025,,,0.6890000000000001,,8e-06,0.0,0.0247,1.6e-05,0.01623,0.076,,1e-05,0.5680000000000001,2e-05,0.000454,0.258,0.0013000000000000002,1.351,0.00091,1.21e-05,0.017,,,,,0.0,,,0.0,0.0055,1e-05,,0.0,0.0,0.00036,0.0036060000000000003,0.021,0.0,0.0,0.000206,0.0,0.0001089,0.000379,0.000383,3.1689999999999996
fichi,,,,79.11,0.66,,2.9,,,0.3,,16.26,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.066,0.0,0.14400000000000002,0.0,,0.0,0.066,0.06,0.14400000000000002,0.75,,,,74.09,19.18,,0.049,0.023,0.033,0.006,0.028,0.011,0.006,0.03,0.025,0.045,0.017,0.024,0.032,0.17600000000000005,0.018000000000000006,0.037000000000000005,0.012,0.0,0.00011,,,0.035,,0.0,0.0,0.0047,0.0,0.00037,0.031,,6e-06,0.014,0.0,9e-06,0.017,0.000128,0.232,7.000000000000001e-05,2e-07,0.001,,,,,0.0,,,0.0,0.00015,6e-06,0.0003,4.7e-06,0.0,0.000113,0.0004,0.002,0.0,0.0,8.499999999999999e-05,0.0,4.26e-05,5e-05,6e-05,0.07200000000000002
"mais dolce, crudo",,,,75.96,0.62,,2.7,,,1.18,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34700000000000003,,0.542,0.016,,,0.34700000000000003,0.182,0.5589999999999999,3.22,,,,85.56,19.02,,0.292,0.129,0.34800000000000003,0.067,0.185,0.08900000000000001,0.023,0.13699999999999998,0.127,0.295,0.131,0.129,0.123,0.244,0.15,0.153,0.026000000000000002,0.0,7.000000000000001e-05,,,0.002,,0.0,0.0,,0.0,0.0005200000000000001,,,4.6e-05,0.08900000000000001,0.0,3.4e-05,0.037000000000000005,0.000161,0.27,5.400000000000001e-05,6e-07,0.015,,,,,,,,,0.00045,4.6e-05,0.0007599999999999999,3e-07,0.0,5.5e-05,0.0017,0.0068,0.0,0.0,1e-06,0.0,3e-07,6e-05,0.0002,0.636
ciliege,,,,82.25,0.48,6.59,2.1,5.37,0.59,0.2,,12.82,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001,0.047,0.0,0.027000000000000003,0.026000000000000002,,0.0,0.047,0.038,0.052000000000000005,1.06,0.0,0.12,0.15,62.86,16.01,0.0,0.039,0.02,0.03,0.01,0.024,0.015,0.009000000000000003,0.032,0.023,0.026000000000000002,0.018000000000000006,0.022,0.014,0.5690000000000001,0.024,0.03,0.01,0.0,7.000000000000001e-05,,,0.013000000000000001,,0.0,0.0,0.0061,0.0,0.00036,0.012,2e-06,4e-06,0.021,0.0,8.499999999999999e-05,0.011,7.000000000000001e-05,0.222,6e-05,0.0,0.0,,1e-05,0.0,4e-05,0.0,,,0.0,7.000000000000001e-05,4e-06,0.000199,2.1e-06,0.0,4.900000000000001e-05,0.000154,0.006999999999999999,0.0,0.0,3.8e-05,0.0,1.92e-05,3.3e-05,2.7000000000000002e-05,0.083
nestle - motta kids - hello kitty coppa,,,,,,,,,,12.8000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4000000953674303,,,,221.0,23.600000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco biscotti tarallucci,,,,,,,2.0,,,17.5,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60000038146973,,7.0,,,,468.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,
