name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,aminoacido limitante,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kj,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,indice chimico,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,magnesio | g,metionina | g,niacina | g,nome scientifico,potassio | g,prolina | g,proteine | g,rame | g,rapporto polinsaturi/saturi,riboflavina | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
agnello [tessuto muscolare privato del grasso visibile],1.686,0.0,2.77,70.1,1.28,0.0,0.0,Trip.,1.346,0.01,0.44,0.0,1.99,0.11,1.72,3.14,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Carni Fresche,0.26,104020.0,0.07,666.0,159.0,0.794,0.0017,0.0,0.0,0.0,0.19,1.2,100.0,1.038,0.542,1.532,8.8,1.622,0.02,0.47800000000000004,0.006,Ovis agnus,0.35000000000000003,0.998,20.0,0.00017,0.1,0.00028000000000000003,1.8e-05,0.846,0.088,0.00015,0.654,0.9380000000000001,0.254,1.0,5e-08,0.0,,0.00313,0.0
strutto o sugna,,0.0,,0.5,,0.0,0.0,,,0.23,1.32,0.5,24.02,2.55,16.67,39.06,8.95,0.92,0.0,1.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,Olii e Grassi,,193010.0,,3733.0,892.0,,0.0,0.0,0.0,0.0,,,,,,,99.0,,,,0.0,,,,0.3,,0.3,0.0,,,,0.0,,,,,0.0,0.0,,,0.0
"gelato confezionato- fior di latte, ricoperto di sorbetto alla fragola",,0.0,,75.2,,0.0,0.05,,,,,,,,,,,,,,,,,,,0.055,21.3,Dolci,,206050.0,,422.0,101.0,,,0.0,0.0,0.0,0.05,,,,,,1.7,,,,,,,,1.4,,,,,,,,,,,,,,,,21.3
"soia, yogurt",,,,82.4,,0.0,0.05,,,,,,,,,,,,,,,,,,,,3.9,Prodotti Vari,,509030.0,0.0,303.0,72.0,,,,,,,,,,,,4.2,,,,,,,,5.0,,,,,,,,,,,,2.6e-05,0.0,,,3.9
"maiale, leggero, bistecca cruda",2.133,0.0,3.257,69.6,1.252,0.0,0.0,Trip.,1.335,0.23,0.32,0.0,1.9,0.15,1.13,2.21,1.45,0.01,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.008,0.0,Carni Fresche,0.292,105230.0,0.062,658.0,157.0,0.834,0.0008,0.0,0.0,0.0,0.16,1.022,93.0,1.139,0.8170000000000001,1.741,8.0,1.877,0.017,0.591,0.003,Sus scrofa domestica,0.29,0.849,21.3,0.00013000000000000002,0.4,0.0007,1.4e-05,0.902,0.056,0.0008,0.685,0.9410000000000001,0.217,1.218,5e-08,0.0,,0.0016,0.0
capocollo,,0.0,,36.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.025,1.4,Carni Trasformate e Conservate,,110100.0,,1884.0,450.0,,0.001,0.0,0.0,0.0,0.263,,,,,,40.2,,,,0.006,,,,20.8,,,0.0002,,,,0.0007,,,,,,0.0,,,1.4
bovino adulto o vitellone - costata - [tessuto muscolare privato del grasso visibile],2.066,0.0,3.632,71.6,1.31,0.0,0.0,Trip.,1.278,0.0,0.13,0.09,1.06,0.15,0.74,1.53,0.57,0.11,0.0,0.0,0.16,0.14,0.0,0.15,0.07,0.004,0.0,Carni Fresche,0.232,101150.0,,586.0,140.0,0.869,0.0013000000000000002,0.0,0.0,0.0,0.17200000000000001,1.059,100.0,0.92,0.8220000000000001,1.832,6.1,1.938,0.016,0.611,0.004200000000000001,Bos taurus,0.313,0.875,21.3,4e-05,0.6,0.00012,,0.871,0.041,0.0001,0.754,0.869,0.23900000000000002,1.029,5e-08,0.0,,0.0033,0.0
pompelmo,,0.0,,91.2,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,6.2,Frutta,,8070.0,0.0,107.0,26.0,,0.0003,1.06,0.54,1.6,0.016,,,,,,0.0,,,,0.0002,Citrus paradisi,0.23,,0.6,,,3e-05,,,0.001,5e-05,,,,,5e-08,0.04,,,6.2
lenticchie secche crude,2.668,0.42,3.875,11.2,0.987,0.0,44.8,Solf.,1.742,0.0,0.0,0.0,0.12,0.0,0.01,0.17,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,51.1,Legumi,0.215,4500.0,0.0,1219.0,291.0,1.198,0.008,12.91,0.92,13.8,0.376,0.9420000000000001,72.0,1.04,0.559,1.352,1.0,1.608,0.083,0.193,0.002,Lens esculenta,0.98,0.9380000000000001,22.7,0.001,3.4,0.0002,1.05e-05,1.2570000000000001,0.008,0.00047,0.7000000000000001,0.892,0.202,1.178,9.999999999999999e-06,5e-05,,0.0029,1.8
"lingua di bovino, cotta",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frattaglie,,115409.0,0.211,,,,,0.0,0.0,0.0,,,,,,,,,,,,Bos taurus,,,,,,,,,,,,,,,,,,,
"ceci secchi, cotti [bolliti in acqua distillata senza aggiunta di sale e scolati]",0.795,,1.161,63.6,0.49,0.0,16.0,Solf.,0.677,,,,,,,,,,,,,,,,,0.058,18.9,Legumi,0.08,4005.0,0.0,504.0,120.0,0.425,0.0022,5.29,0.47,5.8,0.148,0.273,87.0,0.306,0.184,0.542,2.4,0.498,0.037,0.073,0.0009000000000000001,Cicer arietinum,0.302,0.273,7.0,0.0003,,4e-05,1e-06,0.366,0.005,0.0002,0.199,0.259,0.076,0.32,4e-06,5e-05,,0.0017,1.3
"tacchino, sovracoscio, senza pelle crudo",1.752,0.0,2.712,74.8,1.099,0.0,0.0,Trip.,1.2510000000000001,0.0,0.08,0.01,0.97,0.17,0.84,1.09,0.95,0.06,0.0,0.02,0.18,0.01,0.0,0.0,0.05,0.006,0.0,Carni Fresche,0.215,106960.0,0.07100000000000001,502.0,120.0,0.751,0.001,0.0,0.0,0.0,,0.96,100.0,0.96,0.522,1.48,5.1,1.684,0.023,0.586,,Meleagris gallopavo,0.32,0.783,18.5,0.00012,0.7,,,0.788,0.075,,0.633,0.96,0.211,0.975,5e-08,0.0,,0.00268,0.0
razza,,0.0,,82.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.031,0.7,Prodotti della pesca,,122200.0,,283.0,68.0,,0.001,0.0,0.0,0.0,0.218,,,,,,0.9,,,,0.0025,Raja asterias,,,14.2,,,4e-05,,,,3e-05,,,,,1.4999999999999999e-05,5e-05,,,0.7
olio di mandorle dolci,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,Olii e Grassi,0.0,9670.0,0.0,3762.0,899.0,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Prunus amygdalus communis,5e-05,0.0,0.0,,,0.0,,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,,0.0
panini all'olio,,,,30.8,,0.0,48.6,,,,,,,,,,,,,,,,,,,,57.5,Cereali e Derivati,,590.0,0.0,1249.0,299.0,,,,,3.7,,,,,,,5.8,,,,,,,,7.7,,,,,,,,,,,,,0.0,,,4.0
funghi coltivati prataioli crudi,,,,90.4,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.006,0.8,Verdure e Ortaggi,,6000.0,0.0,82.0,20.0,,0.0008,2.14,0.11,2.3,0.1,,,,,,0.2,,0.013000000000000001,,0.004,Agaricus campestris,0.32,,3.7,0.00027,,0.00013000000000000002,7.499999999999999e-06,,0.005,8.999999999999999e-05,,,,,0.0,0.003,,0.00146,0.8
patè di fegato,,0.0,,51.5,,0.0,,,,,,,,,,,,,,,,,,,,0.019,1.3,Carni Trasformate e Conservate,,114020.0,0.169,1427.0,341.0,,0.0040999999999999995,0.0,0.0,0.0,0.123,,,,,,31.7,,,,,,0.16,,12.7,,,,,,0.79,,,,,,,0.0,,,
"carote, cotte [bollite in acqua distillata senza aggiunta di sale]",,,,79.7,,0.0,0.0,,,,,,,,,,,,,,,,,,,,18.3,Verdure e Ortaggi,,5155.0,0.0,351.0,84.0,,,1.64,1.45,3.1,,,,,,,0.5,,,,,Daucus carota,,,2.6,,,,,,,,,,,,,0.002,,,18.3
salame napoli,2.599,0.0,4.159,39.0,1.645,0.0,0.0,Trip.,1.608,0.0,0.35,0.0,4.77,0.64,2.63,10.69,4.1,0.2,0.29,0.69,0.34,0.25,0.0,0.0,0.0,0.032,1.7,Carni Trasformate e Conservate,0.301,110650.0,0.08600000000000001,1502.0,359.0,1.157,0.0016,0.0,0.0,0.0,,1.213,99.0,1.32,0.989,2.245,27.3,2.33,0.032,0.706,,,0.494,1.082,26.7,0.00014000000000000001,0.6,0.00014000000000000001,3.1e-06,1.114,1.693,0.00016,1.053,1.186,0.291,1.397,5e-08,0.0,,0.0037,1.7
"pollo, ala con pelle cruda",1.563,0.0,2.293,68.0,1.035,0.0,0.0,Trip.,1.116,,,,,,,,,,,,,,,,,0.014,0.0,Carni Fresche,0.21,106270.0,,818.0,196.0,0.671,0.0006,0.0,0.0,0.0,,1.029,91.0,0.787,0.486,1.268,14.3,1.369,0.018000000000000002,0.481,,Gallus gallus,0.228,0.893,16.7,6e-05,,,,0.6900000000000001,0.1,,0.529,0.788,0.167,0.87,5e-08,0.0,,0.0013100000000000002,0.0
"maiale, leggero, lombo",2.08,0.0,3.157,70.7,1.289,0.0,0.0,Trip.,1.285,0.01,0.07,0.0,1.41,0.1,0.73,2.1,1.68,0.0,0.0,0.18,0.03,0.0,0.0,0.0,0.0,0.007,0.0,Carni Fresche,0.23900000000000002,105210.0,0.061,610.0,146.0,0.809,0.0013000000000000002,0.0,0.0,0.0,0.15,1.086,80.0,1.08,0.647,1.624,7.0,1.737,,0.541,0.004,Sus scrofa domestica,0.22,0.853,20.7,0.00015,0.8,0.0003,1.4e-05,0.852,0.073,0.00025,0.657,0.919,0.183,1.243,5e-08,0.0,,0.0018000000000000002,0.0
"uova di gallina, tuorlo",1.524,0.0,1.885,53.5,0.878,0.0,0.0,Ist.,1.103,0.0,0.08,0.0,5.98,0.66,3.73,7.63,3.83,0.11,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.116,0.05,Uova,0.328,183010.0,1.337,1360.0,325.0,0.707,0.004900000000000001,0.0,0.0,0.0,0.586,0.49,100.0,0.842,0.394,1.347,29.1,1.25,0.014,0.422,0.0001,,0.09,0.685,15.8,0.00016,0.5,0.00035,9.6e-06,1.17,0.043000000000000003,0.00027,0.663,0.8260000000000001,0.23700000000000002,0.993,0.0006399999999999999,0.0,,0.00214,0.05
"pasta di semola, cotta e condita al ragu'",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Cereali e Derivati,,835.0,0.03,,,,,1.64,0.41,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt caprino,,0.0,,87.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.124,5.1,Latte e Yogurt,,158000.0,,249.0,60.0,,0.0001,0.0,0.0,0.0,0.105,,,,,,2.9,,,,0.00026000000000000003,,0.251,,3.6,,,0.00013000000000000002,,,0.06,3e-05,,,,,0.000196,0.0,,,5.1
"uva, bianca",,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Frutta,,7390.0,0.0,,,,,1.2,0.16,1.4,,,,,,,0.1,,,,,Vitis vinifera,,,,,,,,,,,,,,,,,5e-05,,
porri crudi,,,,87.8,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.054,5.2,Verdure e Ortaggi,,5650.0,0.0,120.0,29.0,,0.0008,,,2.9,0.057,,,,,,0.1,,,,0.0005,Allium porrum,,,2.1,,,8e-05,,,,6e-05,,,,,5e-08,0.009000000000000001,,,5.2
luccio,,0.0,,79.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.02,0.1,Prodotti della pesca,,121200.0,,337.0,81.0,,0.0011,0.0,0.0,0.0,0.22,,,,,,0.6,,,,0.0017,Esox lucius,0.25,,18.7,,,7.000000000000001e-05,,,0.063,8.999999999999999e-05,,,,,6e-06,5e-05,,,0.1
olio di oliva extra vergine,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.64,0.79,3.06,71.87,6.79,0.73,0.76,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olii e Grassi,0.0,9210.0,0.0,3762.0,899.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Olea europeae L.,5e-05,0.0,0.0,5e-05,0.5,0.0,5e-08,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,3.6e-05,0.0,0.0224,5e-05,0.0
"zucchero, saccarosio",0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,104.5,Dolci,0.0,201500.0,0.0,1640.0,392.0,0.0,0.0003,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.002,0.0,0.0,,,0.0,,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,104.5
"latte di vacca uht, parzialmente scremato",,0.0,,89.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.12,5.1,Latte e Yogurt,,135820.0,0.007,194.0,46.0,,0.0001,0.0,0.0,0.0,0.094,,,,,,1.6,,0.011,,,,,,3.2,1e-05,,,1.6e-06,,,,,,,,,0.001,4e-05,0.00037,5.1
arance,0.114,0.0,0.099,87.2,0.051000000000000004,0.0,0.0,Leu.,0.052000000000000005,,,,,,,,,,,,,,,,,0.049,7.8,Frutta,0.01,8000.0,0.0,142.0,34.0,0.03,0.0002,1.0,0.6,1.6,0.022,0.083,48.0,0.023,0.012,0.022,0.2,0.043000000000000003,,0.012,0.0002,Citrus aurantium,0.2,0.045,0.7,,,5e-05,,0.023,0.003,6e-05,0.017,0.012,0.006,0.031,7.099999999999999e-05,0.05,,,7.8
"uova di gallina, intero, in polvere",,0.0,,4.1,,0.0,0.0,,,0.0,0.14,0.0,9.96,1.76,3.36,16.57,4.95,0.24,0.58,0.0,0.33,0.0,0.0,0.0,0.31,0.201,0.4,Uova,,181600.0,1.6,2246.0,537.0,,0.0063,0.0,0.0,0.0,0.879,,,,,,36.4,,,,0.00042,,0.556,,51.9,,0.4,0.00126,,,0.5730000000000001,0.00038,,,,,0.0009419999999999999,0.0,,,0.4
cervello di bovino,1.032,0.0,1.377,76.6,0.623,0.0,0.0,Trip.,0.579,,,,,,,,,,,,,,,,,0.016,0.8,Frattaglie,0.169,115110.0,3.1,658.0,157.0,0.511,0.0036000000000000003,0.0,0.0,0.0,0.33,0.482,100.0,0.497,0.27,0.858,12.7,0.771,,0.232,0.006,Bos taurus,0.27,0.61,10.0,,,0.00028000000000000003,,0.505,0.14,0.00025,0.421,0.499,0.134,0.558,,0.018000000000000002,,,0.8
pizza con pomodoro,0.386,0.05,2.179,41.0,0.23,0.0,35.0,Lis.,0.264,,,,,,,,,,,,,,,,,0.022,41.4,Cereali e Derivati,0.17400000000000002,710.0,0.0,1017.0,243.0,0.34900000000000003,0.0015,1.93,0.78,2.7,0.04,0.27,37.0,0.303,0.159,0.52,6.6,0.152,0.017,0.113,0.0021000000000000003,,0.209,0.788,7.1,,,5e-05,,0.384,0.775,6e-05,0.209,0.219,0.069,0.356,,0.0,,0.00046,2.9
sarago,,0.0,,,,0.0,0.0,,,0.0,0.02,0.0,0.18,0.04,0.06,0.11,0.01,0.01,0.0,0.02,0.04,0.05,0.0,0.0,0.0,,,Prodotti della pesca,,122600.0,0.065,,,,,0.0,0.0,0.0,,,,,,,1.2,,,,,Diplodus vulgaris,,,,,1.1,,,,,,,,,,,5e-05,,,
pane di tipo integrale,,0.6,,36.6,,0.0,,,,,,,,,,,,,,,,,,,,0.025,48.5,Cereali e Derivati,,550.0,0.0,935.0,224.0,,0.0025,5.36,1.15,6.5,0.18,,,,,,1.3,,,,,,,,7.5,,,0.00012,,,,0.0001,,,,,0.0,0.0,,,
prugne,,,,87.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.013000000000000001,10.5,Frutta,,7340.0,0.0,177.0,42.0,,0.0002,0.87,0.6,1.5,0.014,,,,,,0.1,,,,0.0005,Prunus domestica,0.19,,0.5,,,5e-05,,,0.002,8e-05,,,,,1.6e-05,0.005,,,10.5
"arance, succo",,0.0,,89.3,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,8.2,Frutta,,8010.0,0.0,137.0,33.0,,0.0002,0.0,0.0,0.0,0.017,,,,,,0.05,,,,0.0004,Citrus aurantium,,,0.5,,1.0,3e-05,,,,5e-05,,,,,3.7999999999999995e-05,0.044,5e-05,,8.2
"noci, secche",1.409,0.76,2.8000000000000003,3.5,0.618,0.0,1.8,Lis.,2.003,0.0,0.56,0.0,3.62,0.16,1.05,9.38,34.02,6.64,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.083,5.1,Frutta,0.217,8570.0,0.0,2884.0,689.0,0.642,0.0021000000000000003,5.37,0.84,6.2,0.38,0.6980000000000001,47.0,0.623,0.34500000000000003,1.0110000000000001,68.1,0.389,0.131,0.275,0.0019,Juglans regia,0.368,0.645,14.3,0.0015,7.3,0.0001,3.1e-06,0.734,0.002,0.00045000000000000004,0.453,0.448,0.10400000000000001,0.745,8e-06,5e-05,0.003,0.0027,3.1
"trota, surgelata",,0.0,,77.2,,0.0,0.0,,,0.0,0.06,0.0,0.28,0.07,0.07,0.3,0.16,0.0,0.0,0.07,0.02,0.1,0.0,0.05,0.37,0.015,0.0,Prodotti della pesca,,124010.0,0.056,385.0,92.0,,0.0021000000000000003,0.0,0.0,0.0,0.22,,,,,,2.3,,0.025,,0.003,Salmo trutta,0.47000000000000003,,17.8,,1.7,6e-05,,,0.042,8e-05,,,,,5e-08,5e-05,,0.0012,0.0
salpa,,0.0,,77.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.028,2.0,Prodotti della pesca,,122500.0,0.062,434.0,104.0,,0.0043,0.0,0.0,0.0,,,,,,,2.7,,0.029,,,Boops salpa,0.54,,18.0,0.0006,,,,,,,,,,,,5e-05,,0.0033,2.0
cornflakes,,0.06,,5.0,,0.0,70.0,,,,,,,,,,,,,,,,,,,0.074,87.4,Cereali e Derivati,,3020.0,0.0,1512.0,361.0,,0.0028,,,3.8,0.058,,,,,,0.8,,0.014,,,,0.099,,6.6,3e-05,,,2e-06,,1.1,,,,,,2.8e-05,0.0,,0.00028000000000000003,10.4
"uova di tacchina, tuorlo",,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,Uova,,189030.0,2.3970000000000002,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
"salsiccia di suino, fresca, cotta, saltata in padella senza aggiunta di grassi e di sale",2.123,0.0,3.375,46.3,1.3980000000000001,0.0,0.0,Trip.,1.5210000000000001,,,,,,,,,,,,,,,,,0.053,0.0,Carni Trasformate e Conservate,0.275,110716.0,,1354.0,324.0,0.884,0.004,0.0,0.0,0.0,0.22,1.385,79.0,1.046,0.771,1.7570000000000001,26.1,1.814,,0.5670000000000001,0.0050999999999999995,,0.231,1.121,22.2,,,0.0001,,0.968,1.2730000000000001,0.0005,0.758,0.9570000000000001,0.193,1.117,5e-08,0.0,,,0.0
olio di sesamo,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.5,0.2,4.15,39.7,41.9,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,Olii e Grassi,0.0,9690.0,0.0,3762.0,899.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,99.9,0.0,,0.0,0.0,Sesamum indicum,,0.0,0.0,,3.2,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
farina di frumento tipo 0,0.448,,4.127,14.2,0.34900000000000003,0.0,67.7,Lis.,0.435,0.0,0.0,0.0,0.11,0.05,0.05,0.09,0.36,0.02,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.018000000000000002,76.2,Cereali e Derivati,0.277,230.0,0.0,1426.0,341.0,0.603,0.0009000000000000001,1.86,1.07,2.9,0.16,0.41600000000000004,39.0,0.451,0.25,0.838,1.0,0.262,,0.185,0.0012,Triticum aestivum,0.14,1.3940000000000001,11.5,,3.5,4e-05,,0.5730000000000001,0.002,0.00025,0.382,0.336,0.122,0.53,0.0,0.0,,,1.8
"zucchine, chiare crude",,,,,,0.0,0.1,,,,,,,,,,,,,,,,,,,,1.4,Verdure e Ortaggi,,5740.0,0.0,47.0,11.0,,,,,1.2,,,,,,,0.1,,0.017,,,Cucurbita pepo,,,1.3,0.00014000000000000001,,,1e-06,,,,,,,,,,,0.00114,1.3
bovino adulto o vitellone - geretto anteriore e posteriore - [tessuto muscolare privato del grasso visibile],2.027,0.0,3.563,75.0,1.285,0.0,0.0,Trip.,1.254,0.0,0.07,0.05,0.56,0.08,0.39,0.8,0.3,0.06,0.0,0.0,0.09,0.07,0.0,0.08,0.03,0.005,0.0,Carni Fresche,0.228,101240.0,,470.0,112.0,0.853,0.0014,0.0,0.0,0.0,0.17500000000000002,1.039,79.0,0.903,0.807,1.797,3.2,1.9020000000000001,0.017,0.6,0.0043,Bos taurus,0.28700000000000003,0.859,20.9,6e-05,0.6,0.00017,,0.855,0.056,0.0001,0.74,0.853,0.234,1.0090000000000001,5e-08,0.0,,0.0046,0.0
"uova di gallina, intero, congelato",1.209,0.0,1.508,77.1,0.719,0.0,0.0,Lis.,0.767,0.0,0.03,0.0,1.9,0.23,1.21,2.35,1.06,0.04,0.0,0.0,0.16,0.0,0.0,0.0,0.0,,0.05,Uova,0.323,181500.0,0.37,535.0,128.0,0.662,,0.0,0.0,0.0,,0.41600000000000004,100.0,0.657,0.298,1.041,8.7,0.88,,0.437,,,,0.496,12.4,,0.4,,,0.842,,,0.503,0.623,0.197,0.8230000000000001,,0.0,,,0.05
"barbabietole rosse, cotte [bollite in acqua distillata senza aggiunta di sale]",,,,,,0.0,0.0,,,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Verdure e Ortaggi,,5065.0,0.0,,,,,2.05,0.54,2.6,,,,,,,0.05,,,,,"Beta vulgaris, cv. rapa forma rubra",,,,,1.0,,,,,,,,,,,0.005,,,
"zucchine, scure crude",,,,,,0.0,0.1,,,,,,,,,,,,,,,,,,,,1.4,Verdure e Ortaggi,,5750.0,0.0,47.0,11.0,,,,,1.2,,,,,,,0.1,,0.025,,,Cucurbita pepo,,,1.3,0.00014000000000000001,,,1e-06,,,,,,,,,,,0.0009000000000000001,1.3
latte di bufala,,0.0,,81.2,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.198,5.1,Latte e Yogurt,,132010.0,,475.0,114.0,,,0.0,0.0,0.0,0.121,,,,,,8.5,,,,,,,,4.5,,,,,,,,,,,,,,,,5.1
triglia,,0.0,,75.3,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.021,1.1,Prodotti della pesca,,123900.0,0.078,515.0,123.0,,0.0011,0.0,0.0,0.0,0.218,,,,,,6.2,,0.03,,0.004200000000000001,Mullus surmuletus (barbatus),,,15.8,0.00024,,7.000000000000001e-05,2.9999999999999997e-05,,,7.000000000000001e-05,,,,,9e-06,5e-05,,0.0024,1.1
"prosciutto crudo di parma, magro [privato del grasso visibile]",,0.0,,61.5,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Carni Trasformate e Conservate,,110520.0,,607.0,145.0,,,0.0,0.0,0.0,,,,,,,3.9,,,,,,,,27.5,,,,,,,,,,,,5e-08,0.0,,,0.0
farina di frumento duro,,,,12.5,,0.0,54.5,,,,,,,,,,,,,,,,,,,,63.2,Cereali e Derivati,,250.0,0.0,1313.0,314.0,,,,,,,,,,,,2.8,,0.12,,,Triticum durum,,,12.9,6e-05,,,2.2999999999999996e-06,,,,,,,,,0.0,,7.000000000000001e-05,3.2
"tonno, sott'olio",,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,3.57,0.0,0.36,8.57,7.65,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.17,,0.0,Prodotti della pesca,,123600.0,0.055,,,,,0.0,0.0,0.0,,,,,,,20.5,,,,,Euthynnus pelamis,,,,,2.0,,,,,,,,,,,0.0,,,0.0
"cavoli di bruxelles, cotti [bolliti in acqua distillata senza aggiunta di sale]",,,,77.1,,0.0,1.2,,,,,,,,,,,,,,,,,,,,6.6,Verdure e Ortaggi,,5175.0,0.0,246.0,59.0,,,4.3,0.74,5.1,,,,,,,0.8,,,,,"Brassica oleracea, cv. gemmifera",,,6.7,,,,,,,,,,,,0.0003,0.052000000000000005,,,5.3
fegato di bovino,1.8940000000000001,0.0,2.56,70.0,1.28,0.0,0.0,Lis.,1.23,0.0,0.02,0.0,0.54,0.06,0.76,0.68,0.49,0.05,0.0,0.0,0.3,0.01,0.0,0.0,0.08,0.007,5.9,Frattaglie,0.22,115320.0,0.191,593.0,142.0,1.04,0.0088,0.0,0.0,0.0,0.35000000000000003,1.22,100.0,1.07,0.536,1.8860000000000001,4.4,1.53,0.018000000000000002,0.47000000000000003,0.0135,Bos taurus,0.32,,20.0,0.0037,0.8,0.0033,4.2e-05,1.06,0.081,0.00026000000000000003,0.65,0.936,0.31,1.292,0.0165,0.031,,0.006,5.9
loti o kaki,,0.0,,82.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.008,16.0,Frutta,,7090.0,0.0,272.0,65.0,,0.0003,2.43,0.1,2.5,0.016,,,,,,0.3,,,,0.0003,Diospyros kaki,0.17,,0.6,,,3e-05,,,0.004,2e-05,,,,,0.000237,0.023,,,16.0
"tonno, fresco",2.215,0.0,3.3970000000000002,61.5,1.3760000000000001,0.0,0.0,Trip.,1.3980000000000001,0.0,0.31,0.0,2.71,0.22,0.31,0.95,0.15,0.09,0.05,0.09,0.05,0.8,0.0,0.09,2.15,0.038,0.1,Prodotti della pesca,0.17200000000000001,123500.0,0.07,666.0,159.0,1.0110000000000001,0.0013000000000000002,0.0,0.0,0.0,0.264,0.989,100.0,1.161,0.581,1.871,8.1,2.064,0.026000000000000002,0.753,0.0085,Euthynnus pelamis,,0.753,21.5,,1.0,0.00012,0.000112,0.882,0.043000000000000003,0.0002,0.86,1.032,0.23700000000000002,1.247,0.00045,5e-05,,,0.1
fegato di ovino,,0.0,,73.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.008,2.0,Frattaglie,,115350.0,,565.0,135.0,,0.0126,0.0,0.0,0.0,0.364,,,,,,5.5,,0.019,,0.0131,Ovis agnus,0.3,,19.5,0.0087,,0.00328,4.2e-05,,0.067,0.0004,,,,,0.015,0.033,,0.0039,2.0
