name,acido aspartico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,aminoacido limitante | g,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c15:0 | g,c16:0 | g,c16:1 | g,c17:0 | g,c17:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:2 | g,c20:3 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0:c10:0 | g,calcio | g,carboidrati complessi | g,carboidrati disponibili | g,category,cistina | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,grassi | g,indice chimico | g,isoleucina | g,istidina | g,leucina | g,lipidi totali | g,lisina | g,magnesio | g,manganese | g,metionina | g,monoinsaturi totali | g,niacina | g,nitrati | g,nitriti | g,parte edibile | %,polinsaturi totali | g,potassio | g,prolina | g,proteine | %,proteine | g,rame | g,riboflavina | g,saturi totali | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
gelato panna,,,61.08870967741935,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,27.419354838709676,dolci,,,,,0.0,0.0,0.0,,,8.266129032258064,,,,,8.266129032258064,,,,,,,,,100.0,,,,3.2,3.225806451612903,,,,,,,,,,,,,,,,,,27.419354838709676
datteri secchi,,,18.54350222551503,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07395963315378828,0.0,67.6355485797687,frutta,,0.0,,0.002894072601669976,8.028371772780787,1.3291296392854706,9.325345049825478,0.06967211818835128,,0.6431272448155503,,,,,0.6431272448155503,,,,,,0.002358133230990351,,,90.0,,0.8039090560194377,,2.7,2.8940726016699765,,0.00016078181120388754,,,,0.005359393706796252,8.575029930874003e-05,,,,,5.359393706796251e-06,,,0.0,,,67.6355485797687
lardo,0.0,0.0,0.999970000899973,0.0,0.0,,0.0,0.06999790006299812,0.6199814005579832,0.0,,21.06936791896243,1.2899613011609652,,,11.089667309980701,33.628991130266094,25.829225123246303,2.9399118026459203,0.0,2.21993340199794,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,olii e grassi,0.0,0.09499715008549743,0.0,,0.0,0.0,0.0,,0.0,98.99703008909732,,0.0,0.0,0.0,98.99703008909732,0.0,,,0.0,37.138885833425,0.0,,,100.0,28.769136925892226,0.000999970000899973,0.0,0.0,0.0,,0.0,33.1190064298071,,0.0,0.001999940001799946,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
caciottina fresca,,,58.359695124692834,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.5324789701158106,formaggi e latticini,,,,,0.0,0.0,0.0,,,22.68360412693353,,,,,22.68360412693353,,,,,,,,,100.0,,,,17.3,18.423772366007046,,,,,,,,,,,,0.00021512150392678748,,,,0.00023429074685095666,,0.5324789701158106
marsala uovo,,,72.8,,14.800000000000002,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.4,bevande alcooliche,,,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,,,,100.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,12.4
minestra pomodori,,,91.21523599634216,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.006047418961083458,,6.450580225155688,prodotti vari,,0.0,,0.00030237094805417287,,,,0.014110644242528069,,1.0079031601805764,,,,,1.0079031601805764,,,,,,0.0005039515800902882,,,100.0,,0.09474289705697418,,0.8,0.806322528144461,,2.015806320361153e-05,,,,0.3991296514315083,2.015806320361153e-05,,,,,4.132402956740363e-05,,,0.005039515800902882,,,
pasta mandorle,,,10.90854327818088,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.059592967908580735,,55.14874657302556,dolci,,0.0,,0.0019190955767170066,,,,0.2444321734555345,,23.635177102725237,,,,,23.635177102725237,,,,,,0.0016160804856564267,,,100.0,,,,9.9,9.999498004999142,,0.000363618109272696,,,,,0.00011110553338887934,,,,,,,,,,,55.14874657302556
prugne fresche,,,87.21668010335148,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.012957906758212219,0.0,10.466001612402177,frutta,,0.0,,0.0001993524116648034,0.8671829907418946,0.5980572349944101,1.4951430874860252,0.013954668816536236,,0.09967620583240168,,,,,0.09967620583240168,,,,,,0.0004983810291620084,,,90.0,,0.1893847910815632,,0.5,0.4983810291620084,,4.983810291620085e-05,,,,0.0019935241166480337,7.974096466592135e-05,,,,,1.5948192933184267e-05,,,0.004983810291620084,,,10.466001612402177
sgombro salamoia,,,68.13444855110495,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.19098292396900632,0.0,0.0,prodotti della pesca,,0.09703997217884645,,0.0021679142720806128,0.0,0.0,0.0,0.2828611955000418,,11.458975438140378,,,,,11.458975438140378,,,,,,0.005987572751460738,,,100.0,,,,19.3,19.92416450055039,,0.00021679142720806122,,,,,6.194040777373178e-05,,,,,0.0001331718767135233,,,0.0,,,0.0
spinaci crudi,9.950964370582083,11.752949870285075,90.1993852906887,6.326971310068286,0.0,,6.387037493391719,,,,,,,,,,,,,,,,,,,,,,0.0,0.07808603832046303,2.302537027398268,2.9031988606325996,verdure e ortaggi,1.6217869497326936,0.0,6.0967176073284595,0.0029031988606325995,,,1.9020958052420478,0.062068389434214194,5.185713826923057,0.7007721387733861,,4.855349818644174,2.532790730138095,9.510479026210241,0.7007721387733861,7.268008182135405,0.06006618332343309,,2.122338477427969,,0.00040044122215622064,,,83.0,,0.5305846193569923,4.825316726982458,3.4,3.4037503883278752,0.00016017648886248827,0.00037040813049450406,,1.0011030553905514e-06,4.765250543659025,0.10011030553905517,7.007721387733861e-05,5.0055152769527576,5.325868254677735,1.5617207664092605,6.0967176073284595,0.00048553498186441744,,,0.054059564991089784,,0.0014315773692084887,0.4004412221562207
pomodori maturi,12.762944823465483,45.21446344436996,93.00130336478722,2.6713140328183567,0.0,,2.374501362505206,,,,,,,,,,,,,,,,,,,,,,0.0,0.008904380109394523,0.0,3.4628144869867588,verdure e ortaggi,0.6925628973973517,0.0,1.9787511354210048,0.0002968126703131507,1.6522571980765388,0.36606896005288586,1.9787511354210048,0.024734389192762565,1.9787511354210048,0.19787511354210052,,1.9787511354210048,1.6819384651078542,2.9681267031315075,0.19787511354210052,2.9681267031315075,0.009893755677105025,,0.6925628973973517,,0.000791500454168402,,,100.0,,0.2938445436100192,1.7808760218789046,1.0,0.9893755677105024,9.893755677105025e-06,,,2.2755638057341554e-06,2.7702515895894066,0.005936253406263015,1.978751135421005e-05,1.3851257947947033,2.4734389192762563,0.8904380109394523,2.374501362505206,0.0006035190963034065,,,0.024734389192762565,,0.00010883131244815528,3.4628144869867588
coniglio coscia,,,72.80080889787664,,0.0,,,0.020222446916076844,0.19211324570273003,0.0,,1.9716885743174921,0.17189079878665317,,,0.5561172901921133,1.486349848331648,0.7280080889787663,0.020222446916076844,0.010111223458038422,0.0,,,0.08088978766430738,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,carni fresche,,0.06066734074823053,,,0.0,0.0,0.0,,,5.96562184024267,,,,,5.96562184024267,,,,,1.658240647118301,,,,83.0,0.8291203235591506,,,21.0,21.233569261880685,,,2.7906976744186043,,,,,,,,,,,,0.0,,,0.0
biscotti integrali soia,,,5.236139630390143,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,55.33880903490759,62.01232032854209,cereali e derivati,,,,,,,,,,20.944558521560573,,,,,20.944558521560573,,,,,,,,,100.0,,,,11.5,11.806981519507186,,,,,,,,,,,,,,,0.0,,,1.1293634496919918
pagello,,,76.95882118569189,,0.0,,,0.0,0.038966491739590825,0.0,,0.23379895043754498,0.058449737609386244,,,0.07793298347918165,0.3019903109818289,0.019483245869795413,0.009741622934897706,0.0,0.038966491739590825,,,0.04870811467448854,0.06819136054428396,0.0,0.009741622934897706,0.0,0.0,0.03312151797865221,0.0,0.0,prodotti della pesca,,0.03409568027214198,,0.004188897862006014,0.0,0.0,0.0,,,1.850908357630564,,,,,1.850908357630564,,0.021431570456774955,,,0.4188897862006014,,,,,0.3506984256563174,0.6721719825079419,,21.0,20.457408163285184,0.00038966491739590833,,0.5260476384844762,,,,,,,,,,,,,,0.0015586596695836333,0.0
bovino adulto filetto,9.432742305566865,16.082218372903164,73.57943837067717,5.981492170160963,0.0,,6.001734106439003,0.0,0.11133064952922266,0.08096774511216194,,0.880524228094761,0.13157258580726314,,,0.6072580883412145,1.2752419855165504,0.47568550253395137,0.09108871325118217,0.0,0.0,,,0.1416935539462834,0.11133064952922266,0.0,0.1214516176682429,0.05060484069510121,0.0,0.004048387255608097,0.0,0.0,carni fresche,1.0120968139020243,,3.886451765383773,0.001922983946413846,0.0,0.0,0.0,0.20241936278040484,5.080726005788161,5.060484069510121,,4.17995984141536,3.734637243298469,8.117016447494233,5.060484069510121,8.724274535835448,0.020241936278040485,,2.803508174508607,1.649717806660299,0.004756855025339513,,,100.0,1.001975845763004,0.333991948587668,4.098992096303198,20.5,20.747984684991497,8.096774511216194e-05,0.0001922983946413846,1.6902016792163803,1.720564583633441e-05,3.8459678928276917,0.041495969369982996,9.108871325118218e-05,3.2791936770425587,3.9775404786349546,1.052580686458105,4.5443146944200885,,,,0.0,,0.0028338710789256676,0.0
cuore suino,,,71.44410839583476,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0347297749146419,0.0,0.39691171331019315,frattaglie,,,,0.005259080201360059,0.0,0.0,0.0,0.24310842440249328,,9.327425262789538,,,,,9.327425262789538,,,,,,0.006052903627980445,,,100.0,,0.2976837849826448,,18.3,18.158710883941335,,0.0012601946897598632,,,,0.07938234266203861,0.0003969117133101931,,,,,8.930513549479345e-06,,,0.004961396416377413,,,0.39691171331019315
trippa bovino,,,77.42608174989827,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00860289797221092,0.0,0.0,frattaglie,,,,0.00430144898610546,0.0,0.0,0.0,0.05376811232631824,,5.376811232631825,,,,,5.376811232631825,,,,,,0.0017205795944421841,,,100.0,,0.01935652043747457,,15.8,16.990723495116566,,0.00019356520437474568,,,,0.11506376037832104,0.0001505507145136911,,,,,,,,0.003226086739579095,,,0.0
salame nostrano,10.372850761789058,16.181647188390933,38.69073334147319,6.534895979927106,0.0,,5.902152083457975,0.0,0.44603258275692953,0.0,,5.943643486505131,0.7883366578959685,,,3.2467022884399754,12.188099645102143,3.900191886432686,0.2178298659975702,0.05186425380894529,0.4667782842805076,,,0.0,0.08298280609431247,0.0,0.0,0.0,0.0,0.043565973199514045,0.0,1.1410135837967965,carni trasformate e conservate,1.1617592853203746,0.09750479716081714,3.7757176772912175,0.00176338462950414,0.0,0.0,0.0,,5.155306828609161,29.56262467109882,,4.895985559564435,3.184465183869241,9.242210028754052,29.56262467109882,8.650957535332076,0.035267692590082805,,2.7384326011123115,13.443214587278622,,,,100.0,4.201004558524569,0.5082696873276639,4.242495961571724,27.3,28.317882579684127,0.0002800669705683046,0.0002696941198065156,9.688242611510981,3.2155837361546077e-06,4.398088722998561,1.6938865294001533,0.00018671131371220302,3.3193122437724987,4.252868812333514,1.0372850761789059,5.4042552468921,,,,0.0,,0.004252868812333514,1.1410135837967965
aranciata,,,89.47335566699266,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.403878565929379,prodotti vari,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,,,,100.0,0.0,0.018726981418672885,,0.1,0.1040387856592938,,,0.0,,,,,,,,,,,,,,,10.403878565929379
cavolo cappuccio verde crudo,6.625245935984574,8.816981374021767,92.27306273380327,5.144073128543913,0.0,,8.436680247787,,,,,,,,,,,,,,,,,,,,,,0.0,0.06004754624759431,0.0,2.5019810936497633,verdure e ortaggi,1.140903378704292,0.0,3.052416934252711,0.001100871681205896,2.261790908659386,0.3202535799871697,2.602060337395754,0.029022980686337258,4.813811624182144,0.10007924374599055,,3.1424882536241023,2.5720365642719565,5.384263313534291,0.10007924374599055,3.1424882536241023,,,1.0508320593329006,,0.0006004754624759431,,,93.0,,0.2602060337395754,8.436680247787,2.1,2.101664118665801,,4.0031697498396216e-05,,,4.193320312957003,0.023018226061577822,6.004754624759432e-05,1.861473933675424,3.813019186722239,1.0508320593329006,4.243359934829999,1.9015056311738198e-05,,,0.047037244560615546,,,2.5019810936497633
prosciutto_crudo_nazionale,,,54.32134333302735,,0.0,,,0.021513403300208855,0.2366474363022974,0.0,0.0,3.3345775115323724,0.4195113643540726,0.03227010495031327,0.04302680660041771,1.516694932664724,6.249643658710672,1.7210722640167084,0.1290804198012531,0.021513403300208855,0.1183237181511487,0.0,0.0,0.150593823101462,0.010756701650104427,0.0,0.0,0.010756701650104427,0.03227010495031327,0.010756701650104427,0.0,0.10756701650104428,salumi italiani - aggiornamento 2011,,0.0806752623757832,,0.0008928062369586674,0.0,0.0,0.0,0.21083135234204678,,14.736681260643063,,,,,,,0.023664743630229735,1.0756701650104429e-05,,6.830505547816311,0.005862402399306912,0.0,0.0,100.0,2.0330166118697366,0.6679911724714849,,,29.90363058729031,5.378350825052213e-05,0.0002043773313519841,5.206243598650542,0.0,,0.0064540209900626555,0.0006238886957060567,,,,,0.0,4.0875466270396816e-07,0.0010756701650104427,0.0,0.00011832371815114871,0.002237393943221721,0.0
pollo rosticceria,,,59.99336127425495,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.010116924329553956,0.0,0.0,carni fresche,,,,0.0008093539463643165,0.0,0.0,0.0,0.22257233525018705,,10.116924329553957,,,,,10.116924329553957,,,,,,0.008295877950234242,,,59.0,,0.3237415785457266,,28.9,29.23791131241093,,0.00019222156226152517,,,,0.08599385680120863,8.093539463643166e-05,,,,,,,,0.0,,,0.0
pesche sbucciate,11.545563759186168,17.950841740369448,91.0593593876683,5.019810330080942,0.0,,2.1384392006144815,,,,,,,,,,,,,,,,,,,,,,0.0,0.008031696528129507,0.0,6.12416860269875,frutta,1.134477134598293,0.0,2.258914648536424,0.00040158482640647545,0.7128130668714937,0.8734469974340839,1.6063393056259017,0.02007924132032377,2.007924132032377,0.10039620660161885,,1.6364581676063872,2.1384392006144815,3.644382299638764,0.10039620660161885,3.7648577475607063,0.009035658594145698,,1.134477134598293,,0.0005019810330080942,,,91.0,,0.26103013716420903,3.3933917831347165,0.8,0.8031696528129508,4.015848264064754e-05,3.0118861980485655e-05,,,4.2668387805688015,0.0030118861980485655,1.0039620660161884e-05,2.6404202336225753,3.3933917831347165,0.5019810330080943,5.019810330080942,2.7106975782437088e-05,,,0.004015848264064753,,0.0003513867231056659,6.12416860269875
minestra pollo,,,89.27878585726526,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02742351784011561,3.1486261223836443,4.570586306685935,prodotti vari,,,,0.00040627433837208315,,,,0.02742351784011561,,3.8596062145347894,,,,,3.8596062145347894,,,,,,0.00020313716918604158,,,100.0,,0.041643119683138524,,1.7,1.726665938081353,,3.0470575377906234e-05,,,,0.46721548912789557,1.0156858459302079e-05,,,,,0.0,,,0.0,,,1.1172544305232286
brandy,,,67.68039920630243,,32.31763619575253,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0009822989725152744,0.0,0.0,bevande alcooliche,,0.0,,,0.0,0.0,0.0,0.0009822989725152744,,0.0,,,,,0.0,,,,,0.0,0.0,,,100.0,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,0.0,,,0.0,0.0,,0.0
fegato suino,,,69.97108654761682,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.009995869506802403,0.0,1.4993804260203605,frattaglie,,0.25989260717686247,,0.017992565112244327,0.0,0.0,0.0,0.361850476146247,,4.798017363265153,,,,,4.798017363265153,,0.020991325964285046,,,,0.014494010784863485,,,100.0,,0.3558529544421655,,22.8,22.79058247550948,0.002598926071768625,0.002978769113027116,,4.198265192857009e-05,,0.10795539067346593,0.00039983478027209613,,,,,0.016493184686223964,,,0.022990499865645525,,0.006297397789285513,1.4993804260203605
speck,10.032475995383818,15.81565947206168,46.32765258198933,6.094107319510004,0.0,,6.239205112831671,0.0,0.2901955866433336,0.0,,3.84509152302417,0.6114835575698814,,,1.7929941603320252,8.705867599300007,3.243972093548693,0.16582604951047633,0.0,0.4663857642482147,,,0.404200995681786,0.05182064047202386,0.0,0.0,0.18655430569928586,0.0,0.011400540903845248,0.0,0.5182064047202385,carni trasformate e conservate,1.0778693218180961,0.09327715284964293,4.1871077501395275,0.0016582604951047636,0.0,0.0,0.0,,5.337525968618457,21.66102771730597,,5.078422766258337,3.9176404196850028,8.529677421695126,21.66102771730597,8.86132952071608,0.030055971473773833,,2.850135225961312,9.783736921118102,0.0011815106027621438,,,100.0,4.052374084912266,0.5016237997691909,4.7571347953317895,28.3,29.3304825071655,0.00013473366522726203,0.00014509779332166678,5.928281269999528,,4.114558853478694,1.6136947442988228,0.00014509779332166678,3.84509152302417,4.705314154859766,1.1504182184789298,5.814275860961077,,,,0.0,,0.0025910320236011927,0.5182064047202385
olive conservate,,,60.41677365470335,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07291679579015922,0.0,5.208342556439943,frutta,,0.0,,0.0036458397895079604,,,4.5833414496671505,0.026041712782199716,,28.125049804775692,,,,,28.125049804775692,,,,,,0.0012500022135455862,,,83.0,,,,1.5,1.562502766931983,,0.00010416685112879887,,,,,0.0,,,,,3.125005533863966e-05,,,,,,5.208342556439943
cicoria cruda,,,93.94163080599134,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.07442912933237,0.0,0.704059331522419,verdure e ortaggi,,0.0,,0.0007040593315224189,,,3.6208765621152974,0.031179770395992838,,0.20115980900640543,,,,,0.20115980900640543,,,,,,0.0003017397135096081,,,80.0,,,,1.4,1.408118663044838,,0.00019110181855608516,,,,,3.0173971350960814e-05,,,,,0.00022026999086201393,,,0.01709858376554446,,,0.704059331522419
piccione,,,72.04492950901029,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.012057728788118878,0.0,0.0,carni fresche,,,,0.0015072160985148597,0.0,0.0,0.0,0.20096214646864793,,5.526459027887818,,,,,5.526459027887818,,,,,,0.007536080492574297,,,90.0,,,,22.1,22.206317184785597,,0.00015072160985148594,,,,,8.038485858745918e-05,,,,,,,,0.0,,,0.0
gelato pannnaecioccolato2,,,41.37847715122776,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09665045757951009,,33.52562747289256,dolci,,,,,,,,0.1318876035720398,,20.638899795624553,,,,,20.638899795624553,,,,,,,,,100.0,,,,4.2,4.228457519103566,,,,,,,,,,,,,,,,,,
rombo,,,80.62618657406657,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.038538303016534964,0.0,1.2169990426274198,prodotti della pesca,,,,0.00121699904262742,0.0,0.0,0.0,0.26773978937803244,,1.3184156295130383,,,,,1.3184156295130383,,,,,,,,,55.0,,,,16.3,16.53090366235579,,,,,,,,,,,,,,,,,,1.2169990426274198
agretti crudi,,,93.24022322214532,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.13233444465981622,0.0,2.2224105210045475,verdure e ortaggi,,0.0,,0.0012122239205479349,1.8688452108447329,0.3838709081735127,2.323429181050208,0.034346344415524824,,0.2020373200913225,,,,,0.2020373200913225,,,,,,0.0008081492803652899,,,97.0,,,,1.8,1.8183358808219023,,0.00019193545408675638,,,,,3.0305598013698374e-05,,,,,0.000395993147378992,,,0.024244478410958697,,,2.2224105210045475
formaggino light,,,58.14681162680551,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4433178900625242,0.0,6.701316942805599,formaggi e latticini,,,,0.0003092915512064122,0.0,0.0,0.0,0.6855962718408805,,17.835812786236442,,,,,17.835812786236442,,,,,,0.00010309718373547075,,,100.0,,,,14.7,15.1552860091142,,0.0002061943674709415,,,,1.0309718373547074,2.0619436747094152e-05,,,,,0.00024743324096512977,,,0.0,,,6.701316942805599
broccoletti di rapa crudi,,,91.60251024953416,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09721491787970256,0.0,2.004431296488712,verdure e ortaggi,,0.0,,0.0015033234723665343,,,2.906425379908633,0.06915287972886058,,0.30066469447330685,,,,,0.30066469447330685,,,,,,0.0010022156482443563,,,60.0,,,,2.9,2.906425379908633,,0.000160354503719097,,,,,4.008862592977425e-05,,,,,0.00022549852085498016,,,0.11024372130687918,,,2.004431296488712
spigola allevamento,,,69.91398279655931,,0.0,,,0.0,0.34006801360272054,0.0,,0.9101820364072816,0.5701140228045609,,,0.1900380076015203,1.1202240448089618,0.37007401480296054,0.020004000800160033,0.0,0.37007401480296054,,,0.37007401480296054,0.48009601920384076,0.0,0.07001400280056011,0.7801560312062412,0.0,0.030006001200240048,0.0,0.8001600320064013,prodotti della pesca,,0.07501500300060011,7.191438287657531,,0.0,0.0,0.0,1.150230046009202,,6.80136027205441,,4.290858171634327,2.590518103620724,7.771554310862172,6.80136027205441,9.491898379675936,,,4.210842168433686,2.130426085217043,,,,100.0,2.560512102420484,,,21.3,21.304260852170433,,,1.4402880576115222,,,,,,4.540908181636327,1.1702340468093617,4.900980196039208,,,,,,,0.8001600320064013
latte uhtintero,7.7226156951268,22.123436120109673,87.97153899780332,3.4144204633850608,0.0,,3.012723938280936,0.11046654440363432,0.3715692857213154,0.07029689189322184,,0.923902007739487,0.1004241312760312,,,0.39165411197652167,0.9339444208670902,0.07029689189322184,0.0502120656380156,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.12050895753123743,0.0,4.719934169973467,latte e yogurt,1.0644957915259308,0.011046654440363431,5.051333803184369,0.0002008482625520624,0.0,0.0,0.0,0.09540292471222964,2.0084826255206236,3.615268725937123,,5.513284807054113,2.67128189194243,10.183006911389564,3.615268725937123,7.802955000147624,0.011046654440363431,,2.3197974324763204,1.1046654440363433,,,,100.0,0.12050895753123743,0.15063619691404678,10.644957915259306,3.3,3.3139963321090296,,,2.118949169924258,,5.824599614009809,,4.0169652510412484e-05,4.077219729806866,4.709891756845863,1.436065077247246,6.688247142983678,5.021206563801559e-05,,,0.001004241312760312,7.029689189322184e-05,0.00030127239382809356,4.719934169973467
pane tipo0,,,28.894024361577213,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.015845110133768152,52.10245038103761,59.186146676133966,cereali e derivati,,0.0,,0.0006524457113904531,,,3.5418481475481745,0.07176902825294985,,0.46603265099318086,,,,,0.46603265099318086,,,,,,0.0007456522415890894,,,100.0,,,,8.1,7.5497289460895285,,5.59239181191817e-05,,,,0.2730951334820039,5.59239181191817e-05,,,,,0.0,,,0.0,,,1.8641306039727235
farina segale,6.956521739130435,20.57971014492754,9.855072463768115,4.057971014492754,0.0,,4.734299516908213,,,,,,,,,,,,,,,,,,,,,,0.0,,,62.80193236714976,cereali e derivati,1.932367149758454,0.0,4.541062801932368,,10.328502415458937,3.458937198067633,13.81642512077295,,4.63768115942029,2.222222222222222,,4.057971014492754,2.222222222222222,6.473429951690822,2.222222222222222,3.9613526570048303,,,1.5458937198067635,,,,,100.0,,,5.024154589371981,11.7,11.304347826086957,,,,,4.057971014492754,,,3.091787439613527,3.5748792270531404,1.178743961352657,5.024154589371981,0.0,,,0.0,,,
coratella vitello,,,78.70837537840565,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.8072653884964682,frattaglie,,,,,0.0,0.0,0.0,,,3.229061553985873,,,,,3.229061553985873,,,,,,,,,100.0,,,,17.1,17.255297679112008,,,,,,,,,,,,,,,,,,0.8072653884964682
frumento duro,,,11.416977361835517,,0.0,,,0.0,0.0,0.0,,0.4467512880718246,0.009927806401596103,,,0.029783419204788303,0.34747322405586356,1.1913367681915321,0.09927806401596102,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.029783419204788303,53.51087650460299,62.04879000997564,cereali e derivati,,0.0,,0.0035740103045745967,,,9.729250273564181,0.32761761125267136,,2.8790638564628694,,,,,2.8790638564628694,,0.15884490242553764,,,0.3574010304574597,0.005658849648909779,,,100.0,1.2906148322074933,0.49043363623884745,,13.0,12.906148322074934,0.00039711225606384415,0.00014891709602394152,0.47653470727661285,3.7725664326065182e-06,,,0.00042689567526863235,,,,,1.9855612803192203e-06,,,0.0,,0.0028790638564628697,3.1768980485107527
salame_ungherese,,,36.08730563553971,,0.0,,,0.04171942848039273,0.5736421416054,0.0,0.020859714240196364,8.010130268235404,1.0742752833701126,0.09386871408088363,0.11472842832108,3.8590471344363273,16.708631106397288,4.0676442768382906,0.1668777139215709,0.05214928560049091,0.31289571360294544,0.15644785680147272,0.020859714240196364,0.09386871408088363,0.0,0.0,0.0,0.0,0.04171942848039273,0.02711762851225527,0.0,1.1472842832108,salumi italiani - aggiornamento 2011,,0.09595468550490327,,0.0011264245689706037,0.0,0.0,0.0,0.19399534243382616,,37.23458991875051,,,,,,,0.017730757104166908,2.0859714240196366e-05,,18.210530531691425,0.003963345705637309,19.816728528186545,0.0,100.0,4.35968027620104,0.6643818985502542,,,24.614462803431707,0.00012515828544117818,0.00017730757104166908,12.713995829399682,0.0,,0.004171942848039272,0.00047977342752451635,,,,,0.0,5.423525702451054e-07,0.00013558814256127636,0.0,9.386871408088362e-05,0.0028369211366667054,0.0
tartufo nero,,,82.84819412796482,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.026231618193550868,0.0,0.7650888639785669,verdure e ortaggi,,0.0,,0.0038254443198928348,,,9.181066367742803,0.06776501366667306,,0.5464920456989764,,,,,0.5464920456989764,,,,,,0.002185968182795906,,,79.0,,,,6.0,6.557904548387716,,9.836856822581574e-05,,,,,5.464920456989764e-05,,,,,0.0,,,0.001092984091397953,,,0.7650888639785669
soia secca,,,9.205166792292971,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.24902398585466248,10.755510673100208,22.479986271704938,legumi,,0.0,,0.006685857985981211,,,11.530682613503826,0.5726582709731731,,18.507230077136395,,,,,18.507230077136395,,,,,,0.002422412313761308,,,100.0,,1.6859989703778704,,36.9,35.754805751116905,,0.0005038617612623522,,,,0.003875859702018093,0.0009592752762494779,,,,,,,,,,,10.658614180549755
mais,6.300809501582013,19.144395075467315,12.098328536063773,7.578392994990348,0.0,,4.519935541073425,0.0,0.27100255920782856,0.0,,0.0967866282885102,0.0,,,0.0967866282885102,0.8420436661100386,1.3743701216968447,0.24196657072127545,0.0967866282885102,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.014517994243276528,63.87917467041673,72.68675784467115,cereali e derivati,2.1486631480049265,0.0,5.061940659489084,0.0023228790789242442,,,1.9357325657702036,0.2477737684185861,3.6488558864768343,3.677891874963387,,3.7553211775941953,2.8164908831956468,12.291901792640795,3.677891874963387,2.7487402433936894,0.11614395394621223,,2.0421978568875647,0.8420436661100386,0.0014517994243276528,,,100.0,1.6163366924181202,0.2777776231880243,9.262480327210426,9.2,8.904369802542938,0.00030003854769438163,0.0001935732565770204,0.561362444073359,1.5001927384719082e-05,4.994190019687126,0.03387531990097857,0.00034843186183863666,3.697249200621089,3.6004625723325794,0.6581490723618694,5.071619322317934,6.0007709538876326e-05,,,0.0,,0.002138984485176075,2.4196657072127548
