name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
barilla - mulino bianco torte - crostata di albicocche,,,10.1999998092651,,,,,,,,,,418.0,,82.3000030517578,,,prodotti da forno,,,,,,2.0,,,,,,,,17.0,,,,,,,,,4.0,,,,,0.17,,,,,,,,,
condimento con pancetta e pomodoro,,,,,,,0.004,,,,0.0,,326.0,,,0.0,9.2e-05,grassi e olii,,0.004,0.016399999999999998,5.2e-05,,,6.909999999999999e-05,,,,,,,,,0.002597,2.9e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
colussi - sapori - divisione salutistica - bjorg gallette di riso integrale bio,,,,,,,,,,,,,406.0,,84.5,,,prodotti da forno,,,,,,,,,,,,,,3.9000000953674303,,,,,,,,,8.300000190734862,,,,,,,,,,,,,,
algida cucciolone classico,,,5.0,,,,,,,,,,270.0,,45.0,,,dolci,,,,,,3.0,,,,,,,,8.0,,,,,,,,,6.0,,,,,0.17,,,,,,,,,
galbusera frollini thèfroll,6.599999904632571,3.0,7.800000190734861,,,,,46.7000007629395,,,,,467.0,,69.6999969482422,,,prodotti da forno,,,,,,2.0,,,,,,,,17.3999996185303,,,,,,,,,7.900000095367429,,,,,0.2,,,,,,,,,
luccio dei mari del nord,,,,,,,0.0002,,,,0.0,,88.0,,,0.0,0.0,pesci,,0.039,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale mirtilli neri,,,,,,,,,,,,,105.0,,12.5,,,latticini e uova,,,,,,,,,,,,,,4.30000019073486,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,
sale,,,,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,spezie ed erbe,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle kit kat - trio,,,,,,,,,,,,,527.0,,64.40000152587889,,,dolci,,,,,,,,,,,,,,26.7000007629395,,,,,,,,,7.300000190734861,,,,,,,,,,,,,,
lombata di maiale,,,,,,,0.00022,,,,0.0,,168.0,,,0.0,0.0,maiale,,0.07,0.0792,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
"milkshake alla vaniglia, burger king",,,,0.0,,0.00062,0.00032,,,,,0.10400000000000001,168.0,,,,,fast food,3.6e-07,0.031,,,0.00042,,,,,,,0.097,,,,,,0.012,6.1e-05,8.999999999999999e-05,3e-05,0.153,,0.00019,,0.00017999999999999998,3.2e-06,0.1,,,0.0,,,,,,0.00067
"borragine, lessa e salata",,,,,,,,,,,,,25.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danone danacol - fragola,,,0.6000000238418579,,,,,,,,,,97.0,,4.40000009536743,,,latticini e uova,,,,,,0.699999988079071,,,,,,,,0.6000000238418579,,,,,,,,,3.5,,,,,0.04,,,,,,,,,
"riso, cotto",,,,,,,,,,,,,130.0,,,,,cereali e pasta,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colussi misura crackers soia,,,6.199999809265139,,,,,,,,,,437.0,,60.2000007629395,,,prodotti da forno,,,,,,4.59999990463257,,,,,,,,15.1000003814697,,,,,,,,,15.0,,,,,0.8,,,,,,,,,
nestle - buitoni pasta frolla panetto buitoni,,,8.199999809265138,,,,,,,,,,428.0,,58.9000015258789,,,cereali e pasta,,,,,,1.70000004768372,,,,,,,,18.7000007629395,,,,,,,,,6.0,,,,,0.08,,,,,,,,,
costolette di maiale,,,,,,,0.00012,,,,0.0,,186.0,,,0.0,0.0,maiale,,0.058,0.0548,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
barilla - mulino bianco merende - cornetti,,,13.8000001907349,,,,,,,,,,445.0,,43.7000007629395,,,prodotti da forno,,,,,,2.0,,,,,,,,26.5,,,,,,,,,8.0,,,,,0.25,,,,,,,,,
ferrero kinder sorpresa - confezione justice league 6 pz,,,23.0,,,,,,,,,0.28500000000000003,561.0,,51.7000007629395,,,dolci,,,,,,1.0,,,,,,0.26,,35.2999992370605,,,,0.045,,,,,9.0,,,,,0.12,,,,,,,,,
peperoncini piccanti,,,,,,,0.00069,,,,0.0,,40.0,,,3.6e-05,0.000534,verdure,,0.0,0.0109,3.9999999999999996e-05,,,1.4e-05,,,,,,,,,0.0,0.000709,,,,,,,,,,,,,0.0,,,,,,0.0,
ferrero kinder pinguì cocco,,,21.899999618530305,,,,,,,,,0.15,471.0,,36.0,,,snacks,,,,,,1.39999997615814,,,,,,0.17,,33.2000007629395,,,,,,,,,7.0,,,,,0.06,,,,,,,,,
agnesi festaiola sfoglia ruvida fettuccine,,,,,,,,,,,,,355.0,,67.0,,,cereali e pasta,,,,,,3.0,,,,,,,,3.5,,,,,,,,,14.0,,,,,,,,,,,,,,
nestle - motta nero perugina - gelato cocco,,,,,,,,,,,,,314.0,,29.100000381469695,,,dolci,,,,,,,,,,,,,,19.7000007629395,,,,,,,,,4.90000009536743,,,,,,,,,,,,,,
nestle nero perugina - ovetti nero arancia,,,,,,,,,,,,,529.0,,53.5,,,dolci,,,,,,,,,,,,,,32.7999992370605,,,,,,,,,5.0,,,,,,,,,,,,,,
barilla - mulino bianco biscotti spicchi di sole,,,18.0,,,,,,,,,,468.0,,70.0,,,prodotti da forno,,,,,,2.5,,,,,,,,18.0,,,,,,,,,6.5,,,,,0.25,,,,,,,,,
"frullato al cioccolato, fast-food",,,,,,,0.00011,,,,0.001,,127.0,,,0.0,4.9999999999999996e-06,bevande,,0.013000000000000001,0.0256,0.0,,,1.5e-06,,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.045,,,,,,0.0,
nestle - motta la cremeria - minibiscotti vaniglia cacao,,,8.0,,,,,,,,,,297.0,,47.2999992370605,,,prodotti da forno,,,,,,3.20000004768372,,,,,,,,9.39999961853027,,,,,,,,,5.599999904632571,,,,,0.11,,,,,,,,,
lombo di maiale cotto,,,,,,,0.00019,,,,0.0,,248.0,,,0.0,0.0,maiale,,0.082,0.0931,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
cocco,,,,,,,0.00024,,,,0.0,,354.0,,,0.0,0.0,semi e noci,,0.0,0.0121,0.0,,,2e-07,0.047,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0005300000000000001,,0.0,
hamburger con salse e condimenti,,,,0.0015,,,,,,,,,254.0,,,,,fast food,8e-07,0.024,,,,,,,,4.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
kellogs cereali - kellogg's corn flakes gli originali,,,,,,,,,,,,,372.0,,84.0,,,cereali per colazione,8.299999833106991e-07,,,,0.008,3.0,,,,,,,,0.8999999761581421,,,,,,0.0148999996185303,0.0017000000476837202,,7.0,,,0.00129999995231628,,0.7000000000000001,,,0.0012000000476837201,,,,,,
fiocchi di cereali allo sciroppo d'acero,,,,,,,0.00075,,,,0.0,,430.0,,,1.6e-05,2.4e-05,cereali per colazione,,0.0,0.01,0.0,,,2.2999999999999996e-06,0.008,,,,,,,,0.0,0.000381,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - alta qualità yogurt - yogurt pesca e mango con pezzi fatto con latte fresco alta qualità,,,,,,,,,,,,,103.0,,14.6000003814697,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
"ravanelli bolliti, senza sale",,,,,,,0.0,,,,0.0,,17.0,,,0.0,0.0,verdure,,0.0,0.0068,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
aneto,,,,,,,,,,,,,43.0,,,,,spezie ed erbe,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"croissant salato con uova, salsa e formaggio",,,,0.0001,,,,,,,,,327.0,,,,,fast food,5.6e-07,0.135,0.084,,,,,,,2.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia gelato nocciola e cacao variegato cacao,,,,,,,,,,,,,201.0,,22.0,,,soia,,,,,,2.09999990463257,,,,,,,,11.0,,,,,,,,,3.5,,,,,,,,,,,,,,
colussi - sapori - divisione salutistica - bjorg crackers sesamo e rosmarino bio,,,,,,,,,,,,,445.0,,64.09999847412111,,,prodotti da forno,,,,,,,,,,,,,,16.2999992370605,,,,,,,,,10.3999996185303,,,,,,,,,,,,,,
cipolla in polvere,,,,,,,0.00027,,,,0.0,,341.0,,,0.0,0.0,spezie ed erbe,,0.0,0.039,0.0,,,4.1e-06,0.08700000000000001,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,5e-05,,0.0,
"cracker, a basso contenuto di grassi",,,,,,,0.00118,,,,0.0,,444.0,,,0.0,0.0,prodotti da forno,,0.0,0.029500000000000002,0.0,,,2.4699999999999997e-05,,,,,,,,,0.0,8.599999999999999e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
maionese,,,,,,,0.01179,,,,0.0,,688.0,,,0.0,0.0,grassi e olii,,0.0,0.0007,0.0,,,2.4699999999999997e-05,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr vellutata di spinaci,,,,,,,,,,,,,70.0,,4.0,,,"pasti completi, antipasti e contorni",,,,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,,,,,,,,,,,
nestle - motta maxibon - pops,,,19.0,,,,,,,,,,348.0,,28.0,,,dolci,,,,,,0.8999999761581421,,,,,,,,24.5,,,,,,,,,3.70000004768372,,,,,0.05,,,,,,,,,
granarolo - yomo yogurt yomo desiderio caffè e cioccolato,,,,,,,,,,,,,133.0,,15.8999996185303,,,latticini e uova,,,,,,,,,,,,,,5.900000095367429,,,,,,,,,15.8999996185303,,,,,,,,,,,,,,
granarolo linea granarolo - latte granarolo gran gusto,,,,,,,,,,,,0.12,65.0,,4.9499998092651385,,,latticini e uova,,,,,,,,,,,,,,3.5999999046325697,,,,,,,,,3.1500000953674303,,,,,,,,,,,,,,
kraft philadephia alle olive - 6 porzioni,,,11.0,,,,,,,,,,220.0,,3.0999999046325697,,,latticini e uova,,,,,,0.400000005960464,,,,,,,,18.5,,,,,,,,,9.5,,,,,0.5,,,,,,,,,
doria frollini nonnine,,,8.199999809265138,,,,,,,,,,457.0,,72.0999984741211,,,prodotti da forno,,,,,,2.2000000476837203,,,,,,,,15.5,,,,,,,,,7.400000095367429,,,,,0.24,,,,,,,,,
nestle la cremeria - stecco pesca tropical x 3,,,0.0,,,,,,,,,,105.0,,25.399999618530305,,,dolci,,,,,,2.5,,,,,,,,0.0,,,,,,,,,0.5,,,,,0.006,,,,,,,,,
pate di tartufo,,,,0.002,,,,,,,,,327.0,,,,0.0,carne macinata,3.2e-06,0.105,,,,,,,,5.9999999999999995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"rape, bollite, senza sale",,,,,,,2e-05,,,,0.0,,23.0,,,0.0,0.0,verdure,,0.0,0.0087,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
algida cornetto classico super,,,11.0,,,,,,,,,,290.0,,33.0,,,dolci,,,,,,1.5,,,,,,,,16.0,,,,,,,,,4.5,,,,,0.09,,,,,,,,,
lamponi selvatici,,,,0.0264,,0.0003,0.00057,,,,,,62.0,,,2e-06,1.3e-05,cibi etnici,,,0.0095,3.1e-05,,,6.5999999999999995e-06,,,4.9999999999999996e-06,4.9999999999999996e-06,,,,,0.0,0.00013,,,0.00103,0.000104,,,,,8e-05,,,,,1.8000000000000004e-05,4e-05,0.0024,0.00222,,,
gambo di broccoli,,,,,,,,,,,,,28.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eglefino,,,,,,,0.00045000000000000004,,,,0.0,,74.0,,,0.0,0.0,pesci,,0.054,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
prugne selvatiche,,,,0.0103,,0.000301,0.0005300000000000001,,,,,,91.0,,,0.00014,0.0019299999999999999,cibi etnici,,,0.005200000000000001,0.000157,,,1.12e-05,,,1e-06,1e-06,,,,,0.0,0.0009199999999999999,,,0.00036700000000000014,9.3e-05,,,,,4.2000000000000004e-05,,,,,5e-06,1e-05,5e-05,0.00041,,,
trota,,,,,,,0.0002,,,,0.0,,148.0,,,0.0,0.0,pesci,,0.058,0.065,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
farina d'avena,,,,,,,0.0007,,,,0.0,,404.0,,,0.0,0.0,cereali e pasta,,0.0,0.0299,0.0,,,3.2e-06,,,,,,,,,0.0,0.00017999999999999998,,,,,,,,,,,,,0.0,,,,,,0.0,
"pate di pollo, in scatola",,,,,,,0.00098,,,,0.0,,201.0,,,0.0,0.0,carne macinata,,0.391,0.2288,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
pollo in umido,,,,,,,0.00027,,,,0.0,,258.0,,,0.0,0.0,pollo,,0.078,0.0511,0.0,,,4.1e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
torta con crema e cioccolato,,,,,,,0.00109,,,,0.006,,399.0,,,0.0,0.0,prodotti da forno,,0.0,0.0206,0.0,,,1.0599999999999998e-05,,,,,,,,,0.0,3e-06,,,,,,,,,,,,,0.215,,,,,,0.0,
ferrero tic tac - astuccio arancia - 49,,,,,,,,,,,,,392.0,,96.0,,,dolci,,,,,,,,,,,,,,0.400000005960464,,,,,,,,,0.400000005960464,,,,,,,,,,,,,,
crema di whiskey,,,,0.0016,,,0.0,,,,0.0,,153.0,,,0.0,0.0,bevande,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
barilla - mulino bianco torte - crostata due bontà,,,10.1999998092651,,,,,,,,,,418.0,,62.2999992370605,,,prodotti da forno,,,,,,2.0,,,,,,,,17.0,,,,,,,,,4.0,,,,,0.12,,,,,,,,,
barilla - mulino bianco pan di casa - ciabatta farina integrale,,,2.0,,,,,,,,,,265.0,,45.0999984741211,,,prodotti da forno,,,,,,6.0,,,,,,,,5.0,,,,,,,,,10.0,,,,,0.6,,,,,,,,,
granarolo - prima natura bio ricotta prima natura bio,,,,,,,,,,,,,134.0,,2.0,,,latticini e uova,,,,,,,,,,,,,,10.0,,,,,,,,,9.0,,,,,,,,,,,,,,
ferrero tic tac winter - eucalipto e miele,,,,,,,,,,,,,391.0,,96.8000030517578,,,dolci,,,,,,,,,,,,,,0.400000005960464,,,,,,,,,0.100000001490116,,,,,,,,,,,,,,
litchi,,,,,,,7.000000000000001e-05,,,,0.0,,66.0,,,0.0,0.0,frutta e succhi,,0.0,0.0070999999999999995,0.0,,,4e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
olio di sardine,,,,,,,,,,,,,902.0,,,,,grassi e olii,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle mare fresco - filettini di nasello,,,0.30000001192092896,,,,,,,,,,78.0,,0.200000002980232,,,pesci,,,,,,0.0,,,,,,,,1.0,,,,,,,,,17.0,,,,,0.116,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale malto,,,,,,,,,,,,,115.0,,13.5,,,latticini e uova,,,,,,,,,,,,,,4.59999990463257,,,,,,,,,4.0,,,,,,,,,,,,,,
barilla - mulino bianco panbauletto 5 cereali e soia,,,1.89999997615814,,,,,,,,,,272.0,,43.5,,,prodotti da forno,,,,,,4.0,,,,,,,,5.5,,,,,,,,,12.0,,,,,0.55,,,,,,,,,
algida cornetto soft crema,,,7.0,,,,,,,,,,190.0,,24.0,,,dolci,,,,,,0.699999988079071,,,,,,,,8.0,,,,,,,,,4.5,,,,,0.8,,,,,,,,,
doria crackers doriano i gustosi al pomodoro,,,16.6000003814697,,,,,,,,,,489.0,,62.4000015258789,,,prodotti da forno,,,,,,3.0,,,,,,,,22.399999618530305,,,,,,,,,9.39999961853027,,,,,1.3900000000000001,,,,,,,,,
ferrero tic tac summer - exotic fruits,,,,,,,,,,,,,388.0,,93.6999969482422,,,dolci,,,,,,,,,,,,,,0.699999988079071,,,,,,,,,0.100000001490116,,,,,,,,,,,,,,
"carne d'oca, cruda",,,,0.007200000000000001,,,,,,,,,161.0,,,,,pollo,4.9e-07,0.084,,,,,,,,3.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
parmalat latte prima crescita,0.8999999761581421,0.5,1.39999997615814,,1.9999999999999998e-05,,,,,,,0.096,63.0,,7.5,,,cibi per bambini,,,,,,0.6000000238418579,,,,,,,,2.79999995231628,,,,,,,,,,,,,,0.028,,,,,,,,,
crema di sedano,,,,,,,0.00139,,,,0.0,,72.0,,,0.0,0.00015099999999999998,"zuppe, salse e sughi",,0.011,0.009000000000000001,0.0,,,1.7199999999999998e-05,,,,,,,,,0.0,0.000155,,,,,,,,,,,,,0.0,,,,,,0.0,
agnesi pasta all`uovo pastine - risini,,,,,,,,,,,,,372.0,,71.0999984741211,,,cereali e pasta,,,,,,,,,,,,,,3.5,,,,,,,,,14.0,,,,,,,,,,,,,,
colussi - sapori ricorrenze natale - granellato noir,,,,,,,,,,,,,488.0,,42.7000007629395,,,prodotti da forno,,,,,,,,,,,,,,31.2999992370605,,,,,,,,,8.80000019073486,,,,,,,,,,,,,,
colussi - sapori ricorrenze pasqua - colomba classica,,,,,,,,,,,,,372.0,,58.0,,,prodotti da forno,,,,,,,,,,,,,,13.0,,,,,,,,,6.0,,,,,,,,,,,,,,
pesce lupo,,,,0.0,,,,,,,,,96.0,,,,,pesci,2.0299999999999996e-06,0.046,,,,,,,,4.9999999999999996e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle fruit joy - berry trio,,,0.0,,,,,,,,,,350.0,,83.4000015258789,,,dolci,,,,,,0.0,,,,,,,,0.0,,,,,,,,,4.30000019073486,,,,,0.1,,,,,,,,,
galbani - bel paese crema più,,,,,,,,,,,,0.27,241.0,,3.0,,,latticini e uova,,,,,,,,,,,,,,21.0,,,,,,,,,11.0,,,,,,,,,,,,,,
pane degli angeli,,,,0.0,,,,,,,,,258.0,,,,,prodotti da forno,6e-08,0.0,,,,,,,,3.5e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle sveltesse - la frutta - mirtilli,,,0.0500000007450581,,,,,,,,,,39.0,,5.400000095367429,,,latticini e uova,,,,,,0.699999988079071,,,,,,,,0.200000002980232,,,,,,,,,4.099999904632569,,,,,0.07,,,,,,,,,
nestle - motta maxicono rum,,,,,,,,,,,,,297.0,,35.7000007629395,,,dolci,,,,,,,,,,,,,,15.3000001907349,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,
nestle dragonball z coppa panna cioccolato,,,7.400000095367429,,,,,,,,,,194.0,,19.7000007629395,,,dolci,,,,,,1.0,,,,,,,,11.1999998092651,,,,,,,,,3.5999999046325697,,,,,0.05,,,,,,,,,
ravanelli bianchi,,,,,,,,,,,,,14.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrero kinder merendero - confezione 3 pz scrat,,,14.0,,,,,,,,,0.21,545.0,,55.0,,,dolci,,,,,,1.79999995231628,,,,,,0.2,,32.4000015258789,,,,0.048,,,,,8.300000190734862,,,,,0.083,,,,,,,,,
danone - activia delizia albicocca,,,,,,,,,,,,,103.0,,14.1000003814697,,,dolci,,,,,,0.699999988079071,,,,,,,,2.9000000953674303,,,,,,,,,5.1999998092651385,,,,,,,,,,,,,,
colussi - sapori - divisione salutistica - bjorg gallette quattro cereali,,,,,,,,,,,,,356.0,,74.0,,,prodotti da forno,,,,,,,,,,,,,,2.4000000953674303,,,,,,,,,9.60000038146973,,,,,,,,,,,,,,
algida carte d'or cioccolato extra dark,,,9.0,,,,,,,,,,220.0,,23.0,,,dolci,,,,,,5.0,,,,,,,,11.0,,,,,,,,,5.0,,,,,0.06,,,,,,,,,
granarolo linea granarolo - ricotta granarolo,,,,,,,,,,,,0.23500000000000001,156.0,,3.5,,,latticini e uova,,,,,,,,,,,,,,12.0,,,,,,,,,8.5,,,,,,,,,,,,,,
fichi secchi cotti,,,,,,,0.00035,,,,0.0,,249.0,,,0.0,6e-06,frutta e succhi,,0.0,0.0158,0.0,,,1.56e-05,,,,,,,,,0.0,3.2e-05,,,,,,,,,,,,,0.0,,1e-05,1e-05,0.00037,,0.0,
granarolo linea granarolo - sdrink uht,,,,,,,,,,,,,333.0,,12.5,,,latticini e uova,,,,,,,,,,,,,,1.60000002384186,,,,,,,,,3.5999999046325697,,,,,,,,,,,,,,
valsoia crema,,,,,,,,,,,,,503.0,,52.0,,,soia,,,,,,7.5,,,,,,,,29.0,,,,,,,,,8.5,,,,,,,,,,,,,,
bicarbonato di sodio,,,,,,,0.0,,,,0.0,,0.0,,,0.0,0.0,prodotti da forno,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
biscotti secchi,,,,,,,0.00012,,,,0.0,,446.0,,,0.0,0.0,prodotti da forno,,0.0,0.0094,0.0,,,5.9e-06,,,,,,,,,0.0,2e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
kraft linea,,,,,,,,,,,,,254.0,,,,,latticini e uova,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,
formaggio roquefort,,,,0.0,,,,,,,,,369.0,,,,,latticini e uova,6.4e-07,0.09,,,,,,,,4.9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fagiolo alato (winged bean, dall'asia), crudo",,,,,,,,,,,,,49.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia tofu,,,,,,,,,,,,,158.0,,1.0,,,soia,,,,,,2.09999990463257,,,,,,,,10.5,,,,,,,,,15.0,,,,,,,,,,,,,,
olio di semi di girasole,,,,0.0,,,0.04108,,,,0.0,,884.0,,,0.0,0.0,grassi e olii,0.0,0.0,,0.0,,,5.4e-06,0.1,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
algida frusi frutti di bosco,,,2.0,,,,,,,,,,160.0,,30.0,,,dolci,,,,,,1.0,,,,,,,,3.5,,,,,,,,,3.0,,,,,0.03,,,,,,,,,
nestle lion,,,,,,,,,,,,,504.0,,62.7999992370605,,,snacks,,,,,,,,,,,,,,25.899999618530305,,,,,,,,,4.8000001907348615,,,,,,,,,,,,,,
"astice, cotto",,,,,,,0.0015,,,,0.0,,82.0,,,0.0,0.0,pesci,,0.133,0.08090000000000001,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
salsa di carne,,,,,,,2e-05,,,,0.0,,53.0,,,0.0,0.0,"zuppe, salse e sughi",,0.003,0.0063,0.0,,,1e-07,,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle chokella cereali,,,3.29999995231628,0.051000000000000004,0.00016999999999999999,0.00509999990463257,,,,,,0.267,411.0,,73.8000030517578,,,cereali per colazione,,,,,0.0118999996185303,4.6999998092651385,,,,,,,,9.89999961853027,,,,,,0.015300000190734901,0.0017000000476837202,,6.099999904632571,,,0.00139999997615814,,0.4,,,0.0012000000476837201,,,,8.500000238418579e-07,,
barilla - mulino bianco biscotti rigoli,,,7.699999809265139,,,,,,,,,,453.0,,71.3000030517578,,,prodotti da forno,,,,,,2.5,,,,,,,,15.0,,,,,,,,,8.199999809265138,,,,,0.2,,,,,,,,,
"lenticchie, lesse",,,,,,,0.00011,,,,0.0,,116.0,,,0.0,4.9999999999999996e-06,legumi e derivati,,0.0,0.03270000000000001,0.0,,,1.6999999999999998e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
farina di mais bianco,,,,,,,0.00042,,,,0.0,,361.0,,,0.0,1e-06,cereali e pasta,,0.0,0.0216,1e-06,,,3e-07,,,,,,,,,0.0,4.9999999999999996e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr dado gusto delicato,,,,,,,,,,,,,267.0,,0.8999999761581421,,,spezie ed erbe,,,,,,,,,,,,,,22.2999992370605,,,,,,,,,11.8000001907349,,,,,,,,,,,,,,
"granarolo - yomo yomo 100% naturale 0,1% grassi frutti dei tropici",,,,,,,,,,,,,72.0,,12.3000001907349,,,latticini e uova,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,4.40000009536743,,,,,,,,,,,,,,
nestle - motta maxicono amarena,,,,,,,,,,,,,256.0,,38.5,,,dolci,,,,,,,,,,,,,,10.1000003814697,,,,,,,,,2.5,,,,,,,,,,,,,,
loacker lemon classic 45 grammi,,,,,,,,,,,,,515.0,,64.1999969482422,,,prodotti da forno,,,,,,,,,,,,,,26.600000381469695,,,,,,,,,4.8000001907348615,,,,,,,,,,,,,,
"fesa di vitello, brasato",,,,0.0,,,0.0005,,,,,,203.0,,,,,"agnello, vitello, cacciagione",1.1899999999999998e-06,0.135,,,,,,,,1.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"formaggio greco, feta",,,,,,,0.00017999999999999998,,,,0.0,,264.0,,,0.0,3e-06,latticini e uova,,0.089,0.0154,0.0,,,1.8e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
germe di grano,,,,,,,,,,,,,360.0,,,,,cereali e pasta,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danone - activia 0.1 % kiwi,,,,,,,,,,,,,51.0,,7.199999809265139,,,latticini e uova,,,,,,1.79999995231628,,,,,,,,0.100000001490116,,,,,,,,,4.30000019073486,,,,,,,,,,,,,,
loacker sandwich hazelnut 30 grammi,,,,,,,,,,,,,506.0,,60.5,,,prodotti da forno,,,,,,,,,,,,,,25.899999618530305,,,,,,,,,7.800000190734861,,,,,,,,,,,,,,
knorr brodo granulare classico,,,,,,,,,,,,,207.0,,38.4000015258789,,,spezie ed erbe,,,,,,,,,,,,,,0.699999988079071,,,,,,,,,11.5,,,,,,,,,,,,,,
granarolo - alta qualità yogurt - yogurt bianco dolce fatto con latte fresco alta qualità,,,,,,,,,,,,,95.0,,11.3000001907349,,,latticini e uova,,,,,,,,,,,,,,3.79999995231628,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
