name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
merendine tipo pan di spagna,13.0,463.0,2.5,8.3,4.5,3.8,60.9,20.9,40.0,22.3,15.6,6.7,8.14,5.01,9.38,1.1,1.1,2.11,4.31,0.128,0.0,0.0013000000000000002,0.01,0.35000000000000003,0.10300000000000001,0.117,0.0007,8.999999999999999e-05,0.0,0.00012,0.0005,0.0,0.01,0.000278,0.00026199999999999997,9.6e-05,2.6099999999999996e-06,0.00283
anguilla di mare [anguilla anguilla],62.8,237.0,0.0,14.6,14.6,0.0,0.7,0.7,0.0,19.6,19.6,0.0,3.96,4.66,12.09,0.33,0.33,0.54,1.2,0.117,0.0,0.0006,0.017,0.08700000000000001,0.27,0.223,0.0025,0.00017999999999999998,0.0,0.00032,0.0026000000000000003,0.002,0.0,0.00098,0.00098,0.0,4.9000000000000005e-06,0.00414
"suino, cuore",72.0,159.0,0.0,18.3,18.3,0.0,0.4,0.4,0.0,9.4,9.4,0.0,2.71,2.18,2.35,1.41,1.41,0.47,3.29,0.079,0.0,0.0053,0.035,0.08,0.3,0.245,0.0023,0.0004,0.0,0.00127,0.0060999999999999995,0.0,0.003,9.499999999999999e-06,4.9999999999999996e-06,2.7e-05,8.499999999999999e-07,0.00045000000000000004
pasticcini al cocco,10.6,404.0,1.8,3.6,1.6,2.0,70.4,70.4,0.0,12.7,0.0,12.7,11.24,0.55,0.55,0.14,0.14,0.0,0.28,0.0,0.0,0.0008,0.007,0.247,0.156,0.043000000000000003,0.0007,1e-05,0.0,0.00011,0.0001,0.0,0.003,0.0,0.0,0.0,0.0,0.00029
"farina di soia, intera",7.0,447.0,10.7,36.8,0.0,36.8,23.5,11.2,12.3,23.5,0.0,23.5,3.3,5.62,5.7,10.68,10.68,1.0,22.36,0.0,0.0,0.006900000000000001,0.21,0.009000000000000001,1.6600000000000001,0.6,0.0039,0.00075,0.0,0.00028000000000000003,0.002,0.0,0.0,1.2e-05,0.0,7.2e-05,0.0,0.0015
oca [anser anser],49.1,373.0,0.0,15.8,15.8,0.0,0.0,0.0,0.0,34.4,34.4,0.0,9.39,0.0,18.6,3.93,3.93,0.0,7.86,0.08,0.0,0.0018000000000000002,0.013000000000000001,0.061,0.27,0.197,0.0017,7.000000000000001e-05,0.0,0.0002,0.0064,0.0,0.008,8.999999999999999e-05,8.999999999999999e-05,0.0,5e-07,0.00174
"prugne, secche",29.3,220.0,9.0,2.2,0.0,2.2,55.0,55.0,0.0,0.5,0.0,0.5,0.04,0.33,0.33,0.11,0.11,0.0,0.22,0.0,0.0,0.0039,0.059000000000000004,0.008,0.8240000000000001,0.085,0.0004,0.00017999999999999998,0.0,2e-05,0.001,0.003,0.003,1.8999999999999998e-05,0.0,0.00011399999999999999,0.0,0.0017900000000000001
pan di spagna,28.0,314.0,1.2,8.5,5.9,2.6,59.4,32.4,27.0,6.4,6.1,0.3,2.34,1.44,2.69,0.32,0.32,0.61,1.25,0.185,0.0,0.0011,0.024,0.054,0.10400000000000001,0.10200000000000001,0.0008,0.00011,0.0,0.00024,0.0005,0.0,0.018000000000000002,0.00010999999999999999,0.00010999999999999999,0.0,1e-06,0.00102
ricotta di vacca,73.0,136.0,0.0,12.2,12.2,0.0,4.0,4.0,0.0,8.0,8.0,0.0,4.96,2.19,2.59,0.16,0.16,0.0,0.32,0.032,0.0,0.0005,0.394,0.1,0.11,0.17,0.0013000000000000002,2e-05,0.0,0.00019,0.0001,0.0,0.006,0.00020033,0.000185,9.2e-05,3e-08,3e-05
aringa [clupea harengus],68.0,190.0,0.0,17.8,17.8,0.0,0.0,0.0,0.0,13.2,13.2,0.0,2.63,1.86,6.82,0.17,0.17,1.74,2.08,0.05,0.0,0.0012,0.06,0.12,0.32,0.23,0.0009000000000000001,1e-05,0.0,0.00026000000000000003,0.0040999999999999995,0.0,0.0,4.4e-05,4.4e-05,0.0,1.8999999999999998e-05,0.00076
budino al cioccolato,69.3,133.0,1.0,2.7,2.0,0.7,21.8,12.6,9.2,4.0,3.9,0.1,0.71,1.69,1.7,1.33,1.33,0.0,2.66,0.003,0.0,0.0005,0.09,0.129,0.18,0.08,0.0004,3e-05,0.0,0.00016,0.0003,0.002,0.0,1.1e-05,1.1e-05,0.0,3e-08,0.00013000000000000002
cicoria [cichorium intybus],93.4,10.0,3.6,1.4,0.0,1.4,0.7,0.7,0.0,0.2,0.0,0.2,0.05,0.0,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0007,0.074,0.014,0.23600000000000002,0.031,0.0002,3e-05,0.0,0.00019,0.0003,0.017,0.0,0.00021899999999999998,0.0,0.0013139999999999998,0.0,0.00057
aringa marinata,60.2,199.0,0.0,18.3,18.3,0.0,0.0,0.0,0.0,14.0,14.0,0.0,2.79,1.97,7.23,0.18,0.18,1.84,2.2,0.042,0.0,0.0007,0.03,1.03,0.098,0.15,0.0003,5e-05,0.0,0.00021,0.0033,0.0,0.0,4.6e-05,4.6e-05,0.0,1.6e-05,0.00064
avocado [persea gratissima],64.0,231.0,3.3,4.4,0.0,4.4,1.8,1.8,0.0,23.0,0.0,23.0,2.7,16.51,17.28,1.89,1.89,0.02,3.8,0.0,0.0,0.0006,0.013000000000000001,0.002,0.45,0.044,0.0005,8.999999999999999e-05,0.0,0.00012,0.0011,0.018000000000000002,0.0,1.4e-05,0.0,8.4e-05,0.0,0.00419
sardine sott'olio,57.0,198.0,0.0,22.3,22.3,0.0,0.0,0.0,0.0,12.1,9.8,2.3,2.4,3.43,4.98,2.23,2.23,1.8,6.26,0.14,0.0,0.0028,0.613,0.48,0.41000000000000003,0.368,0.0022,0.00012,0.0,0.00034,0.0074,0.0,0.008,6e-06,6e-06,0.0,4.2999999999999995e-06,0.00027
pasti dietetici sostitutivi,5.0,355.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.735,0.5,0.75,0.55,0.012,0.00143,0.0,0.00134,0.022,0.095,0.31,0.000838,0.000419,0.0025139999999999997,2e-06,0.010400000000000001
"zucchero di canna, grezzo",0.0,362.0,0.0,0.1,0.0,0.1,101.3,101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.056,0.031,0.14,0.004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frumento duro [triticum durum],11.5,314.0,12.6,13.0,0.0,13.0,63.0,3.2,59.8,2.9,0.0,2.9,0.53,0.39,0.4,1.09,1.09,0.0,2.18,0.0,0.0,0.0036000000000000003,0.03,0.002,0.431,0.33,0.004200000000000001,0.00043,0.0,0.00015,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.00101
valeriana [valerianella olitoria],92.8,21.0,1.5,2.0,0.0,2.0,3.6,3.6,0.0,0.4,0.0,0.4,0.05,0.01,0.01,0.06,0.06,0.0,0.12,0.0,0.0,0.0022,0.038,0.004,0.459,0.053,0.0006,7.000000000000001e-05,0.0,8.999999999999999e-05,0.0004,0.0,0.014,0.000709,0.0,0.004254,0.0,0.0006
corned beef in scatola,59.6,219.0,0.0,23.2,23.2,0.0,0.0,0.0,0.0,14.0,14.0,0.0,5.88,5.5,6.64,0.27,0.27,0.13,0.67,0.108,0.0,0.0024,0.009000000000000001,1.0,0.14,0.125,0.0055,3e-05,0.0,0.00015,0.0017,0.0,0.0,0.0,0.0,0.0,1.6999999999999998e-06,0.001
gelato alla frutta,59.8,179.0,0.0,3.5,3.5,0.0,23.7,23.7,0.0,8.0,8.0,0.0,4.96,2.19,2.59,0.16,0.16,0.0,0.32,0.026000000000000002,0.0,0.0005,0.11,0.061,0.18,0.099,0.0004,4e-05,0.0,0.00026000000000000003,0.0002,0.001,0.0,0.00012067,9.4e-05,0.00015999999999999999,1e-07,0.00017
emmenthal,34.6,403.0,0.0,28.5,28.5,0.0,3.6,3.6,0.0,30.6,30.6,0.0,18.4,9.05,9.82,1.37,1.37,0.0,2.74,0.1,0.0,0.0003,1.145,0.45,0.107,0.7000000000000001,0.005,1e-05,0.0,0.00045000000000000004,0.0001,0.001,0.0,0.00013566999999999998,0.000124,7e-05,2.5e-07,0.00044
vino rosso,89.0,76.0,0.0,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0009000000000000001,0.007,0.007,0.11,0.013000000000000001,0.0001,0.0,0.0,2e-05,0.0001,0.0,0.001,0.0,0.0,0.0,0.0,0.0
"caffe' solubile, in tazza",99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.033,0.003,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"menta, secca",11.3,279.0,44.7,24.8,0.0,24.8,34.6,34.6,0.0,4.6,0.0,4.6,0.76,1.69,1.75,0.7,0.7,0.0,1.4,0.0,0.0,0.006200000000000001,1.37,0.098,1.7,0.49,0.0038,0.00012,0.0,0.00033,0.0011,0.0,0.11,0.0008049999999999999,0.0,0.00483,0.0,0.005
albicocche (prunus armeniaca),86.3,28.0,1.5,0.4,0.0,0.4,6.8,6.8,0.0,0.1,0.0,0.1,0.01,0.04,0.04,0.02,0.02,0.0,0.04,0.0,0.0,0.0005,0.016,0.001,0.32,0.016,0.0001,3e-05,0.0,3e-05,0.0005,0.013000000000000001,0.0,0.00035999999999999997,0.0,0.00216,0.0,0.00061
lattuga [lactuca sativa],94.3,19.0,1.5,1.8,0.0,1.8,2.2,2.2,0.0,0.4,0.0,0.4,0.05,0.01,0.01,0.06,0.06,0.0,0.12,0.0,0.0,0.0008,0.045,0.009000000000000001,0.24,0.031,0.0002,5e-05,0.0,0.00017999999999999998,0.0007,0.006,0.064,0.00022899999999999998,0.0,0.001374,0.0,0.00066
scorzonera [tragopogon porrifolius],83.3,27.0,3.2,1.3,0.0,1.3,5.0,1.5,3.5,0.3,0.0,0.3,0.07,0.01,0.01,0.11,0.11,0.0,0.22,0.0,0.0,0.0009000000000000001,0.042,0.005,0.31,0.042,0.0002,6e-05,0.0,1e-05,0.0002,0.0,0.057,3.33e-06,0.0,1.9999999999999998e-05,0.0,0.00019
prugne [prunus domestica],87.5,42.0,1.4,0.5,0.0,0.5,10.5,10.5,0.0,0.1,0.0,0.1,0.01,0.06,0.06,0.02,0.02,0.0,0.04,0.0,0.0,0.0002,0.013000000000000001,0.002,0.19,0.014,0.0,8e-05,0.0,5e-05,0.0005,0.005,0.002,1.6e-05,0.0,9.6e-05,0.0,0.00047
farina di mais,12.5,365.0,2.6,8.7,0.0,8.7,81.5,1.5,80.0,2.7,0.0,2.7,0.34,0.62,0.62,1.01,1.01,0.0,2.02,0.0,0.0,0.0018000000000000002,0.006,0.001,0.13,0.099,0.001,0.00035,0.0,0.0001,0.0019,0.0,0.0,6.7e-05,0.0,0.00040199999999999996,0.0,0.0
"caffe' solubile, decaffeinato, in polvere",3.2,224.0,0.0,13.9,0.0,13.9,42.6,25.2,17.4,0.2,0.0,0.2,0.1,0.02,0.02,0.09,0.09,0.0,0.18,0.0,0.0,0.0038,0.14,0.023,0.004,0.28600000000000003,0.0001,1e-05,0.0,0.00136,0.028100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crema per pasticceria,59.0,192.0,0.2,4.8,4.2,0.6,30.7,25.9,4.8,6.4,6.4,0.0,2.63,2.12,2.39,0.53,0.53,0.03,1.09,0.068,0.0,0.0008,0.097,0.038,0.11,0.136,0.0008,8e-05,0.0,0.00016,0.0001,0.0,0.0,0.00011467,0.000108,3.9999999999999996e-05,7e-07,0.00049
"succo di mela, conservato, non zuccherato",88.0,38.0,0.0,0.1,0.0,0.1,9.9,9.9,0.0,0.1,0.0,0.1,0.02,0.0,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0001,0.007,0.002,0.11,0.006,0.0,1e-05,0.0,1e-05,0.0001,0.0,0.004,0.0,0.0,0.0,0.0,0.0
"basilico, secco macinato",6.4,251.0,17.8,14.4,0.0,14.4,43.2,43.2,0.0,4.0,0.0,4.0,0.27,0.58,0.58,0.48,0.48,0.0,0.96,0.0,0.0,0.042,2.11,0.034,3.43,0.49,0.0058,0.00015,0.0,0.00032,0.006900000000000001,0.0,0.0,0.00093833,0.0,0.00563,0.0,0.00915
sciroppo per bibite,20.0,297.0,0.0,0.3,0.0,0.3,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.026000000000000002,0.27,0.24,0.02,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vermouth dolce,70.6,151.0,0.0,0.0,0.0,0.0,15.9,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0004,0.006,0.028,0.03,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peperoncini piccanti [capsicum annuum],87.8,25.0,1.9,1.8,0.0,1.8,3.8,1.5,2.3,0.5,0.0,0.5,0.09,0.03,0.03,0.23,0.23,0.0,0.46,0.0,0.0,0.0005,0.018000000000000002,0.011,0.395,0.018000000000000002,0.0003,8.999999999999999e-05,0.0,0.00023,0.003,0.229,0.021,0.000824,0.0,0.004944,0.0,0.0008
dadi per brodo vegetale,5.7,253.0,0.0,13.5,0.0,13.5,11.6,2.2,9.4,17.3,0.0,17.3,4.33,7.7,7.7,4.24,4.24,0.0,8.48,0.0,0.0,0.0028,0.047,16.8,0.39,0.12,0.0004,0.00518,0.0,0.00045000000000000004,0.0022,0.0,0.0,1.4999999999999999e-05,0.0,8.999999999999999e-05,0.0,0.0
"prugne regina claudia [prunus domestica, cv italica]",82.0,41.0,2.3,0.8,0.0,0.8,9.7,9.7,0.0,0.1,0.0,0.1,0.01,0.06,0.07,0.02,0.02,0.0,0.04,0.0,0.0,0.0004,0.017,0.001,0.31,0.023,0.0001,5e-05,0.0,4e-05,0.0006,0.005,0.003,1.583e-05,0.0,9.499999999999999e-05,0.0,0.0007
"vitellone, tagli di carne grassa",70.4,155.0,0.0,20.2,20.2,0.0,0.0,0.0,0.0,8.3,8.3,0.0,3.51,3.43,4.06,0.16,0.16,0.08,0.4,0.062,0.0,0.0017,0.006,0.055,0.315,0.18,0.0038,7.000000000000001e-05,0.0,0.00027,0.0039,0.0,0.053,0.0,0.0,0.0,5e-07,8.999999999999999e-05
"stoccafisso, secco",12.0,358.0,0.0,80.1,80.1,0.0,1.1,1.1,0.0,3.5,3.5,0.0,0.68,0.32,0.51,0.03,0.03,1.15,1.21,0.082,0.0,0.0033,0.06,0.5,1.5,0.45,0.0016,0.00014000000000000001,0.0,0.0005,0.0035,0.0,0.025,0.0,0.0,0.0,0.0,0.0006
granito di tenero,14.0,354.0,2.5,9.2,0.0,9.2,82.3,0.0,82.3,1.0,0.0,1.0,0.23,0.11,0.11,0.58,0.58,0.0,1.16,0.0,0.0,0.0022,0.01,0.003,0.126,0.105,0.0006,6e-05,0.0,5e-05,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.00023
pane condito,26.0,284.0,7.3,13.3,0.0,13.3,56.9,1.2,55.7,3.4,1.6,1.8,0.99,1.83,1.91,0.38,0.38,0.03,0.79,0.007,0.0,0.0014,0.12,0.63,0.11,0.11,0.0008,3e-05,0.0,8e-05,0.0014,0.0,0.019,0.0,0.0,0.0,0.0,0.00062
salame napoli,39.0,358.0,0.0,26.7,26.7,0.0,1.7,1.7,0.0,27.3,27.3,0.0,8.04,10.69,12.02,4.1,4.1,0.59,8.79,0.08600000000000001,0.0,0.0016,0.051000000000000004,2.688,0.784,0.356,0.006,0.00016,0.0,0.00014000000000000001,0.0025,0.0,0.003,0.0,0.0,0.0,0.0,0.00023
focaccia,28.5,292.0,4.9,8.4,0.0,8.4,40.7,9.9,30.8,11.8,0.0,11.8,2.0,7.84,7.93,1.58,1.58,0.0,3.16,0.0,0.0,0.0,0.009000000000000001,0.218,0.128,0.039,0.0005,0.00021,0.0,8e-05,0.0013000000000000002,0.001,0.0,0.0,0.0,0.0,0.0,0.00051
"farina di frumento, integrale",13.4,321.0,9.6,11.9,0.0,11.9,68.4,2.1,66.3,1.9,0.0,1.9,0.43,0.21,0.21,1.1,1.1,0.0,2.2,0.0,0.0,0.003,0.028,0.003,0.337,0.3,0.0029,0.0004,0.0,0.00016,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.00121
pane tostato,25.4,298.0,4.1,8.8,0.0,8.8,69.2,2.2,67.0,0.5,0.0,0.5,0.12,0.06,0.06,0.31,0.31,0.0,0.62,0.0,0.0,0.0008,0.018000000000000002,0.6920000000000001,0.19,0.083,0.001,6e-05,0.0,6e-05,0.0009000000000000001,0.0,0.031,0.0,0.0,0.0,0.0,0.0
miso,42.9,203.0,5.4,13.3,0.0,13.3,0.0,0.0,0.0,6.2,0.0,6.2,0.89,1.35,1.36,3.07,3.07,0.0,6.14,0.0,0.0,0.004200000000000001,0.073,3.65,0.16,0.16,0.0033,8e-05,0.0,0.00019,0.0011,0.0,0.033,9e-06,0.0,5.4e-05,0.0,1e-05
"bovino, milza",75.3,107.0,0.0,18.5,18.5,0.0,0.0,0.0,0.0,3.7,3.7,0.0,1.57,1.53,1.81,0.07,0.07,0.04,0.18,0.324,0.0,0.042,0.012,0.085,0.429,0.25,0.0021000000000000003,0.00028000000000000003,0.0,0.00039000000000000005,0.0044,0.046,0.0,0.000147,0.000147,0.0,0.0,0.0
noce moscata [myristica fragrans],10.0,395.0,23.7,8.8,0.0,8.8,26.3,26.3,0.0,29.0,0.0,29.0,20.72,1.27,2.57,0.28,0.28,0.0,0.56,0.0,0.0,0.009300000000000001,0.10300000000000001,0.016,0.35000000000000003,0.21,0.0022,8.999999999999999e-05,0.0,0.0001,0.0005,0.0,0.0,8e-06,0.0,4.8e-05,0.0,0.00272
pane alle olive,35.4,286.0,3.8,7.0,0.0,7.0,52.6,3.9,48.7,6.7,0.0,6.7,1.07,4.69,4.75,0.72,0.72,0.0,1.44,0.0,0.0,0.0018000000000000002,0.114,0.5720000000000001,0.14200000000000002,0.091,0.0009000000000000001,0.00023,0.0,8e-05,0.0013000000000000002,0.0,0.026000000000000002,4.8299999999999995e-06,0.0,2.9e-05,0.0,0.0002
biscotti wafers,4.0,454.0,1.6,7.1,4.7,2.4,77.6,26.7,50.9,15.0,10.0,5.0,3.86,7.97,8.0,1.76,1.76,0.0,3.52,0.024,0.0,0.0016,0.073,0.07,0.16,0.083,0.0006,8.999999999999999e-05,0.0,8e-05,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0019
ombrina [ombrina cirrosa] surgelata,80.0,78.0,0.0,17.2,17.2,0.0,0.8,0.8,0.0,0.7,0.7,0.0,0.09,0.07,0.14,0.0,0.0,0.36,0.36,0.057,0.0,0.0004,0.015,0.12,0.28,0.092,0.0004,0.00023,0.0,0.0001,0.0045000000000000005,0.0,0.005,0.0,0.0,0.0,0.0,0.0004
babaco [carica pentagona],95.0,21.0,1.1,0.7,0.0,0.7,4.5,4.5,0.0,0.1,0.0,0.1,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.013000000000000001,0.001,0.165,0.007,0.0001,3e-05,0.0,2e-05,0.0005,0.028,0.0,2.7e-05,0.0,0.00016199999999999998,0.0,0.0011200000000000001
nocciole [corylus avellana],5.7,625.0,6.7,13.0,0.0,13.0,1.8,1.8,0.0,62.9,0.0,62.9,4.08,37.74,37.9,4.99,4.99,0.0,9.98,0.0,0.0,0.0033,0.15,0.011,0.466,0.322,0.0016,0.00051,0.0,0.0001,0.0028,0.004,0.07200000000000001,2.9999999999999997e-05,0.0,0.00017999999999999998,0.0,0.024980000000000002
"cipolle, secche",4.5,313.0,13.0,10.2,0.0,10.2,48.7,48.7,0.0,1.7,0.0,1.7,0.3,0.26,0.26,0.68,0.68,0.0,1.36,0.0,0.0,0.0026000000000000003,0.22,0.17,1.3900000000000001,0.26,0.0017,0.00023,0.0,0.0,0.0008,0.033,0.0,1.417e-05,0.0,8.499999999999999e-05,0.0,0.00269
mela [pyrus malus],85.6,45.0,2.0,0.2,0.0,0.2,11.0,11.0,0.0,0.3,0.0,0.3,0.07,0.02,0.02,0.13,0.13,0.0,0.26,0.0,0.0,0.0003,0.006,0.002,0.12,0.012,0.0001,2e-05,0.0,2e-05,0.0003,0.005,0.001,8e-06,0.0,4.8e-05,0.0,0.00059
ananas sciroppata,77.0,77.0,0.9,0.3,0.0,0.3,20.2,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.013000000000000001,0.001,0.094,0.005,0.0001,5e-05,0.0,2e-05,0.0002,0.012,0.0,6.67e-06,0.0,3.9999999999999996e-05,0.0,8e-05
arachidi [arachis hypogea] crude,7.1,571.0,7.3,26.0,0.0,26.0,11.2,4.5,6.7,47.2,0.0,47.2,6.73,21.27,21.76,12.97,12.97,0.0,25.94,0.0,0.0,0.0032,0.06,0.002,0.67,0.23900000000000002,0.0035,0.00152,0.0,8.999999999999999e-05,0.013800000000000002,0.002,0.0,0.0,0.0,0.0,0.0,0.01009
soda dolce,93.8,22.0,0.0,0.0,0.0,0.0,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farina di avena,9.0,388.0,7.6,12.6,0.0,12.6,72.9,0.0,72.9,7.1,0.0,7.1,1.24,2.56,2.57,2.71,2.71,0.0,5.42,0.0,0.0,0.004200000000000001,0.08,0.033,0.37,0.342,0.0033,0.0005200000000000001,0.0,0.00017,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.00139
melanzane [solanum melongea],92.7,15.0,2.6,1.1,0.0,1.1,2.6,2.6,0.0,0.1,0.0,0.1,0.02,0.01,0.01,0.03,0.03,0.0,0.06,0.0,0.0,0.0003,0.014,0.026000000000000002,0.184,0.033,0.0002,5e-05,0.0,5e-05,0.0006,0.011,0.018000000000000002,0.0,0.0,0.0,0.0,3e-05
fette biscottate,4.0,410.0,3.5,11.3,0.0,11.3,83.0,2.2,80.8,6.0,2.0,4.0,0.83,1.43,1.47,2.27,2.27,0.0,4.54,0.004,0.0,0.0038,0.055,0.20600000000000002,0.14,0.124,0.002,0.0005,0.0,0.0003,0.0026000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0013000000000000002
mascarpone,44.4,453.0,0.0,7.6,7.6,0.0,0.0,0.0,0.0,47.0,47.0,0.0,29.17,12.86,15.21,0.97,0.97,0.0,1.94,0.095,0.0,0.0002,0.068,0.08600000000000001,0.053,0.097,0.0004,1e-05,0.0,0.00022,0.0001,0.0,0.011,0.00035299999999999996,0.00031,0.000258,2.8e-07,0.001
sogliola surgelata,79.4,84.0,0.0,17.3,17.3,0.0,0.8,0.8,0.0,1.3,1.3,0.0,0.17,0.12,0.25,0.0,0.0,0.67,0.67,0.044,0.0,0.0004,0.011,0.12,0.28,0.17400000000000002,0.0004,8e-05,0.0,0.00012,0.0038,0.0,0.005,0.0,0.0,0.0,0.0,0.0004
miele,18.0,303.0,0.0,0.6,0.0,0.6,80.3,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.005,0.011,0.051000000000000004,0.006,0.0009000000000000001,0.0,0.0,4e-05,0.0003,0.001,0.002,0.0,0.0,0.0,0.0,0.0
cernia surgelata,78.5,88.0,0.0,17.0,17.0,0.0,0.6,0.6,0.0,2.0,2.0,0.0,0.46,0.28,0.4,0.02,0.02,0.59,0.63,0.037,0.0,0.0003,0.011,0.053,0.483,0.128,0.0005,4e-05,0.0,0.00012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0005
tinca [tinca tinca],78.5,76.0,0.0,17.9,17.9,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.1,0.1,0.21,0.05,0.05,0.06,0.16,0.029,0.0,0.001,0.031,0.08,0.245,0.218,0.0005,6e-05,0.0,0.00015,0.0029,0.0,0.015,1.8e-05,1.8e-05,0.0,1.0599999999999998e-05,0.00063
olio di soia,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,99.9,14.02,22.26,22.76,51.36,51.36,0.0,102.72,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016100000000000003
salsiccia di fegato,42.9,424.0,0.0,12.4,12.4,0.0,0.9,0.9,0.0,41.2,41.2,0.0,12.0,13.65,15.08,2.78,2.78,0.0,5.56,0.183,0.0,0.0053,0.041,0.81,0.14300000000000002,0.154,0.0027,0.00024,0.0,0.00092,0.0036000000000000003,0.0,0.023,0.000102,0.000102,0.0,1.09e-06,0.00215
salatini,2.0,514.0,3.3,7.2,0.0,7.2,71.1,7.2,63.9,24.3,11.4,12.9,7.06,13.11,13.67,2.74,2.74,0.21,5.69,0.0,0.0,0.0022,0.038,1.18,0.26,0.22,0.0013000000000000002,0.0005,0.0,0.0001,0.0053,0.0,0.025,0.0,0.0,0.0,0.0,0.00268
"vitellone, tagli di carne semigrassa",71.4,140.0,0.0,21.5,21.5,0.0,0.0,0.0,0.0,6.1,6.1,0.0,2.58,2.52,2.99,0.12,0.12,0.06,0.3,0.054,0.0,0.0018000000000000002,0.004,0.051000000000000004,0.34,0.19,0.0038,8.999999999999999e-05,0.0,0.00024,0.004900000000000001,0.0,0.014,0.0,0.0,0.0,5e-07,0.00014000000000000001
"lenticchie [lens esculenta], secche",11.6,325.0,13.7,25.0,0.0,25.0,54.0,2.4,51.6,2.5,0.0,2.5,0.34,0.42,0.42,0.91,0.91,0.0,1.82,0.0,0.0,0.0050999999999999995,0.127,0.008,0.98,0.34700000000000003,0.0033,0.00057,0.0,0.0002,0.0018000000000000002,0.003,0.11,9.999999999999999e-06,0.0,5.9999999999999995e-05,0.0,0.0005200000000000001
"castrato, carne magra",76.0,122.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.83,2.14,2.22,0.14,0.14,0.0,0.28,0.07100000000000001,0.0,0.0022,0.01,0.07,0.33,0.191,0.0033,0.00016,0.0,0.00022,0.0054,0.0,0.0,6e-06,6e-06,0.0,4e-07,8.999999999999999e-05
wurstel di pollo,57.5,257.0,0.0,12.9,12.9,0.0,6.8,6.8,0.0,19.5,19.5,0.0,5.54,7.14,8.48,3.74,3.74,0.15,7.63,0.101,0.0,0.002,0.095,1.37,0.084,0.107,0.001,7.000000000000001e-05,0.0,0.00012,0.0031000000000000003,0.0,0.004,3.7999999999999995e-05,3.7999999999999995e-05,0.0,1e-07,0.00022
