name,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido folico (vit. b9 o m o folacina) | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,alpha-tocoferolo (vit. e) | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,beta-sistosterolo | g,betaina | g,biotina | g,c0:0 | g,c0:1 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c0:3 not further defined | g,c0:4 not further defined | g,c0:5 n-3 | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c1:5 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c2:0 | g,c2:1 c | g,c2:1 not further defined | g,c2:1 t | g,c2:4 | g,c2:5 n-3 | g,c2:6 n-3 | g,c3:0 | g,c4:0 | g,c4:0÷c10:0 | g,c4:1 c | g,c4:1 | g,c5:0 | g,c5:1 | g,c6:0 | g,c6:1 c | g,c6:1 not further defined | g,c6:1 t | g,c7:0 | g,c7:1 | g,c8:0 | g,c8:1 c | g,c8:1 not further defined | g,c8:1 t | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 not further defined | g,c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3 not further defined | g,c8:3i | g,c8:4 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",campesterolo | g,carboidrati disponibili | g,carboidrati | %,"carotene, alfa | g",ceneri | g,cistina | g,cloro | g,colecalcifenolo (vit. d) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fibre | g,fitosteroli | g,fluoro | g,folati totali | g,folato alimentare | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,grassi | g,idrossiprolina | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,licopene | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,luteina + zeaxantina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,retinolo equivalente | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",stigmasterolo | g,tiamina | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,"vitamina b-12, aggiunta | g",vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,zuccheri | g,ß-carotene equivalente | g
prosciutto crudo ns,8.7,1.64,6.555,,,,0.0,0.17,2.138,0.0,0.0,0.0,0.17,0.0,,0.0,2.801,4.206,0.0,1.96,0.18,0.28,0.0,8.02,4.09,0.57,0.0007685,1.87,53.355,1.421,,0.0,0.00027,0.12,0.0,1.4625,,,2e-06,0.02,0.0,,,,,0.09,0.0,,,,,,,,,,,,,,,,,,0.04,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.58,,,,0.0,,8.12,,,,,1.36,,,,,0.19,,0.0,0.012,284.0,264.97,,0.03,,0.0,3.23,0.2895,1.98,,0.0625,,0.0,,0.9305,0.000955,,,0.0,0.0,0.0,,2.5e-06,1e-06,0.208,0.0,0.0,1.0675,0.0,18.52,,,7.000000000000003e-06,1.0825,0.7949999999999999,0.0,1.8330000000000002,0.0,19.7,19.7,0.0,,1.929,0.0,0.022000000000000002,0.0,1.9000000000000004e-05,0.5705,8.81,0.0050765,100.0,2.43,0.401,0.9225,26.6,22.545,0.0,,0.0001255,,0.0,0.00020449999999999998,0.0,,1.095e-05,0.8875000000000001,1.9275,0.0,,0.0008384999999999999,0.7284999999999999,0.0,0.0,5e-05,1.0055,0.2445,1.104,0.0,0.0,3.7e-07,0.00042,0.01745,6e-07,,,2.9999999999999997e-05,0.0,0.00234,0.18,0.0,0.0,0.0
"carote, surgelate",0.013999999999999999,0.263,0.0235,,,,0.0,0.0,0.07200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35e-05,0.0,90.82,0.031,0.0,0.0,0.00057,0.0,0.13,0.0225,,0.0003,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.003,,0.0,,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.004,,,,0.0,,0.01,,,,,0.247,,,,,0.017,,0.0,0.04,39.0,35.165,,7.75,82.0,0.0029579999999999997,0.83,0.0045000000000000005,0.0,0.0,0.0,0.0075,0.0,0.4,0.017,0.00057,2.7,0.41,3.1,3.3,,,1e-05,1e-05,0.035,0.155,0.0,0.0155,0.0,0.46,,,0.0,0.0215,0.0085,0.0,0.0225,1e-06,0.0,0.1,0.0,5.0,0.021,0.000218,0.00875,0.0,8.55e-05,0.0035,0.0,0.0005819999999999999,95.0,0.0,0.2275,0.015,0.0,0.94,1.1,13.0,8.450000000000001e-05,,0.0,3.8500000000000014e-05,2.025,,6e-07,0.018000000000000006,0.0815,0.0,,4.2e-05,0.0105,,,,0.02,0.0055000000000000005,0.023,0.0024185,0.0,0.0,0.0001075,0.0032500000000000003,0.0,,,0.00022999999999999998,8.8e-06,0.0009950000000000002,0.0,7.6,4.76,0.0069675
torrone alla mandorla,0.0,0.0,1.9485,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.11,0.14,0.0,0.0,18.93,0.0,0.0,3e-05,0.0,4.525,0.0,0.0,0.0,0.00277,0.01,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.055999999999999994,483.0,438.47,,72.195,41.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0051,1e-06,,0.0,0.002045,,,1.9,3.3,,,1.55e-05,4e-06,0.16,0.0,0.0,0.0,0.0,1.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,26.8,50.0,0.0,1e-06,0.016,0.0,0.000152,0.0,19.11,0.000814,100.0,5.26,0.28550000000000003,0.0,0.9,7.065,9.9,9.0,6.7e-05,,0.0,0.000199,0.0,,1.3e-06,0.0,0.026,0.0,,8.65e-05,0.0,,,,0.0,0.0,0.0,1.5e-07,0.0,5e-09,5e-05,0.00015,0.0,,,0.00619,0.0,0.001115,0.0,52.0,83.33,0.0
"broccoletti di rapa, cotti",0.03,0.15,0.057,,,,,,0.434,,,,,,0.0,,0.662,,,,,,,,,,0.0004480000000000001,,89.10499999999998,0.149,0.0,0.0,0.00253,,0.0,0.207,,0.0002,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.02,0.0,,0.01,,,,,0.02,,,,,0.13,,0.0,0.11800000000000001,,32.25,,3.1100000000000003,37.0,0.0,1.11,0.047,,0.0,0.0,0.033600000000000005,0.0,0.23,0.154,0.00127,1.59,0.61,2.2,2.8,,,7.099999999999999e-05,7.099999999999999e-05,0.08199999999999999,0.24,0.0,0.14800000000000002,,0.52,,,,0.125,0.08,0.0,0.20600000000000002,0.0,,0.4,,11.0,0.239,0.0016829999999999998,0.027000000000000003,0.0,0.00038,0.058,,0.0020150000000000003,100.0,,0.343,0.158,,4.0150000000000015,,52.0,7.5e-05,,,0.00014,0.15,,1.3e-06,0.12,0.056,,,0.000169,0.09,1e-05,0.0,0.00032,0.128,0.05200000000000001,0.184,0.0013599,,,0.00022,0.06150000000000001,0.0,,,,0.000256,0.00054,,3.1,0.62,0.0027199999999999998
calamaro,0.107,0.524,0.604,,,,0.0,0.0,1.3595,0.0,0.09,0.31,0.26,0.06,0.0,0.0,2.1180000000000003,1.713,0.0,0.0,0.0,0.11,0.0,0.11,0.68,0.03,0.00059,0.06,79.275,0.852,0.0,0.0,0.0012,0.0,0.0,1.0275,,,0.0,0.0,0.044000000000000004,,,,,0.009000000000000001,0.146,0.0,0.11,0.0,0.68,0.03,0.06,0.11,0.0,0.0,,0.0,0.26,0.0,0.31,0.0,0.06,0.09,0.0,,0.006999999999999999,,,0.004,0.342,,0.0,0.0,,,,,0.0,,0.008,,,,0.0,,0.046,,,,,0.002,,,,,0.004,,0.006,0.08800000000000001,68.0,80.00999999999998,,1.84,3.0,0.0,1.41,0.1845,0.28,0.0,0.14850000000000002,0.065,0.0,,0.5045,0.00044,0.0,0.0,0.0,0.0,,,9e-06,5e-06,0.205,0.0,0.0,0.8809999999999999,0.6,1.38,,,2e-05,0.613,0.2705,0.0,0.991,0.0,1.7,1.7,0.0,23.0,1.0525,0.0,0.0275,0.0,2.750000000000001e-05,0.3175000000000001,0.455,0.0016874999999999998,65.0,0.4,0.1955,0.5745,12.6,14.09,0.0,74.0,0.0015455,0.5,1e-05,0.000286,0.0,0.85,5.5399999999999985e-05,0.631,0.1145,0.0,,4.5e-05,0.4505,,,,0.6060000000000001,0.1575,0.615,4.245e-05,0.0,2.15e-06,0.000373,0.00235,0.0,,0.0,0.0006,0.0,0.002315,0.0,0.6,0.0,0.0
peperoni surgelati,0.013999999999999999,0.113,0.0405,,,,0.0,0.0,0.12425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14500000000000002,0.0,0.0,0.14,0.03,0.0,0.0,0.02,0.0,0.0,1.5e-05,0.0,93.13,0.02925,0.0,0.0,,0.0,0.0,0.0335,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.001,,,,,,0.013000000000000001,,,,,0.102,,,,,0.01,,,0.013,26.0,21.04,,4.325,72.0,,0.3,0.01675,0.0,0.0,0.0,,,,0.023,0.00066,1.47,0.43,1.9,1.6,,,1.9e-05,1.4e-05,0.0225,0.0,0.0,0.02775,0.0,0.21,,0.07100000000000001,0.0,0.02325,0.014000000000000002,0.0,0.0375,,0.0,0.3,0.3,12.0,0.035500000000000004,,0.004,0.0,5.85e-05,0.00875,0.02,0.000935,82.0,0.16,0.1505,0.03175,0.0,0.99,0.9,16.0,2.65e-05,,0.0,5.400000000000001e-05,0.0,,1e-07,0.0325,0.0035,0.0,,5.950000000000001e-05,0.01475,,,,0.02825,0.008749999999999999,0.0305,8.98e-05,,0.0,0.0002035,0.10485,0.0,,,0.0006500000000000001,0.0,0.00013000000000000002,0.0,4.2,,0.000834
galbusera frollini valetllina,4.19999980926514,2.4000000953674303,7.925000047683714,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.63,0.1,0.0,0.0,6.78,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,,0.44,49.175,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.08700000000000001,478.0,446.0,,72.8,64.0,,,0.0,0.0,,0.07400000000000001,,,,0.0,0.0018000000000000004,,,1.7,2.0,,,1.3000000000000001e-05,,0.085,0.0,0.0,0.0,0.0,12.0,,,0.0,0.0,0.0,0.0,0.0,,16.4,17.4,4.6,29.0,0.0,,0.0,0.0,0.0,0.0,7.16,0.0006150000000000001,100.0,2.17,0.11,0.0,4.4,7.9,3.0,7.0,0.0,,,4e-05,0.0,,0.0,0.0,0.2745,0.0,,0.00016,0.0,,,,0.0,0.0,0.0,0.0,,0.0,5e-05,0.0,0.0,,,0.0013000000000000002,0.0,0.0006,0.0,21.0,23.0,0.0
triglia,1.078,0.715,1.368,,,,0.0,0.36,1.7995,0.0,0.47,0.69,0.1,0.0,0.0,0.0,2.889,2.359,0.0,0.36,0.0,0.26,0.0,0.75,0.73,0.58,0.00061,0.64,76.155,1.0625,0.0,0.0,0.001,0.0,0.0,1.052,,,2e-06,0.0,0.023,,,,,0.096,0.217,,,,,,,,,,,,,,,,,,0.003,,0.031,,,0.099,0.10800000000000001,,0.0,0.0,,,,,0.0,,0.564,,,,0.0,,0.293,,,,,0.08800000000000001,,,,,0.025,,0.08199999999999999,0.031,123.0,120.055,,0.55,4.0,0.0,1.2,0.188,0.14,1.5249999999999996e-06,0.0635,0.0702,0.0,,0.6855,0.00106,0.0,0.0,0.0,0.0,,,1e-05,9e-06,0.2195,0.0,0.0,0.8440000000000001,1.1,3.79,,,1.1e-05,0.81,0.5175000000000001,0.0,1.4285,0.0,6.2,6.2,0.0,45.0,1.614,0.0,0.0295,0.0,8e-06,0.5205000000000001,1.43,0.004700000000000001,60.0,1.88,0.34850000000000003,0.6214999999999999,15.8,17.575000000000006,0.0,51.0,0.0001455,,3.7e-05,7.500000000000001e-05,0.0,,3.3249999999999995e-05,0.7165,0.078,0.0,,7.999999999999999e-05,0.593,,,,0.77,0.19699999999999998,0.9055,2.295e-05,0.0,1.11e-06,0.00042249999999999997,0.0006,1.405e-06,,1.5e-06,0.00041500000000000017,5e-08,0.00146,0.2,1.1,0.0,0.0
"bovino, fegato",0.968,0.8290000000000001,1.4500000000000002,0.215,,,0.0,0.3,1.9685,0.0,0.08,0.01,0.0,0.0,0.0,0.0,2.6505,2.56,0.0,0.49,0.05,0.02,0.0,0.68,0.54,0.06,0.0070825,0.76,70.445,1.318,0.0,0.0,0.00037,0.2,0.0,1.3135,,0.0076,3.3e-05,0.0,0.013000000000000001,0.012,,,0.0,0.266,0.0,0.0,0.02,0.0,0.54,0.06,0.76,0.68,0.49,0.05,,0.0,0.0,0.3,0.01,0.0,0.0,0.08,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.005,0.012,0.0,0.0,,0.08199999999999999,,0.037000000000000005,0.013000000000000001,0.0,,0.856,,,,0.517,0.517,,,0.027999999999999997,0.008,0.035,,0.0,0.006,142.0,141.03,,4.405,16.0,1.3e-05,1.42,0.2960000000000001,0.09,,0.2625,0.31,1.1e-05,,1.0670000000000002,0.007600000000000002,0.0,0.0,0.0,0.0,,,0.0002275,0.000125,0.3645000000000001,0.0,0.0,1.4795,2.9,4.85,0.1,0.1,1.3000000000000001e-05,1.019,0.583,0.0,1.8955,0.0,4.4,4.4,0.0,28.0,1.5785,0.0,0.019000000000000003,0.0,0.00031249999999999995,0.516,0.77,0.012025,100.0,1.13,0.314,0.624,20.0,19.965,0.0,56.0,0.0077825,0.8,0.011705,0.0028699999999999997,0.0,1.34,3.235e-05,1.0205,0.079,0.0,,0.00021650000000000009,0.7215,0.0,0.0,3e-05,0.9045,0.292,1.2799999999999998,0.01403515,0.0,8.4925e-05,0.0008935000000000002,0.01585,6.2e-07,,,0.00011999999999999999,4.500000000000001e-07,0.009009999999999999,0.26,5.9,0.0,0.0008844999999999998
petto di pollo arrosto,1.24,0.77,2.1,,,,0.0,0.74,2.7605,0.0,0.19,0.04,0.02,0.0,0.0,0.0,4.6450000000000005,4.101,0.0,1.35,0.06,0.22,0.13,2.09,1.8,0.3,0.0011125,1.11,62.28,1.7029999999999998,0.0,0.0,0.00027,0.42,0.0,1.9295,,0.006200000000000001,3e-06,0.0,0.03,,,,,0.06,0.01,,,,,,,,,,,,,,,,,,0.01,,0.0,,,0.01,0.02,,0.0,0.0,,,,,0.0,,0.15,,,,0.0,,1.04,,,,,0.59,,,,,0.03,,0.0,0.0125,206.0,185.455,,0.0,0.0,0.0,1.06,0.3835,0.076,1.25e-07,0.09699999999999999,0.0853,0.0,,1.2325,0.0009199999999999999,0.0,0.0,0.0,0.0,,,5e-06,4e-06,0.22399999999999998,0.0,0.0,1.4325,0.0,3.57,,,6e-06,1.5415,0.983,0.0,2.3835,0.0,10.0,10.0,0.0,44.0,2.6555,0.0,0.03,0.0,1.85e-05,0.8860000000000001,2.56,0.010956,59.0,2.8,0.28800000000000003,1.233,28.9,29.96,0.0,56.0,5.950000000000001e-05,,6e-06,0.000152,0.0,,2.1800000000000005e-05,1.1765,0.07950000000000003,0.0,,7.500000000000001e-05,1.0395,,,,1.36,0.34299999999999997,1.5630000000000002,3.15e-06,0.0,1.7e-07,0.00044500000000000003,0.0,1.5e-07,,1e-07,0.0001,1.5e-07,0.0015500000000000002,0.14,0.0,0.0,0.0
creme caramel,1.266,0.392,1.5745,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.05,0.04,0.0,0.0,0.57,0.0,0.0,0.000257,0.0,70.025,0.0,,0.0,0.00023,0.0,2.6,0.0,,,0.0,0.048,0.005,,,,,0.027999999999999997,0.001,,,,,,,,,,,,,,,,,,0.05,,0.001,,,0.0,0.006999999999999999,0.0,0.048,,,0.002,0.001,,0.048,,0.057999999999999996,,0.003,,0.048,,1.2,,,,,0.302,,,,,0.054000000000000006,,0.0,0.0885,109.0,127.275,,21.69,,0.0,0.62,0.0,0.0,,0.051,,2e-06,,0.0,0.00019,,,0.1,0.0,,,8.5e-06,9e-06,0.0865,0.0,0.0,0.0,0.0,4.03,,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.2,0.1,,0.0,6.500000000000001e-05,0.0045000000000000005,0.0,5e-06,0.0,0.62,9.1e-05,100.0,0.09,0.134,0.0,2.2,3.765,0.8,,1.4000000000000007e-05,,4.5e-05,0.000205,0.0,,4.35e-06,0.0,0.0615,0.0,,3.1e-05,0.0,,,,0.0,0.0,0.0,4.265e-05,0.0,1.8e-07,3.700000000000001e-05,0.0,7e-08,,,8e-05,1e-07,0.000385,0.0,18.0,23.15,6.5e-06
fruttosio,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,0.0,0.0,3.65,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.0,373.0,370.535,,99.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5e-05,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001105,,0.0,0.0,0.0,,3e-07,0.0,0.006,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,99.5,92.7,0.0
"maggiorana, essiccata",0.94,4.405,0.8494999999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.02,0.07,0.0,0.0,2.54,0.0,0.0,0.0,0.0,7.619999999999999,0.0,,0.0,0.0016899999999999999,0.01,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.94,,,,,1.175,,,,,3.23,,0.0,1.99,309.0,272.255,,51.53,,0.0,12.1,0.0,0.0,0.0,0.0,0.0436,7e-05,,0.0,0.082705,,,18.1,40.3,0.06,,0.00013700000000000002,0.00027400000000000005,0.308,0.0,0.0,0.0,0.0,7.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,,0.0,0.001895,0.173,0.0,0.0027165,0.0,2.61,0.004110000000000001,100.0,1.1,1.521,0.0,0.0,12.68,12.7,,0.0005665000000000001,,0.0,0.00031800000000000003,0.0,,2.25e-06,0.0,0.077,0.0,,0.00028950000000000004,0.0,,,,0.0,0.0,0.0,0.0012102,0.0,0.0,0.000595,0.0257,0.0,,,0.004575,0.00031085000000000005,0.0036000000000000008,0.0,42.5,4.09,0.004823
sale,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.017,0.0,0.0,,0.0,,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.000315,,,0.0,0.0,0.0,2e-06,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0005,0.0,5e-05,0.0,0.0,0.0,100.0,0.0,0.0485,0.0,0.0,0.0,0.0,,1.5e-05,,0.0,0.0,0.0,,5e-08,0.0,39.029,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0001,0.0,0.0,0.0,0.0
clementine,,,0.03,,,,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.06,0.0,0.03,0.01,0.0,0.0,0.03,0.02,0.01,0.00017549999999999998,0.0,86.49000000000002,0.027999999999999997,0.0,0.0,0.0002,0.0,0.0,0.067,,0.0001,5e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.03025,57.0,46.16,,11.385,88.0,,0.4,0.002,0.002,0.0,0.0,0.014,,1.59,0.018000000000000002,0.00016999999999999999,,,1.7000000000000002,1.7,,,2.25e-05,2.4e-05,0.019750000000000004,2.12,0.0,0.019,2.2,0.15,,,0.0,0.017,0.011000000000000001,0.0,0.027999999999999997,,0.0,0.15000000000000002,0.2,2.0,0.032,,0.0105,0.0,1.15e-05,0.002,0.04,0.000468,81.0,0.04,0.161,0.073,0.0,0.8500000000000001,0.8,10.0,2.65e-05,,,4.250000000000001e-05,7.08,,1e-07,0.033,0.002,0.0,,8.549999999999999e-05,0.015,0.0,0.0,0.0,0.016,0.002,0.021,6e-06,,0.0,7.25e-05,0.04715,0.0,,,0.0002,0.0,7.999999999999999e-05,0.01,10.75,9.18,0.00015
"borlotti, bolliti, senza sale",0.035,0.276,0.057999999999999996,,,,,,0.737,,,,,,0.0,0.0,0.9279999999999999,,,,,,,,,,0.00025800000000000004,,68.455,0.243,0.0,0.0,,,9.7,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.035,,,,,0.099,,,,,0.177,,,0.052000000000000005,,115.525,,21.04,61.0,,1.33,0.064,,0.0,0.0,,,,0.341,0.00271,,,4.2,8.6,,,3.4e-05,3.4e-05,0.1,,,0.21899999999999997,,0.48,,0.09300000000000001,,0.307,0.157,,0.494,,,0.5,,6.0,0.405,,0.054000000000000006,,0.0004930000000000001,0.069,,0.000616,100.0,,0.6459999999999999,0.252,,7.505000000000001,,33.0,8.800000000000001e-05,,0.0,6.9e-05,,,1.4e-06,0.35100000000000003,0.319,,,0.000187,0.193,,,,0.238,0.061,0.34800000000000003,0.0,,0.0,0.000194,0.00035,0.0,,,,,0.0006900000000000001,,0.5,,
cernia,0.20199999999999999,0.321,0.1965,,,,0.0,0.02,1.9080000000000001,0.0,0.15,0.02,0.02,0.01,,0.0,2.892,2.6710000000000003,0.0,0.01,0.01,0.01,0.0,0.1,0.12,0.02,0.00075,0.03,78.61,1.127,,0.0,,0.01,0.0,1.1145,,,5e-06,0.0,0.028999999999999998,,,,,0.033,0.027000000000000003,,,,,,,,,,,,,,,,,,0.0,,0.006999999999999999,,,0.01,0.22,,0.0,,,,,,0.0,,0.027000000000000003,,,,0.0,,0.145,,,,,0.012,,,,,0.01,,0.0,0.019000000000000003,80.0,86.00999999999998,,0.3,,,1.17,0.2,0.09699999999999999,,0.037000000000000005,,,,0.727,0.000595,,,0.0,0.0,,,9e-06,9e-06,0.14500000000000002,0.0,0.0,0.8945000000000001,0.6,1.02,,,2e-05,0.8590000000000001,0.5479999999999999,0.0,1.515,,0.7,0.7,0.0,,1.711,,0.031,0.0,1.1999999999999995e-05,0.552,0.14,0.0003565,41.0,0.22,0.483,0.659,17.9,18.64,0.0,,2e-05,,4.3e-05,6.25e-05,0.0,,3.675e-05,0.7609999999999999,0.053,0.0,,5.500000000000002e-05,0.629,,,,0.8165,0.2085,0.96,2.145e-05,,6e-07,0.0003,0.0,0.0,,,0.0005,0.0,0.00049,0.2,0.6,,0.0
"cumino, semi",14.04,3.279,1.1275,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.53,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0,8.08,0.0,,0.0,0.00333,0.0,0.0,0.0,,,0.0,0.018000000000000002,0.212,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.018000000000000002,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.212,,,,0.0,,13.618,,,,,3.103,,,,,0.17600000000000002,,0.0,0.9309999999999999,419.0,386.26,,38.97,,0.0,7.62,0.0,0.0,0.0,0.0,0.0247,0.0,,0.0,0.06638,,,10.5,10.5,0.068,,5e-06,1e-05,0.499,0.0,0.0,0.0,0.0,22.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,22.3,,0.0,0.0004480000000000001,0.183,0.0,0.0016665000000000002,0.0,14.86,0.0045795,100.0,2.53,1.788,0.0,0.0,17.805,17.8,,0.0004335,,0.0,0.0003285,0.0,,2.6e-06,0.0,0.168,0.0,,0.000629,0.0,,,,0.0,0.0,0.0,0.0001905,0.0,0.0,0.0004375,0.00785,0.0,,,0.0013599999999999999,2.700000000000001e-06,0.0048,0.0,33.7,2.25,0.000762
